cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"4382","8814","693345","1208595","First Financial Bank, National Association","Terre Haute","IN","47807","6/30/2019","11/18/2019","N","One First Financial Plz","FIRST FINANCIAL CORPORATION","65","0","1","4","0","Vigo","45460","Terre Haute, IN","8/3/1863","1/1/1934","7/26/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","2406512","2406512","1977000","4","427085","2423","0","0","","267830","231049","2138682","989907","886746","262029","2175463","437593","1968919","2364940","1733744","63958","0","0","0","",""
"29058","2841","768074","3843628","First Financial Northwest Bank","Renton","WA","98057","6/30/2019","11/18/2019","NM","201 Wells Avenue South","FIRST FINANCIAL NORTHWEST, INC.","11","0","0","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","1/1/1923","5/6/1935","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","1049563","1049563","1019850","3","29710","0","0","0","","104862","104862","944701","329211","22593","592897","944701","54448","995115","737432","831732","50128","180763","180763","30507","",""
"58370","0","3525577","4521624","First Florida Bank","Destin","FL","32541","6/30/2019","11/18/2019","SM","2000 Ninety-Eight Palms Blvd","FIRST FLORIDA BANCORP, INC.","6","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","11/27/2006","11/27/2006","10/30/2019","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","387112","387112","349175","0","37937","0","0","0","","119556","104994","267556","84063","22034","161459","282118","104994","282118","330626","267660","7458","0","0","0","",""
"58532","0","3591282","4360113","First Florida Integrity Bank","Naples","FL","34109","6/30/2019","11/18/2019","SM","3580 Pine Ridge Road","TGR FINANCIAL, INC.","7","0","0","4","0","Collier","34940","Naples-Immokalee-Marco Island, FL","12/3/2007","12/3/2007","8/8/2016","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.firstfloridaintegritybank.com","1205109","1205109","1013458","0","191651","0","0","0","","237625","66994","967484","731603","32666","203215","1138115","227831","977278","1140875","796775","11008","0","0","0","",""
"58647","18049","3637685","3842658","First Foundation Bank","Irvine","CA","92612","6/30/2019","11/18/2019","NM","18101 Von Karman Ave, # 750","FIRST FOUNDATION INC.","21","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","10/1/2007","10/1/2007","6/1/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.firstfoundationinc.com","4758698","4758698","4456303","5","289985","12405","0","0","","299201","285482","4459497","997560","1480753","1981184","4473216","1294073","3464625","3083859","3987432","30349","1269600","1269599","6953","",""
"58208","0","3437148","3807899","First Freedom Bank","Lebanon","TN","37087","6/30/2019","11/18/2019","NM","1620 West Main Street","FIRST FREEDOM BANCSHARES, INC.","6","0","0","4","0","Wilson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","4/3/2006","4/3/2006","5/14/2016","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","415013","415013","356346","0","34324","24343","0","0","","113463","57148","301550","88929","9548","203073","357865","44310","370703","389552","353377","16789","0","0","23604","",""
"30969","6191","966272","0","First FSB of Mascoutah","Mascoutah","IL","62258","6/30/2019","11/18/2019","SA","101 West Main St","","3","0","0","5","0","Saint Clair","41180","St. Louis, MO-IL","1/1/1913","6/25/1958","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","91944","91944","82941","0","9003","0","0","0","","18400","6744","73544","21011","12114","40421","85200","7062","84882","85765","86470","2792","747","747","0","",""
"58060","0","3386264","0","First General Bank","Rowland Heights","CA","91748","6/30/2019","11/18/2019","NM","19036 Colima Road","","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/13/2005","10/13/2005","9/12/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","803907","803907","802377","55","240","1235","0","0","","182110","107372","621797","72301","41975","507521","696535","110161","693746","463446","518668","0","84125","84125","1235","",""
"14028","0","422433","4991076","First Guaranty Bank","Hammond","LA","70401","6/30/2019","11/18/2019","NM","400 East Thomas Street","SMITH & HOOD HOLDING COMPANY, L.L.C.","27","0","1","4","0","Tangipahoa","25220","Hammond, LA","3/12/1934","3/12/1934","11/6/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.fgb.net","1680633","1680633","1027826","0","648314","4493","0","0","","14380","14228","1666253","842599","110383","713270","1666405","258327","1422306","1328938","1026484","57692","61451","61451","0","",""
"31223","6568","716374","2867458","First Harrison Bank","Corydon","IN","47112","6/30/2019","11/18/2019","NM","220 Federal Dr Nw","FIRST CAPITAL, INC","18","0","1","4","0","Harrison","31140","Louisville-Jefferson County, KY-IN","1/1/1891","12/8/1961","6/30/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","738209","738209","610514","0","127695","0","0","0","","101025","55724","637184","58626","511837","66721","682485","159295","578914","734194","556234","37059","0","0","0","",""
"17985","11917","980661","1025608","First Hawaiian Bank","Honolulu","HI","96813","6/30/2019","11/18/2019","NM","999 Bishop St., 3rd Fl.","FIRST HAWAIIAN, INC.","54","1","1","4","0","Honolulu","46520","Urban Honolulu, HI","1/1/1858","4/13/1959","7/29/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","5","1","http://www.fhb.com","16804518","15373073","13692919","631","1622660","23034","33829","0","1431445","982486","575711","14390587","9453452","2113906","2823229","14797362","5128856","10244217","13642681","8482835","236392","0","0","0","646741","784704"
"4636","14301","922157","1067916","First Heritage Bank","Centralia","KS","66415","6/30/2019","11/18/2019","NM","620 Fourth Street","FIRST CENTRALIA BANCSHARES, INC.","5","0","0","2","1","Nemaha","","","4/18/1882","1/1/1934","12/21/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","136260","136260","112759","0","22676","825","0","0","","37700","28224","98560","30015","13785","54759","108036","22557","113703","103476","100981","4346","17057","14750","4715","",""
"4457","12314","618647","2247498","First Heritage Bank","Shenandoah","IA","51601","6/30/2019","11/18/2019","SM","801 South Fremont","FIRST NATIONAL BANCORP","2","0","0","2","1","Page","","","1/1/1903","1/1/1934","4/20/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","34057","34057","31407","0","2650","0","0","0","","18292","7835","15765","3219","5866","6681","26222","7835","26222","34056","31167","1482","1","1","0","",""
"34997","0","2771694","2881650","First Home Bank","Saint Petersburg","FL","33701","6/30/2019","11/18/2019","SM","700 Central Ave","FIRST HOME BANCORP, INC.","5","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","2/12/1999","2/12/1999","11/26/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.firsthomebank.com","386795","386795","328469","0","9478","48848","0","0","","84376","55630","302419","127308","9551","165560","331165","55622","331173","356759","316519","1506","6792","1739","42339","",""
"6354","10329","434203","3609132","First Hope Bank, A National Banking Association","Hope","NJ","7844","6/30/2019","11/18/2019","N","1301 Hope-Bridgeville Rd.","FIRST HOPE BANCORP","6","0","0","4","0","Warren","10900","Allentown-Bethlehem-Easton, PA-NJ","9/11/1911","1/1/1934","6/1/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.firsthope.com","430945","430945","384857","1","46087","0","0","0","","48689","45823","382256","38504","275817","67935","385122","32052","398893","420932","334874","7403","110","110","0","",""
"34998","0","2877840","3589980","First IC Bank","Doraville","GA","30340","6/30/2019","11/18/2019","NM","5593 Buford Highway","FIRST IC CORPORATION","9","0","1","4","0","Dekalb","12060","Atlanta-Sandy Springs-Roswell, GA","1/31/2000","1/31/2000","3/14/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","542143","542143","509766","0","865","31512","0","0","","134761","107243","407382","77869","16703","312810","434900","107243","434900","455272","455140","6471","10681","325","31512","",""
"20179","16107","254849","1134564","First Independence Bank","Detroit","MI","48202","6/30/2019","11/18/2019","NM","7310 Woodward Ave Suite 101","FIRST INDEPENDENCE CORPORATION","3","0","0","4","0","Wayne","19820","Detroit-Warren-Dearborn, MI","5/14/1970","5/14/1970","6/30/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","206212","206212","98365","0","104401","3446","0","0","","145033","105155","61179","6519","27721","26939","101057","70747","135465","195629","112264","736","7422","7422","0","",""
"18380","0","366658","1364053","First Independent Bank","Aurora","MO","65605","6/30/2019","11/18/2019","NM","1100 South Elliott Avenue","FIRST INDEPENDENT BANCSHARES, INC.","1","0","0","8","0","Lawrence","","","1/1/1906","5/4/1961","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","82716","82716","82022","0","694","0","0","0","","26506","17391","56210","10656","13384","32171","65325","17391","65325","78443","80462","8008","0","0","0","",""
"1900","10527","761851","1126037","First Independent Bank","Russell","MN","56169","6/30/2019","11/18/2019","NM","300 Front Street","FINLAYSON BANCSHARES, INC.","9","0","0","2","1","Lyon","","","1/1/1903","1/1/1934","3/16/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","221967","221967","210568","0","11399","0","0","0","","76112","48796","145855","49134","23316","73405","173171","48863","173104","211080","203210","25127","5111","0","0","",""
"10248","13711","236153","1135048","First International Bank & Trust","Watford City","ND","58854","6/30/2019","11/18/2019","NM","100 North Main Street","WATFORD CITY BANCSHARES, INC.","27","0","1","4","1","Mckenzie","","","5/1/1910","1/1/1934","5/30/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.fibt.com","2691551","2691551","2131727","0","549315","10509","0","0","","449748","384085","2241803","647642","1190672","403489","2307466","550620","2140931","2565684","2170233","26397","36150","0","349","",""
"34607","0","2758613","3393178","First Internet Bank of Indiana","Fishers","IN","46037","6/30/2019","11/18/2019","NM","11201 Usa Parkway","FIRST INTERNET BANCORP","2","0","1","4","0","Hamilton","26900","Indianapolis-Carmel-Anderson, IN","12/28/1998","12/28/1998","10/30/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","www.firstib.com","3055633","3055633","2442491","0","387397","225745","0","0","","99599","46673","2956034","739059","153928","2063048","3008960","93410","2962223","2041388","2386673","203994","566374","458687","512718","",""
"1105","11071","659855","1123670","First Interstate Bank","Billings","MT","59101","6/30/2019","11/18/2019","SM","401 North 31st Street","FIRST INTERSTATE BANCSYSTEM, INC.","163","0","1","4","0","Yellowstone","13740","Billings, MT","10/9/1916","1/1/1934","4/8/2019","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","0","www.firstinterstatebank.com","11491382","11491382","10780412","19560","667631","23779","0","0","","1828945","1272082","9662437","4363167","3803300","1495969","10219300","3372926","8118456","11191075","8913969","201023","8811","8811","0","",""
"14930","0","787842","2139708","First Iowa State Bank","Albia","IA","52531","6/30/2019","11/18/2019","SM","19 Benton Avenue East","VAN BUREN BANCORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","3","0","0","2","1","Monroe","","","5/12/1930","12/15/1934","3/1/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","116718","116718","92424","0","24294","0","0","0","","58357","17600","58361","5744","23453","29164","99118","17902","98816","113217","87498","3840","0","0","4555","",""
"11348","12478","845443","2139708","First Iowa State Bank","Keosauqua","IA","52565","6/30/2019","11/18/2019","SM","714 First Street","VAN BUREN BANCORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","3","0","0","2","1","Van Buren","","","1/1/1931","1/1/1934","1/1/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","113156","113156","104905","76","8175","0","0","0","","59155","11712","54001","6606","18066","29329","101444","10939","102217","98840","93140","4724","13100","0","0","",""
"23376","13698","248633","2306993","First Jackson Bank, Inc.","Stevenson","AL","35772","6/30/2019","11/18/2019","NM","43243 Us Highway 72","1ST JACKSON BANCSHARES, INC.","6","0","1","4","0","Jackson","","","4/10/1981","4/10/1981","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","218556","218556","191514","0","27042","0","0","0","","56714","27601","161842","34118","10123","117601","190955","27601","190955","182825","172590","22441","5875","0","0","",""
"18474","52193","1492817","1056769","First Kansas Bank","Hoisington","KS","67544","6/30/2019","11/18/2019","NM","101 North Main Street","OTTAWA BANCSHARES, INC.","4","0","0","2","1","Barton","","","12/30/1961","12/30/1961","7/12/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.firstkansasbank.com","158139","158139","115562","0","42577","0","0","0","","78488","78473","79651","34517","16194","28940","79666","10805","147334","150030","114748","4395","0","0","0","",""
"21247","10753","263243","1096176","First Kentucky Bank, Inc.","Mayfield","KY","42066","6/30/2019","11/18/2019","NM","223 South Sixth Street","EXCHANGE BANCSHARES, INC.","11","0","0","4","1","Graves","","","1/1/1899","9/24/1973","10/21/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.firstkentucky.com","375599","375599","351704","4","23393","498","0","0","","118057","76572","257542","24829","93623","139090","299027","76572","299027","328328","327064","17582","21561","21561","498","",""
"7404","9495","790918","1118265","First Keystone Community Bank","Berwick","PA","18603","6/30/2019","11/18/2019","NM","111 West Front Street","FIRST KEYSTONE CORPORATION","19","0","0","4","0","Columbia","14100","Bloomsburg-Berwick, PA","9/23/1864","1/1/1934","4/25/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","717791","717791","623265","0","94526","0","0","0","","70630","42442","647161","99688","332075","215398","675349","136605","581186","680469","523411","42564","20000","20000","0","",""
"14029","16948","898850","3435845","First Liberty Bank","Oklahoma City","OK","73120","6/30/2019","11/18/2019","NM","9601 N. May Avenue","FIRST LIBERTY HOLDINGS, LLC","2","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","12/12/1933","1/1/1934","5/18/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","401758","401758","326598","0","23308","51852","0","0","","96201","87345","305557","85864","409","219284","314413","75213","326545","322936","329305","5722","35559","35559","48173","",""
"4365","11365","17147","1208559","First Merchants Bank","Muncie","IN","47305","6/30/2019","11/18/2019","NM","200 East Jackson Street","FIRST MERCHANTS CORPORATION","121","0","1","4","0","Delaware","34620","Muncie, IN","3/13/1893","1/1/1934","8/31/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","http://www.firstmerchants.com","8439858","8439858","6985649","0","1452897","1312","0","0","","746085","425434","7693773","1195250","4847387","1651134","8014424","1473695","6966163","7965075","6462617","161007","202830","202830","0","",""
"27381","12211","1222519","1980846","First Metro Bank","Muscle Shoals","AL","35661","6/30/2019","11/18/2019","NM","406 West Avalon Avenue","FIRST METRO BANCORP","9","0","0","4","0","Colbert","22520","Florence-Muscle Shoals, AL","11/7/1988","11/7/1988","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","570860","570860","417508","0","152377","975","0","0","","33138","23210","537722","320356","50987","166379","547650","15720","555140","504534","369343","15866","0","0","0","",""
"3705","12332","762447","1206760","First Mid Bank & Trust, National Association","Mattoon","IL","61938","6/30/2019","11/18/2019","N","1515 Charleston Avenue","FIRST MID BANCSHARES, INC.","64","0","1","4","0","Coles","","","2/8/1865","1/1/1934","4/5/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.firstmid.com","3040478","3040478","2654806","0","385662","10","0","0","","429459","232933","2611019","1561008","398204","651807","2807545","631742","2408736","2907904","2491309","73474","15978","15978","0","",""
"3709","11987","1007846","1208184","First Midwest Bank","Chicago","IL","60631","6/30/2019","11/18/2019","SM","8750 W Bryn Mawr Ave Suite 1","FIRST MIDWEST BANCORP, INC.","126","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/13/1933","1/1/1934","5/11/2019","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","http://www.firstmidwest.com","13366828","13366828","11802498","15","1560352","3963","0","0","0","2606666","1839493","10760162","5725315","2083041","2951806","11527335","3783753","9583075","12735264","9089895","344261","92708","92708","0","0","0"
"19001","12464","770853","2575230","First Midwest Bank of Dexter","Dexter","MO","63841","6/30/2019","11/18/2019","NM","819 W. Business Highway 60","MIDWEST BANCORPORATION, INC. AND AFFILIATES ESOP TRUST","6","0","0","4","0","Stoddard","","","1/15/1964","1/15/1964","9/3/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","288665","288665","282131","0","6534","0","0","0","","96338","42597","192327","61601","13427","117299","246068","45591","243074","250647","219455","9452","12219","0","6421","",""
"19212","0","228158","2321594","First Midwest Bank of Poplar Bluff","Poplar Bluff","MO","63901","6/30/2019","11/18/2019","NM","704-706 Highway 67 North","POPLAR BLUFF BANC COMPANY","7","0","0","4","1","Butler","","","8/29/1964","8/29/1964","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","369354","369354","314426","15","40882","14031","0","0","","107897","44252","261457","96458","17003","147996","325102","44252","325102","330240","283881","13241","4581","4581","7479","",""
"1970","0","575955","2575230","First Midwest Bank of the Ozarks","Piedmont","MO","63957","6/30/2019","11/18/2019","NM","Hwy. 34 & Beckville Rd.","MIDWEST BANCORPORATION, INC. AND AFFILIATES ESOP TRUST","4","0","0","4","0","Wayne","","","11/22/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","103814","103814","98228","0","5586","0","0","0","","42462","14212","61352","926","12849","47577","89602","14712","89102","93057","93901","4620","1001","1001","0","",""
"5151","13744","75053","1127324","First Minnesota Bank","Minnetonka","MN","55345","6/30/2019","11/18/2019","NM","4625 County Highway 101","MCLEOD BANCSHARES, INC.","11","0","0","7","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","10/10/1881","1/1/1934","8/16/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","283642","283642","247318","0","36324","0","0","0","","90476","49826","193166","72643","25192","95330","233816","49826","233816","254777","231188","12537","8757","8757","0","",""
"19188","12432","691556","1125450","First Minnetonka City Bank","Minnetonka","MN","55345","6/30/2019","11/18/2019","NM","14550 Excelsior Boulevard","FIRST MINNETONKA BANCORPORATION, INC.","4","0","0","8","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/27/1964","7/27/1964","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","189145","189145","187887","0","1258","0","0","0","","85741","45324","103404","47737","18622","37045","143821","45324","143821","181919","162259","11824","0","0","0","",""
"28930","2639","710176","3963526","First Missouri Bank","Brookfield","MO","64628","6/30/2019","11/18/2019","SM","300 West Lockling","FIRST MISSOURI BANCSHARES, INC.","6","0","0","2","1","Linn","","","5/1/1934","1/18/1935","10/13/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","240972","240972","227346","0","13626","0","0","0","","77903","62339","163069","79319","11966","71784","178633","62689","178283","224001","184543","12903","0","0","0","",""
"19349","14765","991359","1491445","First Missouri Bank of SEMO","Kennett","MO","63857","6/30/2019","11/18/2019","NM","500 Independence Avenue","FIRST MALDEN BANCSHARES, INC.","5","0","1","2","1","Dunklin","","","1/18/1965","1/18/1965","1/1/2016","Stock","0","0","FDIC","DIF","Kansas City","DALLAS","St. Louis","St. louis","Western","West","0","1","www.myfm.bank","171973","171973","159088","0","12640","245","0","0","","67361","56679","104612","30745","17898","55969","115294","39515","132458","146408","143461","5676","14764","14764","0","",""
"8282","0","825454","1491463","First Missouri State Bank","Poplar Bluff","MO","63901","6/30/2019","11/18/2019","NM","2910 Barron Road","FMS BANCORP, INC.","2","0","0","4","1","Butler","","","1/1/1912","1/1/1934","9/28/2018","Stock","0","0","FDIC","DIF","Kansas City","DALLAS","St. Louis","St. louis","Western","West","0","1","www.firstmissouristatebank.com","145389","145389","138181","0","7208","0","0","0","","52262","17137","93127","12666","12038","68423","128252","17137","128252","127693","124432","5493","5227","5227","0","",""
"58230","0","3383665","1491463","First Missouri State Bank of Cape County","Cape Girardeau","MO","63703","6/30/2019","11/18/2019","NM","2 South Mount Auburn Road","FMS BANCORP, INC.","4","0","0","4","1","Cape Girardeau","16020","Cape Girardeau, MO-IL","6/30/2006","6/30/2006","5/29/2013","Stock","0","0","FDIC","DIF","Kansas City","DALLAS","St. Louis","St. louis","Western","West","0","1","www.wherefirstmeansmore.com","144347","144347","123681","0","10157","10509","0","0","","41437","19798","102910","23969","3592","75349","124549","19798","124549","108872","122377","1024","20593","20593","10509","",""
"363","11587","613156","1134845","First Montana Bank, Inc.","Missoula","MT","59802","6/30/2019","11/18/2019","SM","201 North Higgins Avenue","FIRST NATIONAL BANCORP, INC.","9","0","0","4","0","Missoula","33540","Missoula, MT","1/1/1913","1/1/1934","6/1/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","247161","247161","239196","0","7695","270","0","0","","26990","17301","220171","37619","152212","30340","229860","78927","168234","244358","206542","8750","0","0","0","",""
"29617","3764","493077","4843090","First Mutual Bank, FSB","Belpre","OH","45714","6/30/2019","11/18/2019","SA","605 Washington Boulevard","FIRST MUTUAL HOLDING CO.","5","0","1","5","0","Washington","","","1/1/1906","10/10/1936","1/1/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.1stmutualbank.com","76562","76562","76561","0","0","0","0","0","","20710","4716","55851","7577","30828","17446","71845","5573","70989","75068","74207","3994","0","0","0","",""
"4256","10325","439404","1133932","First National Bank","Damariscotta","ME","4543","6/30/2019","11/18/2019","N","223 Main Street","FIRST BANCORP, INC., THE","16","0","0","4","0","Lincoln","","","4/19/1864","1/1/1934","1/28/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.thefirst.com","1593930","1593930","1480959","25310","70452","17209","0","0","","164608","34157","1429322","128180","584144","716998","1559773","148722","1445208","1130801","1442624","53944","392232","392232","117450","",""
"17643","13830","823450","2522337","First National Bank","Alamogordo","NM","88310","6/30/2019","11/18/2019","N","414 Tenth Street","FIRST ALAMOGORDO BANCORP OF NEVADA, INC.","6","0","0","4","1","Otero","","","8/23/1956","8/23/1956","7/7/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","","312154","312154","240553","0","71601","0","0","0","","80956","27723","231198","205867","0","25331","284431","119968","192185","307894","218800","4023","0","0","0","",""
"26219","0","266066","1840351","First National Bank","Spearman","TX","79081","6/30/2019","11/18/2019","N","729 West Seventh Street","SPEARMAN BANCSHARES, INC.","3","0","0","2","1","Hansford","","","4/24/1985","4/24/1985","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","165269","165269","138402","0","26739","129","0","0","","57228","39571","108042","28707","12748","66587","125699","39571","125698","137694","124412","3568","0","0","2163","",""
"22271","12700","330239","1131376","First National Bank","Hamilton","AL","35570","6/30/2019","11/18/2019","N","341 Military Street South","MARION COUNTY BANCSHARES, INC.","7","0","0","8","1","Marion","","","5/6/1976","5/6/1976","2/24/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","236318","236318","196002","37","40279","0","0","0","","115310","79343","121008","20030","45753","55225","156975","79467","156851","231615","198929","11958","0","0","0","",""
"5113","12604","371755","2695688","First National Bank","Chisholm","MN","55719","6/30/2019","11/18/2019","N","101 West Lake Street","M.I.F. LIMITED","3","0","0","7","1","Saint Louis","20260","Duluth, MN-WI","4/2/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.fnbchisholm.com","64436","64436","47643","0","16793","0","0","0","","26159","15696","38277","23424","8345","6508","48740","15696","48739","63281","49024","1347","0","0","0","",""
"4111","0","195456","2411619","First National Bank","Heavener","OK","74937","6/30/2019","11/18/2019","N","400 East First Street","SOONER SOUTHWEST BANKSHARES, INC.","3","0","0","2","0","Le Flore","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","70224","70224","63208","1","7015","0","0","0","","31613","23031","38611","3635","14510","20467","47193","22814","47410","67928","66552","1992","0","0","0","",""
