cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"29090","2893","623874","0","First Federal Savings and Loan Association","Newark","OH","43055","6/30/2019","11/18/2019","SA","2 North Second St","","6","0","0","5","0","Licking","18140","Columbus, OH","8/1/1934","10/31/1934","7/2/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","176941","176941","173846","0","3095","0","0","0","","23402","7656","153539","35220","17919","100400","169285","9402","167539","157655","161720","23986","551","551","0","",""
"29636","3786","583071","0","First Federal Savings and Loan Association of Bath","Bath","ME","4530","6/30/2019","11/18/2019","SA","125 Front St","","5","0","0","5","0","Sagadahoc","38860","Portland-South Portland, ME","1/1/1935","3/5/1936","11/16/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","108694","108694","108503","0","191","0","0","0","","35496","7705","73198","9479","34707","29012","100989","7770","100924","105543","104598","10295","0","0","0","",""
"29645","3812","399973","0","First Federal Savings and Loan Association of Central Illinois, S.B.","Shelbyville","IL","62565","6/30/2019","11/18/2019","SB","200 N Morgan Street","","3","0","0","4","0","Shelby","","","1/1/1906","9/24/1936","12/30/2016","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","113984","113984","95840","0","17997","148","0","0","","25398","14699","88587","6967","29617","52003","99286","14699","99285","105569","101217","5916","0","0","0","",""
"28706","2190","624778","0","First Federal Savings and Loan Association of Greene Co","Waynesburg","PA","15370","6/30/2019","11/18/2019","SA","25 East High St","","6","0","0","5","0","Greene","","","1/1/1924","9/14/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","786155","786155","774475","0","8095","3585","0","0","","142396","21921","643759","24454","280789","338516","764234","21921","764234","704338","705797","111938","0","0","0","",""
"30058","4656","921879","0","First Federal Savings and Loan Association of Greensburg","Greensburg","IN","47240","6/30/2019","11/18/2019","SA","212 N Franklin St","","3","0","0","8","0","Decatur","","","1/1/1883","12/8/1939","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","129793","129793","94901","0","34892","0","0","0","","80316","10278","49477","16624","23452","9400","119515","10278","119515","129793","92580","2654","0","0","0","",""
"29488","3536","318974","4843090","First Federal Savings and Loan Association of Lakewood","Lakewood","OH","44107","6/30/2019","11/18/2019","SA","14806 Detroit Ave","FIRST MUTUAL HOLDING CO.","18","0","0","5","0","Cuyahoga","17460","Cleveland-Elyria, OH","7/19/1935","7/19/1935","10/14/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.ffl.net","1618436","1618436","1548374","1","70062","0","0","0","","107123","37245","1511314","496488","413625","601201","1581192","189324","1429112","1432437","1428341","92950","113610","113610","0","",""
"29838","4171","144678","0","First Federal Savings and Loan Association of Lorain","Lorain","OH","44053","6/30/2019","11/18/2019","SA","3721 Oberlin Avenue","","7","0","0","5","0","Lorain","17460","Cleveland-Elyria, OH","1/1/1921","10/18/1938","7/7/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","336792","336792","327250","4","9538","0","0","0","","72763","31147","264029","7024","119199","137806","305645","31147","305645","317818","319176","28552","0","0","0","",""
"29624","3773","90579","0","First Federal Savings and Loan Association of McMinnville","Mcminnville","OR","97128","6/30/2019","11/18/2019","SA","118 Third Street","","8","0","0","5","0","Yamhill","38900","Portland-Vancouver-Hillsboro, OR-WA","1/1/1922","5/9/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","376473","376473","371347","0","5117","9","0","0","","138646","44814","237827","93560","66382","77885","331659","45175","331298","369331","341957","22940","0","0","0","",""
"28405","1528","403179","4438366","First Federal Savings and Loan Association of Port Angeles","Port Angeles","WA","98362","6/30/2019","11/18/2019","SB","105 W 8th St","FIRST NORTHWEST BANCORP","12","0","0","4","0","Clallam","","","1/1/1923","3/1/1935","12/31/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.ourfirstfed.com","942466","942466","869074","0","72990","402","0","0","","288948","151947","653518","251002","145156","257362","790519","155770","786696","841488","833837","30607","13656","13656","0","",""
"31406","6896","229070","0","First Federal Savings and Loan Association of San Rafael","San Rafael","CA","94901","6/30/2019","11/18/2019","SA","1030 Third St","","5","0","0","4","0","Marin","41860","San Francisco-Oakland-Hayward, CA","7/31/1963","7/31/1963","8/7/2012","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","151079","151079","144661","0","0","6418","0","0","","18122","15255","132957","1042","32324","99591","135824","1222","149857","130438","133753","12671","5120","0","0","",""
