cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,igltrad,iglrtex,iglfxex,igledex,iglcmex,IGLCREX
"57897","0","3316739","3316720","SouthernTrust Bank","Goreville","IL","62939","6/30/2019","11/18/2019","NM","101 North Broadway","SOUTHERNTRUST BANCSHARES, INC","2","0","0","8","0","Johnson","16060","Carbondale-Marion, IL","5/31/2005","5/31/2005","2/25/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","","","","","",""
"30433","5329","455477","2592376","SouthFirst Bank","Sylacauga","AL","35150","6/30/2019","11/18/2019","SA","126 N Norton Ave","SOUTHFIRST BANCSHARES, INC.","3","0","0","5","0","Talladega","","","10/18/1949","10/18/1949","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","","","","","",""
"58088","0","3386536","4975049","SouthPoint Bank","Birmingham","AL","35243","6/30/2019","11/18/2019","NM","3501 Grandview Parkway","SOUTHPOINT BANCSHARES, INC.","4","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","10/11/2005","10/11/2005","1/29/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.southpoint.bank","0","","","","",""
"18297","11033","361167","1245068","Southside Bank","Tyler","TX","75701","6/30/2019","11/18/2019","NM","1201 South Beckham Street","SOUTHSIDE BANCSHARES, INC.","64","0","0","4","0","Smith","46340","Tyler, TX","10/3/1960","10/3/1960","11/30/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.southside.com","0","","","","",""
"12299","15923","171768","1107184","SouthStar Bank, S.S.B.","Moulton","TX","77975","6/30/2019","11/18/2019","SB","100 South Main Street","SOUTHERN BANCSHARES, INC.","15","0","0","4","0","Lavaca","","","11/6/1920","1/1/1934","10/23/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.southstarbank.com","0","","","","",""
"13919","0","521158","1105685","SouthTrust Bank, N.A.","George West","TX","78022","6/30/2019","11/18/2019","N","601 Guadalupe Street","LIVE OAK BANCSHARES CORPORATION","7","0","0","4","1","Live Oak","","","2/17/1934","2/20/1934","10/10/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","","","","","",""
"16652","0","561864","4415929","Southwest Bank","Odessa","TX","79768","6/30/2019","11/18/2019","NM","4800 East 42nd Street","ODESSA SOUTHWEST BANCSHARES, INC.","8","0","0","4","1","Ector","36220","Odessa, TX","12/15/1947","12/15/1957","7/1/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","","","","","",""
"4076","14733","1014059","2912312","Southwest Bank of Weatherford","Weatherford","OK","73096","6/30/2019","11/18/2019","SM","720 East Main","SOUTHWEST CAPITAL, L.L.C.","2","0","0","4","0","Custer","","","6/4/1907","1/1/1934","5/18/2017","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.swnbank.com","0","","","","",""
"12258","13318","206156","1060168","Southwest Capital Bank","Albuquerque","NM","87104","6/30/2019","11/18/2019","NM","1410 Central Avenue Sw","LAS VEGAS BANCORPORATION, INC.","6","0","0","4","1","Bernalillo","10740","Albuquerque, NM","12/1/1890","1/1/1934","2/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","","","","","","",""
"2147","9572","699534","1081538","Southwest Georgia Bank","Moultrie","GA","31768","6/30/2019","11/18/2019","NM","201 First Street S. E.","SOUTHWEST GEORGIA FINANCIAL CORPORATION","8","0","0","4","0","Colquitt","","","1/3/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.sgb.bank","0","","","","",""
"22876","10471","760854","1063552","Southwest Missouri Bank","Carthage","MO","64836","6/30/2019","11/18/2019","NM","300 West Third Street","SOUTHWEST MISSOURI BANCORPORATION, INC.","11","0","0","8","0","Jasper","27900","Joplin, MO","6/11/1979","6/11/1979","7/1/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","","","","","","",""
"4801","52229","499855","1131451","Southwest National Bank","Wichita","KS","67202","6/30/2019","11/18/2019","N","400 East Douglas Avenue","REPUBLIC FINANCIAL CORPORATION","9","0","0","4","1","Sedgwick","48620","Wichita, KS","1/1/1915","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","","","","","",""
"34319","0","2625724","3234682","Southwestern National Bank","Houston","TX","77036","6/30/2019","11/18/2019","N","6901 Corporate Drive","SWNB BANCORP, INC.","7","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","11/3/1997","11/3/1997","7/11/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","","","","","",""
"4735","0","276159","2411628","Southwind Bank","Natoma","KS","67651","6/30/2019","11/18/2019","NM","702 North Second Street","REPUBLIC BANCSHARES, INC.","2","0","0","2","0","Osborne","","","1/1/1909","1/1/1934","3/31/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","","","","","",""
"26708","0","426057","3391679","Spectra Bank","Fort Worth","TX","76118","6/30/2019","11/18/2019","NM","2000 Handly Ederville Road","RIVERBEND FINANCIAL CORPORATION","2","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","6/30/1986","6/30/1986","9/15/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","","","","","",""
"5786","13790","871648","0","Spencer County Bank","Santa Claus","IN","47579","6/30/2019","11/18/2019","NM","55 North L J Koch Blvd.","","5","0","0","5","0","Spencer","","","8/19/1927","1/1/1934","9/15/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","","","","","",""
"30076","4693","845573","0","Spencer Savings Bank, SLA","Elmwood Park","NJ","7407","6/30/2019","11/18/2019","SA","River Dr Ctr 3-611 River Dr","","22","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/19/1939","9/19/1939","3/26/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.spencersavings.com","0","","","","",""
"22327","16060","260868","3818390","Spirit of Texas Bank, SSB","College Station","TX","77840","6/30/2019","11/18/2019","SB","625 University Drive","SPIRIT OF TEXAS BANCSHARES, INC.","26","0","0","4","0","Brazos","17780","College Station-Bryan, TX","9/7/1976","9/7/1976","4/3/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","http://www.sotb.com","0","","","","",""
"4048","11433","142955","1062135","SpiritBank","Tulsa","OK","74135","6/30/2019","11/18/2019","NM","4815 S. Harvard, Suite 100","SPIRIT BANKCORP, INC.","6","0","0","4","0","Tulsa","46140","Tulsa, OK","5/5/1916","1/1/1934","5/18/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","","","","","",""
"16908","0","397858","1063271","Spiro State Bank","Spiro","OK","74959","6/30/2019","11/18/2019","NM","1008 West Broadway","SPIRO BANCSHARES, INC.","2","0","0","7","0","Le Flore","","","5/15/1950","5/15/1950","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","","","","","",""
"30987","6218","746979","0","Spratt Savings Bank","Chester","SC","29706","6/30/2019","11/18/2019","SA","121 Saluda St","","2","0","0","7","0","Chester","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1893","4/14/1958","9/2/2019","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.sprattsavingsbank.com","0","","","","",""
"58668","0","3368925","3368916","Spring Bank","Bronx","NY","10452","6/30/2019","11/18/2019","NM","69 East 167th Street","CHECKSPRING COMMUNITY CORPORATION","2","0","0","4","0","Bronx","35620","New York-Newark-Jersey City, NY-NJ-PA","10/26/2007","10/26/2007","11/16/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","","","","","",""
"58780","0","3721605","0","Spring Bank","Brookfield","WI","53005","6/30/2019","11/18/2019","NM","16620 W Bluemound Rd, # 100a","","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","8/28/2008","8/28/2008","4/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","","","","","",""
"22526","11638","457060","2693929","Spring Hill State Bank","Longview","TX","75604","6/30/2019","11/18/2019","NM","3700 Gilmer Road","SPRING HILL HOLDINGS CORPORATION","2","0","0","6","0","Gregg","30980","Longview, TX","9/19/1977","9/19/1977","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","","","","","",""
"34386","0","2607412","3464340","Spring Valley Bank","Wyoming","OH","45215","6/30/2019","11/18/2019","NM","1206 Springfield Pike","SV BANCORP, INC.","1","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","9/2/1997","9/2/1997","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","","","","","",""
"12087","0","452841","1139596","Spring Valley City Bank","Spring Valley","IL","61362","6/30/2019","11/18/2019","NM","315 North Cornelia Street","SPRING VALLEY BANCORP, INC.","2","0","0","8","0","Bureau","","","11/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","","","","","",""
"58892","0","3804535","2125813","Springfield First Community Bank","Springfield","MO","65804","6/30/2019","11/18/2019","SM","2006 South Glenstone Avenue","QCR HOLDINGS, INC.","1","0","0","4","0","Greene","44180","Springfield, MO","10/24/2008","10/24/2008","10/26/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","","","","","",""
"16379","15873","565152","1062096","Springfield State Bank","Springfield","NE","68059","6/30/2019","11/18/2019","NM","600 Main Street","SPRINGFIELD BANK COMPANY, INC.","1","0","0","2","1","Sarpy","36540","Omaha-Council Bluffs, NE-IA","2/23/1946","2/23/1946","5/12/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","","","","","",""
"8772","12032","197142","1119365","Springfield State Bank","Springfield","KY","40069","6/30/2019","11/18/2019","SM","125 East Main Street","SPRINGFIELD BANKSHARES, INC.","3","0","0","8","0","Washington","","","1/1/1911","1/1/1934","2/12/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","","","","","",""
"4419","13738","93543","1098385","Springs Valley Bank & Trust Company","French Lick","IN","47432","6/30/2019","11/18/2019","NM","8482 West State Road 56","SVB&T CORPORATION","4","0","0","4","0","Orange","","","1/1/1902","1/1/1934","8/11/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","","","","","",""
"15460","0","409265","1102554","Spur Security Bank","Spur","TX","79370","6/30/2019","11/18/2019","NM","120 West Harris Street","ESPUELA BANK SHARES, INC.","1","0","0","2","1","Dickens","","","12/23/1933","2/9/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","","","","","",""
"30431","5325","277277","5161335","SSB Bank","Pittsburgh","PA","15237","6/30/2019","11/18/2019","SB","8700 Perry Highway","SSB BANCORP, MHC","2","0","0","4","0","Allegheny","38300","Pittsburgh, PA","1/1/1922","7/17/1951","1/24/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.ssbpgh.com","0","","","","",""
"29858","4215","995674","2623234","SSB Community Bank","Strasburg","OH","44680","6/30/2019","11/18/2019","NM","152 N Wooster Avenue","STRASBURG BANCORP INC.","2","0","0","4","1","Tuscarawas","","","1/1/1924","12/29/1937","4/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.ssbonline.com","","","","","",""
"29804","4114","420578","0","St Landry Homestead Federal Savings Bank","Opelousas","LA","70570","6/30/2019","11/18/2019","SA","235 N Court Street","","3","0","0","5","0","Saint Landry","","","1/1/1922","4/5/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","","","","","",""
"17259","15573","115146","1208728","St. Ansgar State Bank","Saint Ansgar","IA","50472","6/30/2019","11/18/2019","SM","237 West 4th Street","ST. ANSGAR BANCORPORATION","2","0","0","2","1","Mitchell","","","3/28/1891","9/1/1953","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","","","","","",""
"27052","12658","428547","2260406","St. Charles Bank & Trust Company","Saint Charles","IL","60174","6/30/2019","11/18/2019","SM","411 West Main Street","WINTRUST FINANCIAL CORPORATION","6","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/21/1987","9/21/1987","10/6/2019","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.bankstcharles.com","220","","","","",""
"11002","9327","692450","5013694","St. Clair County State Bank","Osceola","MO","64776","6/30/2019","11/18/2019","NM","710 Chestnut","MARGARET PARKER PLATTER CHARITABLE TRUST","4","0","0","2","0","Saint Clair","","","5/1/1896","1/1/1934","5/28/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","","","","","","",""
"1903","0","854753","1128723","St. Clair State Bank (Incorporated)","Saint Clair","MN","56080","6/30/2019","11/18/2019","NM","100 Main St. West","SAINT CLAIR AGENCY, INC.","1","0","0","2","1","Blue Earth","31860","Mankato-North Mankato, MN","7/17/1907","1/1/1934","7/7/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","","","","","",""
"8898","13466","173557","2630746","St. Johns Bank and Trust Company","Saint Louis","MO","63114","6/30/2019","11/18/2019","NM","8924 St. Charles Rock Road","UNITY BANCSHARES, L.L.C.","5","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1926","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","","","","","",""
"8534","0","885430","1417203","St. Landry Bank and Trust Company","Opelousas","LA","70570","6/30/2019","11/18/2019","NM","132 East Landry Street","ST. LANDRY BANCSHARES, INC.","9","0","0","4","1","Saint Landry","","","1/1/1931","1/1/1934","4/8/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","","","","","",""
"58018","0","3354599","3449075","St. Louis Bank","Town And Country","MO","63017","6/30/2019","11/18/2019","NM","14323 S. Outer 40 Rd","SAINT LOUIS BANCSHARES, INC.","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","6/6/2005","6/6/2005","9/13/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","","","","","",""
"18937","0","856159","0","St. Martin National Bank","Saint Martin","MN","56376","6/30/2019","11/18/2019","N","136 Main Street","","1","0","0","2","1","Stearns","41060","St. Cloud, MN","11/12/1963","11/12/1963","3/18/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","","","","","",""
"18227","10564","113003","0","Stafford Savings Bank","Stafford Springs","CT","6076","6/30/2019","11/18/2019","SB","2 Furnace Avenue","","3","0","0","7","0","Tolland","25540","Hartford-West Hartford-East Hartford, CT","7/16/1872","7/1/1960","3/9/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","www.staffordsavingsbank.com","0","","","","",""
"27757","230","811279","4183442","Standard Bank, PaSB","Murrysville","PA","15668","6/30/2019","11/18/2019","SB","4785 Old William Penn Hwy.","STANDARD AVB FINANCIAL CORP.","18","0","1","4","0","Westmoreland","38300","Pittsburgh, PA","1/1/1921","2/21/1947","4/8/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","0","","","","",""
"27506","0","1390324","3338692","Standing Stone Bank","Lancaster","OH","43130","6/30/2019","11/18/2019","NM","137 West Wheeling Street","SSNB, INC.","3","0","0","4","0","Fairfield","18140","Columbus, OH","5/12/1989","5/12/1989","12/31/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","","","","","",""
"10916","53284","357151","1061099","Stanley Bank","Overland Park","KS","66223","6/30/2019","11/18/2019","NM","7835 West 151st Street","COLUMBUS CORP.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1905","1/1/1934","1/13/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","","","","","",""
"5478","12494","382256","1066759","Stanton State Bank","Stanton","NE","68779","6/30/2019","11/18/2019","SM","924 Ivy Street","EBERLY INVESTMENT CO.","2","0","0","2","0","Stanton","","","1/1/1882","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","","","","","",""
"5095","17985","715050","1827718","Star Bank","Maple Lake","MN","55358","6/30/2019","11/18/2019","NM","100 State Highway 55 East","MIDWEST BANCORPORATION, INC.","10","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/15/1904","1/1/1934","1/8/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.starbank.net","","","","","",""
