cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"11175","0","305059","4665322","The First State Bank","Abernathy","TX","79311","6/30/2019","11/18/2019","NM","402 Ninth","TURNER BANCSHARES, INC.","2","0","0","2","1","Hale","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","27341","0","0","0","0","110","0","10989","6595","2225","2387","4262","694"
"17884","0","997052","3832912","The First State Bank","Oklahoma City","OK","73112","6/30/2019","11/18/2019","NM","3030 Nw Expressway Suite 1","FSB INVESTMENTS, LLC","3","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","8/12/1902","7/2/1958","1/19/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","295328","2275","9625","14543","14175","1225","0","115258","28555","54584","35689","14852","4547"
"15899","14147","9955","1062425","The First State Bank & Trust Co. of Larned","Larned","KS","67550","6/30/2019","11/18/2019","SM","116 West Sixth Street","FIRST STATE FINANCIAL CORPORATION","4","0","0","2","1","Pawnee","","","1/1/1896","6/26/1942","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","86324","255","752","1428","78","349","248","20119","21296","28696","7074","4409","0"
"12098","0","630041","3584006","The First State Bank of Dongola","Dongola","IL","62926","6/30/2019","11/18/2019","SM","108 Se Front St","TRI-COUNTY HOLDINGS, INC.","2","0","0","8","1","Union","","","5/1/1906","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","14805","358","430","1947","3572","747","294","593","1894","2508","1691","519","132"
"17661","0","864855","0","The First State Bank of Healy","Healy","KS","67850","6/30/2019","11/18/2019","NM","Jayhawk Plaza On K-4","","1","0","0","2","1","Lane","","","7/10/1906","9/14/1956","12/18/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","47399","0","0","0","27","1030","0","3236","15362","5380","8766","6779","5398"
"1982","0","615253","1857171","The First State Bank of Malta","Malta","MT","59538","6/30/2019","11/18/2019","SM","1 South 1st Street East","FS BANCO, INC.","1","0","0","2","0","Phillips","","","3/4/1903","1/1/1934","5/27/2010","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.fsbmalta.com","95700","0","2","27","24","0","0","22810","4557","10696","20002","5053","9318"
"11527","0","644057","0","The First State Bank of Pond Creek, Oklahoma","Pond Creek","OK","73766","6/30/2019","11/18/2019","NM","Second And Broadway Streets","","2","0","0","2","1","Grant","","","9/16/1893","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fsbpondcreek.com","33884","204","244","1459","5144","694","0","10490","2627","4941","7389","692","0"
"15469","0","471057","0","The First State Bank of Ransom","Ransom","KS","67572","6/30/2019","11/18/2019","NM","306 S Vermont Ave","","2","0","0","2","0","Ness","","","1/1/1900","3/4/1937","4/25/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","fsbransom.com","17108","0","0","0","0","185","273","2714","4909","2428","2987","3148","396"
"8191","0","818559","1127548","The First State Bank of Red Wing","Red Wing","MN","55066","6/30/2019","11/18/2019","NM","3209 South Service Drive","NOBLE BANK HOLDING COMPANY, INC.","3","0","0","7","0","Goodhue","","","10/14/1915","1/1/1934","2/18/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","23041","614","1073","2138","2178","1652","955","462","1528","3742","3798","4037","805"
"9769","0","760957","2380948","The First State Bank of Rosemount","Rosemount","MN","55068","6/30/2019","11/18/2019","NM","3025 145th Street West","HIGGINS BANCORPORATION, INC.","1","0","0","8","0","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","38659","0","172","947","2598","7609","0","1611","2708","6981","6930","8714","0"
"11013","0","686758","1126493","The First State Bank of Shelby","Shelby","MT","59474","6/30/2019","11/18/2019","NM","320 Main Street","PRAIRIE BANCSHARES CORPORATION","1","0","0","2","0","Toole","","","1/1/1910","1/1/1934","7/29/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","26085","0","0","0","0","0","0","12164","7833","2305","3259","250","0"
"10831","0","193649","2251776","The First Trust and Savings Bank of Watseka, Illinois","Watseka","IL","60970","6/30/2019","11/18/2019","SM","120 East Walnut Street","FIRST TRUST HOLDINGS, INC., THE","2","0","0","2","0","Iroquois","","","6/28/1909","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.ftsbank.com","114724","106","956","4502","3390","5032","0","19430","25081","26511","20834","8518","135"
"34217","0","2385514","2385493","The First, A National Banking Association","Hattiesburg","MS","39402","6/30/2019","11/18/2019","N","6480 Us-98 West","FIRST BANCSHARES, INC., THE","71","0","1","4","0","Lamar","25620","Hattiesburg, MS","8/5/1996","8/5/1996","10/30/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","0","www.thefirstbank.com","2361635","33832","48431","81810","81264","80321","173293","372543","153071","375882","553954","319614","62013"
"17513","15454","739832","2616179","The Fisher National Bank","Fisher","IL","61843","6/30/2019","11/18/2019","N","102 East Division Street","FISHER BANCORP, INC.","3","0","0","8","1","Champaign","16580","Champaign-Urbana, IL","11/18/1955","11/18/1955","2/13/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.fishernational.com","99360","2674","6587","14302","9472","1918","14373","9237","9020","8377","11460","8432","3321"
"3840","0","137447","1099654","The FNB Community Bank","Vandalia","IL","62471","6/30/2019","11/18/2019","SM","432 West Gallatin Street","FIRST VANDALIA CORP.","7","0","0","2","0","Fayette","","","1/1/1865","1/1/1934","6/28/2019","Stock","0","1","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","207756","3605","10322","26419","8270","320","148","22745","36954","51315","34037","12840","101"
"13209","13772","830113","2524443","The Fort Jennings State Bank","Fort Jennings","OH","45844","6/30/2019","11/18/2019","NM","120 North Water St.","FJSB BANCSHARES, INC.","6","0","0","4","0","Putnam","","","1/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","153139","3925","9660","13939","8500","6842","0","23273","43481","21083","13607","3327","4181"
"5768","11304","145844","3033045","The Fountain Trust Company","Covington","IN","47932","6/30/2019","11/18/2019","NM","615 3rd St","PIPER HOLDINGS, INC.","14","0","0","2","0","Fountain","","","1/1/1903","1/1/1934","7/14/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","235731","4644","15323","8765","16439","22450","19984","34510","17280","17001","29239","23752","25409"
"15904","0","7634","1416457","The Four County Bank","Allentown","GA","31003","6/30/2019","11/18/2019","NM","959 Main Street","FOUR COUNTY BANCSHARES, INC.","1","0","0","4","1","Wilkinson","","","9/15/1941","7/13/1942","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","52215","940","989","2820","5764","3787","0","5709","8317","10618","9591","2438","946"
"13450","0","843953","2006471","The Fowler State Bank","Fowler","KS","67844","6/30/2019","11/18/2019","NM","401 Main Street","FSB BANKSHARES, INC.","3","0","0","2","1","Meade","","","4/13/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","51393","386","393","1193","63","897","136","5313","12772","9449","11615","2884","1646"
"57184","0","3019982","0","The Freedom Bank of Virginia","Fairfax","VA","22030","6/30/2019","11/18/2019","SM","10555 Main Street","","4","0","0","4","0","Fairfax City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/23/2001","7/23/2001","8/27/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://freedom.bank","403316","7718","7553","14744","12785","7506","18333","57731","28030","63070","73724","105996","3089"
"13130","0","427241","1401154","The Friendship State Bank","Friendship","IN","47021","6/30/2019","11/18/2019","SM","5908 E Main Street","FRIENDSHIP BANCORP","8","0","0","5","0","Ripley","","","10/26/1912","1/1/1934","1/1/2016","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","288810","7484","26807","17411","3603","75316","37343","23466","12954","15987","8130","16697","43456"
"8074","10656","465243","1210011","The Garrett State Bank","Garrett","IN","46738","6/30/2019","11/18/2019","SM","120 West King Street","G.S.B. FINANCIAL CORPORATION","4","0","0","5","1","De Kalb","","","11/1/1893","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","181327","5678","6443","10277","24970","66151","7365","15303","10182","6402","10633","14050","2344"
"16472","0","999355","0","The Gary State Bank","Gary","MN","56545","6/30/2019","11/18/2019","NM","112 Main Ave","","1","0","0","2","1","Norman","","","8/17/1946","8/17/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","11526","27","60","77","0","0","0","1989","5300","2137","872","493","571"
"2285","12949","504311","1071388","The Genoa Banking Company","Genoa","OH","43430","6/30/2019","11/18/2019","SM","801 Main Street","GENBANC, INC.","8","0","0","4","0","Ottawa","45780","Toledo, OH","9/9/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","298605","4815","5364","5387","3037","31481","54597","29140","6632","15824","27348","67959","46788"
"2154","0","305237","0","The Geo. D. Warthen Bank","Sandersville","GA","31082","6/30/2019","11/18/2019","NM","216 North Harris Street","","1","0","0","8","0","Washington","","","1/1/1871","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","111078","857","1142","2049","5072","4601","27663","15785","9404","14191","17662","6857","3701"
"899","0","663638","3420702","The Gerber State Bank","Argenta","IL","62501","6/30/2019","11/18/2019","NM","110 East Elm Street","GERBER BANCSHARES, INC.","2","0","0","2","1","Macon","19500","Decatur, IL","10/1/1887","1/1/1934","1/9/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","34006","298","798","2048","3986","1015","270","10915","1522","5350","6498","1306","0"
"10467","0","557438","1916920","The Gifford State Bank","Gifford","IL","61847","6/30/2019","11/18/2019","NM","304 South Main Street","GIFFORD BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","4","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1885","1/1/1934","7/9/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","126603","1965","5571","15550","18453","1467","0","7379","26986","23142","19611","1410","1343"
"27567","0","508270","0","The Glen Burnie Mutual Savings Bank","Glen Burnie","MD","21061","6/30/2019","11/18/2019","SB","1 Crain Highway, S","","1","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","5/5/1896","8/8/1989","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","78123","200","4","57","57","3403","70015","0","0","62","110","764","2635"
"10236","15739","821157","1123803","The Goose River Bank","Mayville","ND","58257","6/30/2019","11/18/2019","NM","44 Main Street West","GOOSE RIVER HOLDING COMPANY","3","0","0","2","1","Traill","","","10/27/1881","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.gooseriverbank.com","93967","0","24","324","669","183","0","26318","11111","17929","32790","3566","648"
"17114","0","745150","0","The Gorham State Bank","Gorham","KS","67640","6/30/2019","11/18/2019","NM","129 Market Street","","2","0","0","2","0","Russell","","","1/1/1905","6/2/1952","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","18897","579","654","2098","0","0","0","3001","5068","4125","2247","349","0"
"3232","0","272151","1137257","The Granger National Bank","Granger","TX","76530","6/30/2019","11/18/2019","N","201 West Davilla","GRANGER BANCSHARES, INC.","1","0","0","2","0","Williamson","12420","Austin-Round Rock, TX","3/8/1920","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","8962","0","253","653","620","258","0","1106","2265","937","1264","706","812"
"11953","12008","718538","1131750","The Grant County Bank","Petersburg","WV","26847","6/30/2019","11/18/2019","NM","3 North Main Street","HIGHLANDS BANKSHARES, INC.","7","0","0","4","0","Grant","","","8/6/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","209654","3934","12380","22924","15520","14231","5163","19224","30665","37362","19047","23878","1140"
"13983","0","560830","1206171","The Granville National Bank","Granville","IL","61326","6/30/2019","11/18/2019","N","328 South Mccoy Street","GRANVILLE BANCSHARES, INC.","2","0","0","8","0","Putnam","","","2/27/1934","2/27/1934","1/22/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","37450","194","145","661","2838","17429","280","1363","2917","2737","4273","4211","206"
"14863","12381","557317","1140640","The Gratz Bank","Gratz","PA","17030","6/30/2019","11/18/2019","NM","32 West Market Street","GNB FINANCIAL SERVICES, INC.","5","0","0","8","0","Dauphin","25420","Harrisburg-Carlisle, PA","11/3/1934","11/3/1934","10/31/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.gratzbank.com","237233","3302","4824","26307","24815","23914","7133","5586","15310","30455","51581","27077","16053"
"11623","13014","576644","3618536","The Greenwood's State Bank","Lake Mills","WI","53551","6/30/2019","11/18/2019","NM","365 West Tyranena Park Road","GREENWOODS FINANCIAL GROUP, INC.","8","0","0","4","0","Jefferson","","","10/22/1883","1/1/1934","5/17/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","235216","1754","7504","13976","19521","4006","1037","29128","26591","56791","51139","18206","4585"
"18194","10540","831008","0","The Guilford Savings Bank","Guilford","CT","6437","6/30/2019","11/18/2019","SB","One Park Street","","6","0","0","4","0","New Haven","35300","New Haven-Milford, CT","12/6/1875","7/1/1960","3/20/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","618415","1471","7283","9446","16144","75539","194607","52472","21722","56539","65642","102653","11188"
"11259","11014","502559","1052387","The Gunnison Bank and Trust Company","Gunnison","CO","81230","6/30/2019","11/18/2019","SM","232 West Tomichi Avenue","LINDOE, INC.","2","0","0","4","0","Gunnison","","","12/23/1910","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","83273","2616","2363","2719","3128","15433","3514","9553","17975","5072","3661","13595","3644"
