cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scage,idscas,scaot,scspn,scfmn,scgnm,sccol,SCCPTG,SCCMOG
"14735","9522","837149","2156451","First Community Bank of the Heartland, Inc.","Clinton","KY","42031","6/30/2019","11/18/2019","NM","114 East Jackson Street","FIRST TRUST FINANCIAL CORPORATION","8","0","1","2","1","Hickman","","","1/1/1934","9/10/1934","11/3/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","30409","10375","","","5242","","6736","6589","1467"
"3850","12627","242","3088643","First Community Bank, Xenia-Flora","Xenia","IL","62899","6/30/2019","11/18/2019","SM","260 Front Street","FIRST COMMUNITY BANCSHARES","2","0","0","2","1","Clay","","","1/1/1922","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","5454","5454","","","0","","0","0","0"
"1639","11499","619859","1096037","First Community National Bank","Cuba","MO","65453","6/30/2019","11/18/2019","N","407 North Franklin","STEELVILLE COMMUNITY BANC-SHARES, INC.","6","0","0","8","1","Crawford","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","13681","7990","","","5691","","0","0","0"
"18204","7711","958204","0","First County Bank","Stamford","CT","6901","6/30/2019","11/18/2019","SB","117 Prospect Street","","18","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","6/20/1851","7/1/1960","7/31/2019","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","www.firstcountybank.com","212653","19935","","","50960","1972","126896","7868","5022"
"58294","0","3470864","0","First Covenant Bank","Commerce","GA","30529","6/30/2019","11/18/2019","NM","1731 N Elm St","","1","0","0","7","0","Jackson","","","9/18/2006","9/18/2006","2/24/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","14207","0","","","6094","","6728","1385","0"
"24332","0","5069","0","First Credit Bank","Los Angeles","CA","90069","6/30/2019","11/18/2019","NM","9255 Sunset Boulevard","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/18/1983","2/18/1983","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","0","0","","","0","","0","0","0"
"4028","11787","441256","1404687","First Dakota National Bank","Yankton","SD","57078","6/30/2019","11/18/2019","N","225 Cedar Street","FIRST DAKOTA FINANCIAL CORPORATION","19","0","0","2","0","Yankton","","","12/7/1872","1/1/1934","1/1/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","HTTPS://www.firstdakota.com","134917","36918","","","33756","5263","42927","12115","3938"
"17047","0","713140","1139783","First Delta Bank","Marked Tree","AR","72365","6/30/2019","11/18/2019","SM","214 Hester Parker Drive","TYRONZA BANCSHARES, INC.","3","0","0","2","0","Poinsett","27860","Jonesboro, AR","10/17/1951","10/17/1951","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","32554","25640","","","1037","","5382","0","495"
"25883","10797","759045","1492956","First Eagle  Bank","Chicago","IL","60607","6/30/2019","11/18/2019","SM","1201 West Madison Street","FIRST EAGLE BANCSHARES, INC.","2","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/14/1985","2/14/1985","9/13/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","6007","147","","","1981","","3879","0","0"
"35533","0","2947556","0","First Electronic Bank","Salt Lake City","UT","84106","6/30/2019","11/18/2019","NM","2150 S. 1300 E. Suite 400","","1","0","0","7","0","Salt Lake","41620","Salt Lake City, UT","10/5/2000","10/5/2000","5/31/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","","0","0","","","0","","0","0","0"
"4049","11373","315656","0","First Enterprise Bank","Oklahoma City","OK","73114","6/30/2019","11/18/2019","NM","1000 West Britton Avenue","","6","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","0","0","","","0","","0","0","0"
"13020","10261","170332","2257116","First Exchange Bank","Mannington","WV","26582","6/30/2019","11/18/2019","NM","11 West Main Street","HERITAGE BANCSHARES, INC.","6","0","0","4","1","Marion","","","6/27/1932","1/1/1934","10/27/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.firstexchangebank.com","19366","0","","","18007","1205","154","0","0"
"58508","0","3411773","3521421","First FarmBank","Greeley","CO","80634","6/30/2019","11/18/2019","NM","2939 65th Avenue","FARMBANK HOLDING, INC.","5","0","1","2","0","Weld","24540","Greeley, CO","2/12/2007","2/12/2007","10/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","45534","29387","","","15197","","0","950","0"
"4960","0","702836","1082834","First Farmers & Commercial Bank","Pikeville","TN","37367","6/30/2019","11/18/2019","NM","441 Spring Street","FIRST PIKEVILLE BANCSHARES, INC.","3","0","0","4","0","Bledsoe","","","9/30/1913","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","16557","16557","","","0","","0","0","0"
"10168","15781","217059","1247576","First Farmers & Merchants Bank","Cannon Falls","MN","55009","6/30/2019","11/18/2019","NM","920 4th Street South","215 HOLDING CO.","7","0","0","2","1","Goodhue","","","6/21/1915","1/1/1934","11/20/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.ffmbank.com","40814","40814","","","0","0","0","0","0"
"33131","0","1470150","1247576","First Farmers & Merchants National Bank","Fairmont","MN","56031","6/30/2019","11/18/2019","N","114 South Park","215 HOLDING CO.","2","0","0","2","1","Martin","","","9/7/1990","9/7/1990","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.ffmbank.com","10591","10591","","","0","0","0","0","0"
"5186","0","917854","1247576","First Farmers & Merchants National Bank","Luverne","MN","56156","6/30/2019","11/18/2019","N","303 East Main Street","215 HOLDING CO.","2","0","0","2","1","Rock","","","1/1/1931","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","http://www.ffmbank.com","3862","3862","","","0","0","0","0","0"
"1600","0","276654","1247576","First Farmers & Merchants State Bank","Brownsdale","MN","55918","6/30/2019","11/18/2019","NM","106 W Main St","215 HOLDING CO.","2","0","0","2","1","Mower","","","2/8/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.ffmbank.com","12987","12987","","","0","0","0","0","0"
"15621","0","77150","1247576","First Farmers & Merchants State Bank of Grand Meadow","Grand Meadow","MN","55936","6/30/2019","11/18/2019","NM","105 North Main Street","215 HOLDING CO.","3","0","0","2","1","Mower","","","4/9/1938","10/4/1938","9/19/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.ffmbank.com","5263","5263","","","0","0","0","0","0"
"1487","11469","150035","1083783","First Farmers and Merchants Bank","Columbia","TN","38401","6/30/2019","11/18/2019","SM","816 South Garden Street","FIRST FARMERS AND MERCHANTS CORPORATION","24","0","0","4","0","Maury","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.myfirstfarmers.com","241102","60682","","","148096","1515","30809","0","0"
"12839","12880","139843","1249039","First Farmers Bank and Trust Company","Converse","IN","46919","6/30/2019","11/18/2019","SM","123 North Jefferson Street","FIRST FARMERS FINANCIAL CORPORATION","36","0","1","2","0","Miami","","","1/1/1932","1/1/1934","4/1/2016","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.ffbt.com","219635","51732","","","92086","0","75817","0","0"
"10879","0","894946","3421446","First Farmers State Bank","Minier","IL","61759","6/30/2019","11/18/2019","NM","101 South Main Street","MINIER FINANCIAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN W/401(K) PROVISIONS","3","0","0","2","1","Tazewell","37900","Peoria, IL","1/1/1875","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.firstfarmers.com","26017","17859","","","2512","4865","781","0","0"
"31313","6707","384278","3846405","First Federal Bank","Lake City","FL","32055","6/30/2019","11/18/2019","SA","4705 West Us Highway 90","FIRST FEDERAL BANCORP, MHC","26","0","1","9","0","Columbia","","","1/1/1961","2/16/1962","6/1/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.ffbf.com","269168","68621","","","5739","1174","67298","5027","121309"
"31077","6343","943974","1253821","First Federal Bank","Dunn","NC","28334","6/30/2019","11/18/2019","SA","200 E Divine St","FIRST FEDERAL FINANCIAL CORPORATION","7","0","0","4","0","Harnett","22180","Fayetteville, NC","1/1/1958","1/19/1959","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","33502","14437","","","17490","","1575","0","0"
"29782","4081","220974","3842050","First Federal Bank","Dickson","TN","37055","6/30/2019","11/18/2019","SB","611 East College St","SOUTHEASTERN BANCORP, INC.","17","0","0","4","1","Dickson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","10/16/1936","10/16/1936","1/1/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","76209","4643","","","50662","","3087","15084","2733"
"29537","3619","387671","0","First Federal Bank & Trust","Sheridan","WY","82801","6/30/2019","11/18/2019","SA","671 Illinois Street","","2","0","0","4","0","Sheridan","","","10/16/1935","10/16/1935","1/25/2019","Non-Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","","68238","0","","","34636","","32340","1262","0"
"30291","5117","14977","0","First Federal Bank Littlefield, Texas","Littlefield","TX","79339","6/30/2019","11/18/2019","SB","2313 Phelps Ave.","","1","0","0","2","0","Lamb","","","6/1/1946","7/10/1946","4/22/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://firstfedlfd.com","0","0","","","0","0","0","0","0"
"29047","2825","950178","0","First Federal Bank of Kansas City","Kansas City","MO","64120","6/30/2019","11/18/2019","SA","6900 North Executive Drive","","12","0","1","5","0","Jackson","28140","Kansas City, MO-KS","7/1/1934","12/14/1934","4/30/2016","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","121734","0","","","81710","","664","39360","0"
"30441","5339","517674","0","First Federal Bank of Louisiana","Lake Charles","LA","70601","6/30/2019","11/18/2019","SA","1135 Lake Shore Drive","","17","0","0","4","0","Calcasieu","29340","Lake Charles, LA","10/31/1949","10/31/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","","178420","0","","","148317","","30103","0","0"
"27643","41","207470","0","First Federal Bank of Ohio","Galion","OH","44833","6/30/2019","11/18/2019","SA","140 North Columbus Street","","9","0","0","5","0","Crawford","","","1/1/1891","8/26/1935","7/8/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","55543","0","","","29271","","26272","0","0"
"29845","4192","981275","3316917","First Federal Bank of the Midwest","Defiance","OH","43512","6/30/2019","11/18/2019","SA","601 Clinton Street","FIRST DEFIANCE FINANCIAL CORPORATION","44","0","1","4","0","Defiance","","","1/1/1920","5/15/1937","2/24/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.first-fedbanking.com","181716","2533","","","78237","1008","99938","0","0"
"30422","5313","331076","5138382","First Federal Bank of Wisconsin","Waukesha","WI","53186","6/30/2019","11/18/2019","SA","1617 E Racine Ave","FFBW, MHC","4","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1922","10/26/1949","5/17/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","32235","1124","","","14720","","8283","8108","0"
"31127","6432","814074","3814459","First Federal Bank, A FSB","Tuscaloosa","AL","35403","6/30/2019","11/18/2019","SA","1300 Mcfarland Blvd, N.E","SOUTHEASTERN FINANCIAL, INC.","3","0","0","5","1","Tuscaloosa","46220","Tuscaloosa, AL","11/20/1959","11/20/1959","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.1stfed.com","845","0","","","845","","0","0","0"
"29705","3920","346379","3827918","First Federal Community Bank of Bucyrus","Bucyrus","OH","44820","6/30/2019","11/18/2019","SA","119 South Sandusky Avenue","COMMUNITY INVESTORS BANCORP, INC","5","0","0","5","0","Crawford","","","1/1/1887","7/30/1936","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","8292","4833","","","2410","","1049","0","0"
"29787","4088","540775","2506805","First Federal Community Bank, National Association","Dover","OH","44622","6/30/2019","11/18/2019","N","321 North Wooster Avenue","FFD FINANCIAL CORPORATION","7","0","0","4","0","Tuscarawas","","","1/1/1898","10/21/1937","5/20/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.firstfed.com","6598","0","","","4517","208","905","0","968"
"27678","100","898579","0","First Federal Community Bank, SSB","Paris","TX","75460","6/30/2019","11/18/2019","SB","630 Clarksville St","","4","0","0","4","0","Lamar","","","1/1/1922","1/10/1935","7/1/2013","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","11821","1495","","","10326","","0","0","0"
"29490","3542","441470","0","First Federal Savings & Loan Association of Ravenswood","Ravenswood","WV","26164","6/30/2019","11/18/2019","SA","712 Washington Street","","1","0","0","5","0","Jackson","16620","Charleston, WV","1/1/1934","9/12/1935","5/2/2012","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","19","0","","","19","","0","0","0"
"29005","2753","693073","0","First Federal Savings and Loan Association","Centerburg","OH","43011","6/30/2019","11/18/2019","SA","5 East Main Street","","1","0","0","5","0","Knox","","","6/1/1934","11/1/1934","7/2/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","3353","2494","","","859","","0","0","0"
"29646","3816","339876","0","First Federal Savings and Loan Association","Aberdeen","MS","39730","6/30/2019","11/18/2019","SA","111 West Commerce Street","","1","0","0","5","0","Monroe","","","3/23/1936","3/23/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","","2889","1001","","","10","","481","0","1397"
"31409","6902","411174","0","First Federal Savings and Loan Association","Morehead","KY","40351","6/30/2019","11/18/2019","SA","211 West Main Street","","1","0","0","5","0","Rowan","","","8/12/1963","8/12/1963","2/29/2012","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","0","0","","","0","","0","0","0"
"31197","6517","831875","3824476","First Federal Savings and Loan Association","Hazard","KY","41701","6/30/2019","11/18/2019","SA","Main & Lovern Streets","FIRST FEDERAL MHC","1","0","0","5","0","Perry","","","7/26/1960","7/26/1960","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","230","0","","","230","","0","0","0"
"29345","3313","80374","4151919","First Federal Savings and Loan Association","Delta","OH","43515","6/30/2019","11/18/2019","SA","404 Main Street","FIRST FEDDELTA BANCSHARES, MHC","6","0","0","5","0","Fulton","45780","Toledo, OH","1/1/1934","3/2/1935","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","firstfeddelta.bank","13928","0","","","1286","","9583","0","3059"
"30812","5957","90177","0","First Federal Savings and Loan Association","Pascagoula","MS","39567","6/30/2019","11/18/2019","SA","903 Jackson Ave","","6","0","0","5","0","Jackson","25060","Gulfport-Biloxi-Pascagoula, MS","10/28/1955","10/28/1955","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","21362","5241","","","811","","14042","0","1268"
