cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"35430","0","2953418","3251661","OptimumBank","Plantation","FL","33324","6/30/2019","11/18/2019","NM","10197 Cleary Boulevard","OPTIMUMBANK HOLDINGS, INC.","3","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/1/2000","11/1/2000","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.optimumbank.com","80860","2053","82913","0","82913","77984","77984","136","45241","14055","31186","4201","26749","1657","","0","4807","","122","0","0","0","122","0","","0","0","0","0","0","","925","925","0","136","1055",""
"57408","0","3202702","0","Optum Bank, Inc.","Salt Lake City","UT","84120","6/30/2019","11/18/2019","NM","2525 Lake Park Blvd, # 110","","1","0","0","9","0","Salt Lake","41620","Salt Lake City, UT","7/21/2003","7/21/2003","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.optumbank.com","1131638","11701","1143339","0","1143339","787446","787446","0","504522","2117","502405","282924","0","0","","0","261504","18225","0","0","0","0","0","94389","","17157","77196","36","0","0","0","0","0","0","0","11701",""
"35241","0","2794732","3334489","OPTUS Bank","Columbia","SC","29201","6/30/2019","11/18/2019","NM","1545 Sumter Street","SCCB FINANCIAL CORPORATION","1","0","0","4","0","Richland","17900","Columbia, SC","3/26/1999","3/26/1999","4/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.optus.bank","44500","543","45043","0","45043","31453","31453","2821","20991","17893","3098","1507","5988","146","","0","13050","","267","0","50","129","88","273","","0","273","0","0","0","","0","0","486","2335","523",""
"33806","0","2047504","0","Opus Bank","Irvine","CA","92612","6/30/2019","11/18/2019","NM","19900 Macarthur Blvd, 12th F","","47","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/20/1993","5/20/1993","5/16/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.opusbank.com","5810519","57724","5868243","0","5868243","4942660","4942660","45100","1145742","322084","823658","3687841","63977","0","","0","651971","0","6","0","6","0","0","273606","","251434","25","22147","0","2825","12637","0","0","0","45100","59164",""
"12944","14523","176101","3596009","Orange Bank &Trust Company","Middletown","NY","10940","6/30/2019","11/18/2019","SM","212 Dolson Ave","ORANGE COUNTY BANCORP, INC.","13","0","0","4","0","Orange","39100","                                        39100","5/2/1892","1/1/1934","7/27/2016","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.orangebanktrust.com","811893","11847","823740","0","823740","609886","609886","62248","301033","135129","165904","146402","99718","485","","0","212184","0","1502","0","1050","18","434","167","","0","167","0","0","4399","0","12413","12274","15567","46681","10577",""
"57373","0","3125557","3392881","Oregon Coast Bank","Newport","OR","97365","6/30/2019","11/18/2019","NM","909 Se Bay Boulevard","OREGON COAST BANCSHARES, INC.","6","0","0","2","1","Lincoln","","","7/8/2002","7/8/2002","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","126927","1912","128839","206","129045","78564","78564","11797","34239","17895","16344","1446","28638","2444","","35884","9073","","2300","0","104","886","1310","3224","","3191","33","0","0","0","","0","0","5243","6554","1912",""
"22334","14075","247140","1205473","Oregon Community Bank","Oregon","WI","53575","6/30/2019","11/18/2019","SM","733 North Main Street","BOSSHARD FINANCIAL GROUP, INC.","6","0","0","4","0","Dane","31540","Madison, WI","9/15/1976","9/15/1976","9/1/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","408462","4179","412641","0","412641","383996","383996","46598","195832","63413","132419","48023","93125","418","","72","23039","","2035","806","1","889","339","3500","","3467","33","0","0","0","","540","118","28474","18124","4179",""
"23007","10782","160360","3152423","Oregon Pacific Banking Company dba Oregon Pacific Bank","Florence","OR","97439","6/30/2019","11/18/2019","SM","1355 Highway 101","OREGON PACIFIC BANCORP","5","0","0","4","0","Lane","21660","Eugene, OR","12/17/1979","12/17/1979","11/16/2017","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","266437","3380","269817","280","270097","198512","198512","15229","133242","49946","83296","11986","36470","1585","","269","63394","","2078","0","572","193","1313","5844","","318","5526","0","0","0","","1325","944","12969","2260","3305",""
"31469","7034","245276","2490575","Oriental Bank","San Juan","PR","918","6/30/2019","11/18/2019","NM","254 Munoz Rivera Avenue","OFG BANCORP","0","0","0","4","0","San Juan","41980","San Juan-Carolina-Caguas, PR","3/25/1965","3/25/1965","11/25/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","39","1","http://www.orientalbank.com","4474499","162642","4637141","0","4637141","2151998","2151998","42471","841602","449346","392256","34182","1197916","35827","","6667","681652","0","1603621","47754","5230","1225053","325584","193203","","136002","57146","55","0","0","0","109188","35514","624","41847","62241",""
"12614","12804","667757","1885307","Origin Bank","Choudrant","LA","71227","6/30/2019","11/18/2019","SM","3921 Elm Street","ORIGIN BANCORP, INC.","44","0","1","4","0","Lincoln","","","11/23/1912","1/1/1934","10/9/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","0","www.origin.bank","4006321","36683","4043004","0","4043004","2454865","2454865","477779","1219470","451256","768214","158344","552052","47220","","2915","1238839","1109","21548","0","6975","2830","11743","324837","","0","324837","0","0","125620","0","2015","1668","36173","441606","38517",""
"28866","2519","2376","2692892","Oritani Bank","Township Of Wash","NJ","7676","6/30/2019","11/18/2019","SB","370 Pascack Road","ORITANI FINANCIAL CORP","27","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1911","9/27/1939","5/4/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.oritani.com","3491322","28596","3519918","0","3519918","3500794","3500794","9166","1312799","60358","1252441","1911374","267455","0","","0","19111","0","13","0","0","0","13","0","","0","0","0","0","11697","0","236","236","0","9166","28596",""
"1388","0","845452","1124574","Ormsby State Bank","Ormsby","MN","56162","6/30/2019","11/18/2019","NM","513 Main Street","ORMSBY BANCSHARES, INC.","1","0","0","2","1","Martin","","","7/1/1901","1/1/1934","9/11/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.ormsbybank.com","11382","199","11581","0","11581","5223","5223","212","484","484","0","0","636","3891","","3431","1265","","1662","0","0","670","992","0","","0","0","0","0","0","","212","212","0","212","174",""
"713","10038","342410","1248153","Orrstown Bank","Shippensburg","PA","17257","6/30/2019","11/18/2019","SM","77 East King Street","ORRSTOWN FINANCIAL SERVICES, INC.","39","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","5/1/1919","1/1/1934","5/1/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.orrstown.com","1594362","14460","1608822","0","1608822","1328163","1328163","69828","469261","170272","298989","93342","666096","29636","","1537","172271","0","42282","0","3917","22744","15621","64569","","48358","8383","7828","0","0","0","1104","31","12801","57027","15648",""
"1008","0","382742","0","OSB Community Bank","Brooklyn","MI","49230","6/30/2019","11/18/2019","SM","417 South Main Street","","2","0","0","4","0","Jackson","27100","Jackson, MI","10/1/1907","1/1/1934","6/30/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","77454","884","78338","0","78338","68888","68888","6557","39372","25762","13610","4077","18752","130","","80","9256","","114","102","0","1","11","0","","0","0","0","0","0","","101","19","3839","2718","884",""
"1837","0","948643","1138375","Ossian State Bank","Ossian","IN","46777","6/30/2019","11/18/2019","NM","102 North Jefferson Street","OSSIAN FINANCIAL SERVICES, INC.","3","0","0","4","1","Wells","","","10/19/1912","1/1/1934","1/2/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.ossianstatebank.com","60453","782","61235","0","61235","51693","51693","1469","26038","13744","12294","3129","12569","8488","","918","7402","","1215","0","1","563","651","6","","0","0","6","0","0","","0","0","423","1046","782",""
"27989","17997","725077","5009204","Ottawa Savings Bank","Ottawa","IL","61350","6/30/2019","11/18/2019","SA","925 La Salle St","OTTAWA BANCORP, INC.","3","0","0","6","0","La Salle","","","1/1/1871","4/3/1935","12/31/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","245232","2648","247880","0","247880","186840","186840","18211","22766","12667","10099","6411","138134","1318","","1496","22687","","36857","0","0","32201","4656","0","","0","0","0","0","0","","401","0","13419","4792","2648",""
"27955","16021","474777","2412586","Our Community Bank","Spencer","IN","47460","6/30/2019","11/18/2019","NM","279 East Morgan Street","HOME FINANCIAL BANCORP","2","0","0","5","0","Owen","14020","Bloomington, IN","1/1/1911","12/16/1935","7/15/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","52728","504","53232","0","53232","52573","52573","4741","3757","3757","0","0","43811","264","","0","12","","647","0","0","67","580","0","","0","0","0","0","0","","1206","211","1711","3030","504",""
"13112","8907","38740","1207954","Owen County State Bank","Spencer","IN","47460","6/30/2019","11/18/2019","NM","201 West Morgan Street","OWEN FINANCIAL CORPORATION","5","0","0","4","0","Owen","14020","Bloomington, IN","1/1/1934","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","166467","1884","168351","23","168374","144979","144979","11574","48241","24135","24106","8591","75143","1430","","0","14850","","8517","0","79","5855","2583","28","","0","28","0","0","0","","201","11","6190","5384","1884",""
"9672","16019","492810","1071735","Owingsville Banking Company","Owingsville","KY","40360","6/30/2019","11/18/2019","NM","49 West Main Street","BATH COUNTY BANKING COMPANY","3","0","0","2","0","Bath","","","5/10/1893","1/1/1934","7/15/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankobc.com; www.bankobc.net","47347","736","48083","0","48083","41618","41618","525","2650","1807","843","0","26328","12115","","1155","1080","","4008","0","0","1439","2569","222","","222","0","0","0","0","","78","0","343","182","548",""
"9719","12402","448040","1249383","Oxford Bank","Oxford","MI","48371","6/30/2019","11/18/2019","NM","60 South Washington Street","OXFORD BANK CORPORATION","9","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","6/4/1884","1/1/1934","5/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","329717","3513","333230","0","333230","253431","253431","14358","176446","118017","58429","11314","50461","852","","38","66375","","4162","0","74","3213","875","9223","","727","8496","0","0","0","","4902","375","6953","7405","3513",""
"9260","11032","647432","1248032","Oxford Bank & Trust","Oak Brook","IL","60523","6/30/2019","11/18/2019","NM","1111 W. 22nd St., Suite 800","OXFORD FINANCIAL CORPORATION","8","0","0","4","1","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/10/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","387850","4109","391959","0","391959","299357","299357","18952","169726","66805","102921","64743","45936","0","","0","15505","","76969","0","36","100","76833","128","","0","128","0","0","0","","1075","1075","12969","5983","4112",""
"57034","0","2938769","3260551","Oxford University Bank","Oxford","MS","38655","6/30/2019","11/18/2019","NM","1500 University Avenue","LAFAYETTE BANCORP, INC.","5","0","0","4","0","Lafayette","","","11/27/2000","11/27/2000","6/16/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","http://www.oubol.com","126858","1315","128173","0","128173","108577","108577","21564","22918","7647","15271","7972","52852","3271","","0","11942","","7634","0","13","4911","2710","20","","0","20","0","0","0","","57","1","9730","11834","1315",""
"1654","14406","882952","0","Ozark Bank","Ozark","MO","65721","6/30/2019","11/18/2019","NM","106-112 North 2nd Avenue","","4","0","0","4","1","Christian","44180","Springfield, MO","9/25/1906","1/1/1934","11/2/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","169821","1724","171545","0","171545","157816","157816","18037","61939","26399","35540","12246","57791","7803","","850","10997","","1882","0","10","1393","479","0","","0","0","0","0","0","","0","0","7391","10646","1724",""
"28277","1283","1016174","0","Ozarks Federal Savings and Loan Association","Farmington","MO","63640","6/30/2019","11/18/2019","SA","2 East Columbia","","5","0","0","5","0","Saint Francois","","","1/1/1930","12/3/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.ozarksfederal.com","205434","1210","206644","0","206644","206186","206186","17039","9104","4901","4203","7961","172028","54","","0","0","","458","0","0","33","425","0","","0","0","0","0","0","","570","0","11383","5656","1326",""
"58234","0","3546862","0","Pacific Alliance Bank","Rosemead","CA","91770","6/30/2019","11/18/2019","NM","8400 East Valley Boulevard","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/27/2006","12/27/2006","6/28/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","190064","3651","193715","164","193879","166024","166024","21988","94478","8451","86027","14523","35035","0","","0","27855","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","8631","13357","2686",""
"57463","0","3212402","3595084","Pacific City Bank","Los Angeles","CA","90010","6/30/2019","11/18/2019","NM","3701 Wilshire Blvd, # 900","PACIFIC CITY FINANCIAL CORPORATION","13","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/18/2003","9/18/2003","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.paccitybank.com","1382669","13328","1395997","0","1395997","1146376","1146376","29107","821766","316715","505051","43069","252282","152","","0","225827","0","23677","0","1599","21092","986","117","","0","117","0","0","6285","0","391","391","4085","25022","13468",""
"34252","0","2451240","2731586","Pacific Coast Bankers' Bank","Walnut Creek","CA","94596","6/30/2019","11/18/2019","SM","1676 N California Blvd, # 30","PACIFIC COAST BANKERS' BANCSHARES","1","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/2/1997","1/2/1997","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","http://pcbb.com","358758","5028","363786","224","364010","314952","314952","9071","205657","23040","182617","93523","1388","5313","","0","49058","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","9071","5057",""
"34585","0","2643595","2713685","Pacific Crest Savings Bank","Lynnwood","WA","98037","6/30/2019","11/18/2019","SB","3500 188th St, S.W, # 575","PACIFIC CREST BANCORP, INC.","1","0","0","4","1","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","1/2/1998","1/2/1998","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","173779","2831","176610","1068","177678","162071","162071","22194","52162","5827","46335","47412","40303","0","","0","0","","203","0","0","0","203","15404","","0","15404","0","0","0","","476","404","13742","8452","2094",""
"58415","0","3490871","3490880","Pacific Enterprise Bank","Irvine","CA","92614","6/30/2019","11/18/2019","SM","17748 Sky Park Circle","PACIFIC ENTERPRISE BANCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/30/2007","4/30/2007","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","382051","4048","386099","0","386099","313452","313452","13886","272505","210256","62249","1676","25385","0","","0","71958","","0","0","0","0","0","689","","0","689","0","0","0","","551","551","81","13805","4306",""
"34089","0","2360904","3082342","Pacific Global Bank","Chicago","IL","60616","6/30/2019","11/18/2019","SM","2323 South Wentworth Avenue","PGB HOLDINGS, INC.","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/9/1995","11/9/1995","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.pacificglobalbank.com","166526","2237","168763","1468","170231","168569","168569","1904","11010","8330","2680","13545","142110","0","","0","1657","","0","0","0","0","0","5","","0","5","0","0","0","","0","0","542","1362","1423",""
"34940","0","2717012","2869733","Pacific Mercantile Bank","Costa Mesa","CA","92626","6/30/2019","11/18/2019","SM","949 S Coast Drive, 3rd Fl","PACIFIC MERCANTILE BANCORP","7","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/1999","3/1/1999","9/19/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","1077595","11474","1089069","0","1089069","556544","556544","12228","402217","206768","195449","83965","58134","0","","0","439111","0","93414","0","1","91256","2157","0","","0","0","0","0","0","0","0","0","0","12228","11824",""
"26299","10618","577137","0","Pacific National Bank","Miami","FL","33131","6/30/2019","11/18/2019","N","1390 Brickell Avenue","","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/22/1985","7/22/1985","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","www.pnb.com","365978","2727","368705","0","368705","301184","301184","21243","178543","23098","155445","22935","78141","322","","0","46504","3981","1012","137","0","0","875","20005","","0","5","0","20000","0","48985","0","0","3243","18000","2930",""
"32172","7946","431172","3489594","Pacific Premier Bank","Irvine","CA","92614","6/30/2019","11/18/2019","SM","17901 Von Karman Ave Suite 1","PACIFIC PREMIER BANCORP, INC.","43","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","8/5/1983","8/5/1983","7/1/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.ppbi.com","8745441","35026","8780467","0","8780467","6839726","6839726","538542","4239233","2072633","2166600","1524849","358000","179102","","129194","1734204","0","40125","967","2040","60","37058","37218","","5565","31653","0","0","7102","0","0","0","198773","339769","38774",""
"57740","0","3293540","0","Pacific Valley Bank","Salinas","CA","93901","6/30/2019","11/18/2019","NM","422 Main Street","","3","0","0","4","0","Monterey","41500","Salinas, CA","9/14/2004","9/14/2004","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","238526","4587","243113","0","243113","207239","207239","12758","139587","60070","79517","18066","20005","16823","","2831","31885","","1136","0","948","0","188","22","","0","22","0","0","0","","130","130","0","12758","3141",""
"57872","0","3303944","0","Pacific West Bank","West Linn","OR","97068","6/30/2019","11/18/2019","NM","2040 8th Avenue","","2","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","11/5/2004","11/5/2004","2/14/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","55143","700","55843","98","55941","49153","49153","3432","26420","8347","18073","4749","14552","0","","131","6009","","649","0","0","0","649","0","","0","0","0","0","273","","0","0","2932","500","710",""
"24045","0","494261","2875332","Pacific Western Bank","Beverly Hills","CA","90212","6/30/2019","11/18/2019","NM","9701 Wilshire Blvd, # 101","PACWEST BANCORP","80","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/26/1982","8/26/1982","6/28/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.pacwest.com","18337752","135045","18472797","0","18472797","10510188","10510188","2522090","4309750","1030819","3278931","3418820","252937","6591","","623","4256150","174920","445235","0","17237","0","427998","3260601","","115465","2933070","207265","4801","403397","58153","16464","8863","158529","2363561","169907",""
"17563","12235","277820","1076329","Palmetto State Bank","Hampton","SC","29924","6/30/2019","11/18/2019","NM","601 First Street, West","PALMETTO STATE BANKSHARES, INC.","8","0","0","5","0","Hampton","","","1/1/1907","12/28/1955","4/25/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","180798","4397","185195","0","185195","133075","133075","13856","48669","42939","5730","901","49948","19701","","1432","25403","","10467","1007","128","5018","4314","14818","","9427","5391","0","0","0","","4684","4267","3637","10219","3377",""
"13990","0","90047","1201596","Palo Savings Bank","Palo","IA","52324","6/30/2019","11/18/2019","NM","2801 Hollenbeck Road","BANKERS EQUITY CORPORATION","1","0","0","2","1","Linn","16300","Cedar Rapids, IA","1/1/1908","3/3/1934","12/19/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","17739","200","17939","0","17939","13515","13515","0","366","0","366","0","10081","3068","","2773","575","","1066","0","6","358","702","10","","0","10","0","0","0","","0","0","0","0","200",""
"34108","0","2343167","3618545","Pan American Bank & Trust","Melrose Park","IL","60160","6/30/2019","11/18/2019","NM","1440 West North Avenue","AMERICAN BANCORP OF ILLINOIS, INC.","6","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/22/1995","12/22/1995","9/16/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","277617","2224","279841","0","279841","244522","244522","24000","74063","28584","45479","51880","94579","0","","0","27112","","826","0","47","460","319","7381","","7097","284","0","0","2290","","124","0","3668","20332","2224",""
"24763","0","1013856","2860918","Panola National Bank","Carthage","TX","75633","6/30/2019","11/18/2019","N","1510 West Panola","PANOLA NATIONAL BANCSHARES, INC.","2","0","0","5","1","Panola","","","10/6/1983","10/6/1983","8/29/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.panolanationalbank.com","53254","526","53780","0","53780","41746","41746","524","2992","1945","1047","1101","33613","3516","","1449","3360","","6484","0","0","2351","4133","741","","690","51","0","0","0","","412","181","476","48","526",""
"18001","16105","88240","1131901","Panora State Bank","Panora","IA","50216","6/30/2019","11/18/2019","NM","120 East Main","EMMETSBURG BANK SHARES, INC.","1","0","0","8","1","Guthrie","19780","Des Moines-West Des Moines, IA","5/18/1959","5/18/1959","9/22/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","31466","132","31598","0","31598","23976","23976","4913","4287","2165","2122","3095","7916","3765","","2674","530","","486","0","0","187","299","3932","","3932","0","0","0","0","","0","0","3180","1733","132",""
"29676","3871","102874","0","Paper City Savings Association","Wisconsin Rapids","WI","54494","6/30/2019","11/18/2019","SA","4200 8th Street South","","3","0","0","5","0","Wood","","","1/1/1933","5/26/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.papercitysavings.com","142831","333","143164","0","143164","138860","138860","9122","6267","682","5585","22431","101040","0","","0","0","","4269","0","793","2505","971","35","","0","35","0","0","0","","1283","540","5657","3465","333",""
"58030","0","3368635","4977342","Paradise Bank","Boca Raton","FL","33431","6/30/2019","11/18/2019","SM","2420 N. Federal Hwy","PARADISE BANCORP, INC.","3","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/25/2005","7/25/2005","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.ParadiseBank.com","208644","1431","210075","1781","211856","181069","181069","11463","90138","64905","25233","5184","74284","0","","0","27872","0","1727","0","99","135","1493","1187","","0","1187","0","0","0","0","0","0","8208","3255","1431",""
"57874","0","3288452","4645324","Paragon Bank","Memphis","TN","38119","6/30/2019","11/18/2019","NM","5400 Poplar Avenue","PARAGON FINANCIAL SOLUTIONS, INC","6","0","1","4","0","Shelby","32820","Memphis, TN-MS-AR","1/19/2005","1/19/2005","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","330138","4428","334566","0","334566","247609","247609","22205","104219","47773","56446","4150","100159","16876","","0","66594","","17411","0","6959","2019","8433","2951","","0","2951","0","0","3188","","364","364","9009","13196","4052",""
"57884","0","3308574","5119363","Paramount Bank","Hazelwood","MO","63042","6/30/2019","11/18/2019","NM","90 Village Sq Shopping Ctr","PARAMOUNT FINANCIAL GROUP, LLC","1","0","0","5","0","Saint Louis","41180","St. Louis, MO-IL","12/30/2004","12/30/2004","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","68975","237","69212","0","69212","67160","67160","1529","8053","1741","6312","1069","56509","0","","0","1587","","465","0","372","20","73","0","","0","0","0","0","0","","0","0","1305","224","236",""
"26218","0","200640","1201363","Park Bank","Milwaukee","WI","53202","6/30/2019","11/18/2019","NM","330 East Kilbourn Avenue","BANKMANAGERS CORP.","6","0","0","4","1","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","5/22/1985","5/22/1985","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","693533","8306","701839","103","701942","397625","397625","69696","283980","152966","131014","21510","22021","418","","0","284363","","11610","0","5083","27","6500","8344","","0","8343","1","0","5465","","0","0","4201","65495","8306",""
"13054","13185","518354","4281197","Park Bank","Holmen","WI","54636","6/30/2019","11/18/2019","NM","1200 Main Street","GOLDEN OAK BANCSHARES, INC.","3","0","0","4","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","","34027","660","34687","0","34687","28398","28398","4943","9378","8508","870","0","13155","922","","248","3769","","2271","228","3","301","1739","0","","0","0","0","0","0","","840","209","4279","664","440",""
"34038","0","2316714","2536857","Park Ridge Community Bank","Park Ridge","IL","60068","6/30/2019","11/18/2019","NM","626 Talcott Road","COMMUNITY BANK CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/1995","7/3/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.timetobank.com","187522","4051","191573","110","191683","182300","182300","50720","24975","20614","4361","53683","52922","0","","0","8837","","29","0","0","17","12","516","","0","516","0","0","0","","0","0","40477","10243","2652",""
