cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"16910","0","449430","3438051","22nd State Bank","Louisville","AL","36048","6/30/2019","11/18/2019","NM","1920 Main Street","FEB BANCSHARES, INC.","5","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","10/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","96685","1530","98215","0","98215","77263","77263","6227","26915","16532","10383","2356","37293","4472","","7028","9964","","2870","0","77","194","2599","1090","","12","1078","0","0","0","","1897","593","478","5749","1204",""
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","6/30/2019","11/18/2019","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","188687","2604","191291","698","191989","171691","171691","29136","99854","37116","62738","4803","30951","6947","","1533","18362","","402","0","51","185","166","1","","0","1","0","0","0","","1531","16","8655","20481","2461",""
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","6/30/2019","11/18/2019","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","158053","1841","159894","0","159894","112839","112839","6030","45906","21142","24764","4795","43288","12820","","6944","35636","","4456","0","3557","288","611","19","","0","19","0","0","0","","213","58","868","5162","1841",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","6/30/2019","11/18/2019","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","282138","2888","285026","925","285951","285817","285817","0","56479","308","56171","22511","206827","0","","0","18","","117","116","0","0","1","0","","0","0","0","0","0","","812","0","0","0","2358",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","6/30/2019","11/18/2019","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","39733","513","40246","0","40246","40223","40223","17457","0","0","0","0","22766","0","","0","0","","23","0","0","0","23","0","","0","0","0","0","0","","490","0","15934","1523","488",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","6/30/2019","11/18/2019","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","45363","599","45962","0","45962","42967","42967","997","6789","3344","3445","1179","34002","0","","0","2343","","641","0","19","345","277","11","","0","11","0","0","0","","987","0","521","476","502",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","6/30/2019","11/18/2019","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/24/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","387733","5153","392886","0","392886","343612","343612","14636","122454","52939","69515","36167","88593","81762","","27957","16523","","2525","0","94","1340","1091","2269","","1613","26","0","630","86","","300","0","6326","8310","5153",""
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","6/30/2019","11/18/2019","SM","6 Harrison Avenue","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","","440122","144","440266","0","440266","430417","430417","49824","79403","45702","33701","41081","260109","0","","0","8925","","924","0","8","351","565","0","","0","0","0","0","0","","6370","4386","22630","27194","346",""
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","6/30/2019","11/18/2019","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","73","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","10/17/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","1258765","16780","1275545","0","1275545","842570","842570","57648","493793","76395","417398","59857","227803","3469","","1124","356858","9897","13666","2927","776","558","9405","61327","","29845","30449","1033","0","5514","0","76","0","18354","39294","16813",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","6/30/2019","11/18/2019","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","100035","1899","101934","0","101934","56481","56481","1761","17059","198","16861","0","13781","23880","","34141","8406","","2719","0","0","1533","1186","187","","0","187","0","0","0","","0","0","1761","0","1422",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","6/30/2019","11/18/2019","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","460645","6675","467320","0","467320","360187","360187","51502","177407","69222","108185","37407","90429","3442","","8537","93517","0","1850","0","941","595","314","3229","","1524","1705","0","0","0","0","0","0","18858","32644","6675",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","6/30/2019","11/18/2019","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","282948","3797","286745","0","286745","228741","228741","44587","121440","79006","42434","18230","40209","4275","","2006","48351","","7601","850","0","2120","4631","46","","0","46","0","0","0","","670","670","15795","28792","3767",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","6/30/2019","11/18/2019","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","1268216","14057","1282273","0","1282273","1106693","1106693","24268","448922","199282","249640","38436","529693","65374","","5694","71111","0","14201","0","5423","906","7872","84574","","82397","2177","0","0","0","0","3833","3833","7330","16938","14138",""
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","6/30/2019","11/18/2019","SM","315 North Spruce Street","ADAGE, LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","716282","11092","727374","0","727374","464985","464985","49984","167171","87464","79707","23967","128228","95635","","158681","78730","","15945","0","1400","6642","7903","9033","","5464","3569","0","0","0","","712","712","12573","37411","9253",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","6/30/2019","11/18/2019","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","509962","3955","513917","0","513917","495817","495817","14130","37062","21795","15267","7944","436636","45","","0","9120","","8866","0","70","6131","2665","114","","48","66","0","0","13","","1190","101","6741","7389","3955",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","6/30/2019","11/18/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","106169","1210","107379","0","107379","46831","46831","1253","2858","2858","0","2484","6632","33604","","49776","8382","","1418","0","0","807","611","972","","0","972","0","0","0","","0","0","1253","0","1210",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","6/30/2019","11/18/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","35019","297","35316","0","35316","17422","17422","168","81","81","0","0","7244","9929","","11664","3968","","2201","0","0","1853","348","61","","0","0","61","0","1394","","0","0","168","0","297",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","6/30/2019","11/18/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","504882","3189","508071","857","508928","404715","404715","8668","123739","73974","49765","14399","257909","0","","0","93317","0","10896","0","1228","1346","8322","0","","0","0","0","0","0","0","1056","11","3966","4702","3191",""
"27015","13964","541307","1250138","Admirals Bank","Boston","MA","2116","6/30/2019","11/18/2019","SA","579 Boylston Street","ADMIRALS BANCORP, INC.","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","9/30/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","182317","1712","184029","0","184029","137791","137791","103","62646","24637","38009","47541","27277","224","","0","3386","","42852","0","0","0","42852","0","","0","0","0","0","0","","1516","40","0","103","1909",""
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","6/30/2019","11/18/2019","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","93226","1199","94425","0","94425","60491","60491","4058","13965","5529","8436","0","13887","28581","","17068","9641","","6922","0","0","3428","3494","303","","0","303","0","0","0","","0","0","4058","0","1199",""
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","6/30/2019","11/18/2019","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","41680","446","42126","0","42126","16609","16609","385","1673","1580","93","499","1639","12413","","20978","3873","","640","0","0","316","324","26","","3","23","0","0","0","","0","0","0","385","446",""
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","6/30/2019","11/18/2019","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","8","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","10/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","33092","285","33377","81","33458","28790","28790","4080","6559","4286","2273","118","17770","263","","309","3159","","1177","0","0","482","695","23","","0","23","0","0","0","","0","0","4080","0","285",""
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","6/30/2019","11/18/2019","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","8/4/2019","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","256271","2148","258419","1201","259620","226109","226109","51884","100614","60617","39997","8027","65062","522","","25","33012","","473","0","72","154","247","1","","0","1","0","0","0","","0","0","21514","30370","2148",""
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","6/30/2019","11/18/2019","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","90462","1159","91621","0","91621","68267","68267","4503","21594","13831","7763","4529","25289","12352","","5249","14397","","3040","0","1","1774","1265","669","","669","0","0","0","0","","0","0","1768","2735","1159",""
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","6/30/2019","11/18/2019","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","753353","2782","756135","1476","757611","635358","635358","214369","181720","61400","120320","5537","233105","627","","0","108932","0","4813","0","0","777","4036","8508","","0","1","8507","0","0","1120","1025","340","141423","72946","2807",""
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","6/30/2019","11/18/2019","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","248271","2946","251217","316","251533","115086","115086","18150","96398","81398","15000","110","428","0","","0","135893","","554","0","40","68","446","0","","0","0","0","0","0","","0","0","10391","7759","2946",""
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","6/30/2019","11/18/2019","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0",""
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","6/30/2019","11/18/2019","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","990577","11659","1002236","39","1002275","658256","658256","87065","305735","117084","188651","5829","179988","79639","","85971","238595","0","13541","0","322","4483","8736","5912","","3461","98","2353","0","0","0","516","516","27276","59789","11659",""
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","6/30/2019","11/18/2019","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","12663","158","12821","19","12840","10613","10613","2439","3353","2441","912","870","3837","114","","0","2025","","124","0","0","0","124","78","","0","78","0","0","0","","0","0","1078","1361","158",""
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","6/30/2019","11/18/2019","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","125485","2156","127641","110","127751","89574","89574","3294","30540","21420","9120","8691","19093","27956","","16476","11394","","9985","193","0","5686","4106","322","","292","30","0","0","0","","67","0","3294","0","1736",""
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","6/30/2019","11/18/2019","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","426184","5018","431202","243","431445","394491","394491","34897","160892","47014","113878","171729","26973","0","","0","36296","","397","0","0","34","363","261","","0","261","0","0","8420","","23","23","9262","25635","5018",""
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","6/30/2019","11/18/2019","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","146041","2552","148593","0","148593","131400","131400","12674","67615","49290","18325","223","50618","270","","0","12067","","4833","478","0","2969","1386","293","","260","33","0","0","0","","2475","713","4599","8075","2138",""
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","6/30/2019","11/18/2019","SM","13216 Broadway","","2","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","270908","3559","274467","0","274467","242688","242688","12340","35435","17155","18280","16541","178372","0","","35","26771","","4863","0","0","1811","3052","110","","0","110","0","0","0","","0","0","6510","5830","3085",""
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","6/30/2019","11/18/2019","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","17","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","1736822","21246","1758068","0","1758068","1151255","1151255","35656","360592","203985","156607","71432","672802","10773","","35241","463466","0","93693","0","17973","69648","6072","14413","","13906","507","0","0","0","0","1021","1013","9072","26584","21246",""
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","6/30/2019","11/18/2019","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","89195","630","89825","0","89825","42680","42680","9362","6366","1641","4725","6450","20502","0","","0","3037","","20104","0","19642","28","434","24005","","0","24005","0","0","0","","333","0","4866","4496","630",""
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","6/30/2019","11/18/2019","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","365486","3572","369058","0","369058","272409","272409","39418","79840","5679","74161","23614","80727","48810","","61553","23077","","10963","0","0","4098","6865","1056","","276","780","0","0","0","","0","0","15919","23499","3572",""
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","6/30/2019","11/18/2019","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","28","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","3830022","27941","3857963","2029","3859992","3073824","3073824","552099","1698353","963391","734962","81342","690961","51069","","6156","659683","1184","44928","0","6720","4437","33771","75401","","0","75401","0","0","9745","2145","6903","6903","183991","368108","27941",""
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","6/30/2019","11/18/2019","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","178126","3956","182082","0","182082","99174","99174","5282","32502","22359","10143","1597","20877","38916","","46872","25547","","1286","0","79","635","572","9204","","7683","0","1521","0","0","","1955","1955","108","5174","2791",""
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","6/30/2019","11/18/2019","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","16","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/6/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","512163","5913","518076","0","518076","386011","386011","63729","168969","68842","100127","1003","131073","21237","","12546","46899","0","13323","0","266","4278","8779","59296","","38889","20407","0","0","0","0","2485","2413","25103","38626","5913",""
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","6/30/2019","11/18/2019","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","78136","1003","79139","0","79139","56914","56914","5014","25828","8965","16863","318","23954","1800","","566","19051","","2570","0","284","1731","555","38","","0","38","0","0","1182","","649","0","1526","3488","976",""
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","6/30/2019","11/18/2019","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","136386","1916","138302","0","138302","109840","109840","2669","23513","217","23296","0","33552","50106","","15176","5772","","6647","89","69","3310","3179","867","","831","36","0","0","0","","545","545","1818","851","1688",""
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","6/30/2019","11/18/2019","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","498762","7444","506206","0","506206","340394","340394","31993","166419","61059","105360","37587","43334","61061","","45687","111936","0","6572","0","1265","1760","3547","1617","","1297","320","0","0","0","0","1713","1713","7829","24164","7198",""
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","6/30/2019","11/18/2019","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","207906","3280","211186","0","211186","165186","165186","13579","47020","35615","11405","7761","54689","42137","","24343","15077","","6261","0","0","3839","2422","319","","250","69","0","0","0","","0","0","6945","6634","2885",""
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","6/30/2019","11/18/2019","NM","292 West Main Ave","PBD HOLDINGS, LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","102062","1069","103131","0","103131","90411","90411","4962","62107","45669","16438","3109","19940","293","","0","12021","","639","0","287","121","231","60","","0","60","0","0","1118","","1101","1056","345","4617","1069",""
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","6/30/2019","11/18/2019","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","241307","2476","243783","14","243797","205195","205195","38144","64852","26850","38002","7945","92642","1612","","2849","28098","","7633","0","0","4479","3154","22","","0","22","0","0","0","","1258","1258","17255","20889","2476",""
"9631","0","924937","1406971","Alliance Community Bank","Petersburg","IL","62675","6/30/2019","11/18/2019","NM","321 North Sixth Street","AC BANCORP, INC.","4","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","146046","785","146831","0","146831","102100","102100","6608","13342","11537","1805","1286","52060","28804","","21374","9172","","13293","332","295","11351","1315","892","","734","16","142","0","0","","484","279","5938","670","785",""
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","6/30/2019","11/18/2019","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","130811","1471","132282","19","132301","113981","113981","6484","25337","18888","6449","5200","45233","31727","","8589","7709","","1826","0","6","735","1085","196","","0","196","0","0","1329","","0","0","3646","2838","1471",""
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","6/30/2019","11/18/2019","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","57901","658","58559","1","58560","53089","53089","1304","6768","0","6768","0","45017","0","","0","4338","","1133","0","0","99","1034","0","","0","0","0","0","0","","1747","1093","1304","0","615",""
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","6/30/2019","11/18/2019","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","23742","1241","24983","0","24983","10306","10306","518","621","621","0","0","1471","7696","","8088","5246","","1331","0","0","444","887","12","","0","12","0","0","0","","0","0","199","319","356",""
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","6/30/2019","11/18/2019","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","121885000","1207000","123092000","0","123092000","22379000","22379000","171000","4323000","3775000","548000","38000","17847000","0","0","0","40974000","88000","58847000","0","0","58847000","0","892000","0","79000","488000","325000","0","13000","0","358000","176000","0","171000","1208000","0"
