cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"30544","5523","304173","0","Marquette Savings Bank","Erie","PA","16501","6/30/2019","11/18/2019","SB","920 Peach Street","","12","0","0","5","0","Erie","21500","Erie, PA","1/1/1908","6/7/1954","8/28/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.marquettesavings.bank","187429","87512","26560","84829","77541","86011","42531","1362","8883","13803","18483"
"58345","0","3625002","4981648","Marquis Bank","Coral Gables","FL","33134","6/30/2019","11/18/2019","NM","355 Alhambra Circle, # 125","MARQUIS BANCORP, INC.","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/13/2007","8/13/2007","6/27/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.marquisbank.com","16433","130325","48175","88141","10162","280","123117","57812","55211","8539","1555"
"7910","9438","978622","4655266","Mars Bank","Mars","PA","16046","6/30/2019","11/18/2019","NM","145 Grand Avenue","MARS BANCORP, INC.","5","0","0","4","0","Butler","38300","Pittsburgh, PA","10/16/1900","1/1/1934","6/26/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","25588","12172","7070","15751","13529","1410","11706","3448","4231","4027","0"
"16318","0","104542","1491780","Marseilles Bank","Marseilles","IL","61341","6/30/2019","11/18/2019","NM","101 East Bluff Street","MARSEILLES BANCORPORATION, INC.","2","0","0","8","1","La Salle","","","9/24/1945","9/24/1945","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","10378","8286","2446","8746","5502","1970","6413","1275","4374","513","251"
"9752","0","720157","0","Marshall County State Bank","Newfolden","MN","56738","6/30/2019","11/18/2019","NM","118 East Minnesota Avenue","","1","0","0","2","1","Marshall","","","10/20/1922","1/1/1934","2/18/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","3910","566","487","1730","1344","914","252","0","252","0","0"
"90190","13953","196800","0","Martha's Vineyard Savings Bank","Edgartown","MA","2539","6/30/2019","11/18/2019","SM","78 Main Street","","9","0","0","4","0","Dukes","","","4/15/1955","11/4/1985","11/14/2017","Non-Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.mvbank.com","59059","10580","8128","50229","8420","2862","10376","2141","5858","1984","393"
"29685","3881","104971","0","Martinsville First Savings Bank","Martinsville","VA","24114","6/30/2019","11/18/2019","SA","25 W Church Street","","1","0","0","5","0","Martinsville City","","","1/1/1924","1/3/1950","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","13546","7474","3290","8384","6523","2823","1493","0","638","855","0"
"18013","13316","268006","3846106","Mascoma Bank","Lebanon","NH","3766","6/30/2019","11/18/2019","SM","67 North Park Street","MASCOMA MUTUAL FINANCIAL SERVICES CORPORATION","26","0","1","4","0","Grafton","","","1/1/1899","7/2/1959","10/2/2017","Stock","0","1","FED","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mascomabank.com","223102","167434","85716","207603","66699","30518","47823","5063","31149","8458","3153"
"3327","14756","368054","3026896","Mason Bank","Mason","TX","76856","6/30/2019","11/18/2019","SM","111 Westmoreland Street","MASON BANK EMPLOYEE'S STOCK OWNERSHIP PLAN AND TRUST","1","0","0","2","1","Mason","","","1/15/1904","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","8663","5036","3197","7932","1970","600","10119","6924","2529","666","0"
"16198","0","108746","1399019","Mason City National Bank","Mason City","IL","62664","6/30/2019","11/18/2019","N","104 West Pine Street","MASON CITY BANCORP, INC.","1","0","0","2","1","Mason","","","10/9/1944","10/9/1944","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","10414","6248","2803","7315","5837","707","783","524","0","259","0"
"30303","5138","29878","0","Maspeth Federal Savings and Loan Association","Maspeth","NY","11378","6/30/2019","11/18/2019","SA","56-18 69th St","","6","0","0","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1947","2/3/1947","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.maspethfederal.com","206312","150670","63341","196935","74119","22587","69506","13036","32493","15112","8865"
"30429","5323","454975","0","Massena Savings and Loan","Massena","NY","13662","6/30/2019","11/18/2019","SA","255 Main Street","","2","0","0","5","0","Saint Lawrence","","","1/1/1924","10/14/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","28607","20186","8387","18750","16529","5126","14796","0","4103","9860","833"
"2359","9252","857811","3045011","Mauch Chunk Trust Company","Jim Thorpe","PA","18229","6/30/2019","11/18/2019","NM","1111 North Street","MAUCH CHUNK TRUST FINANCIAL CORP.","8","0","0","8","0","Carbon","10900","Allentown-Bethlehem-Easton, PA-NJ","8/25/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","36309","24448","17393","25646","15954","1764","8033","4321","1357","2355","0"
"15930","0","694146","1133615","Maxwell State Bank","Maxwell","IA","50161","6/30/2019","11/18/2019","NM","122 Main Street","DENTEL BANCORPORATION","1","0","0","2","1","Story","11180","Ames, IA","2/1/1943","2/1/1943","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","3915","2439","547","2924","2219","664","500","0","500","0","0"
"13736","15541","1009840","1204355","Maynard Savings Bank","Maynard","IA","50655","6/30/2019","11/18/2019","NM","310 West Main Street","FAYETTE BANCORPORATION","2","0","0","2","1","Fayette","","","1/1/1895","1/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.maynardsavingsbank.com","4568","3494","1056","4268","2575","163","2483","0","1614","869","0"
"30585","5592","411576","0","Mayville Savings Bank","Mayville","WI","53050","6/30/2019","11/18/2019","SB","200 South Main Street","","1","0","0","5","0","Dodge","","","1/1/1922","7/6/1953","8/5/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.mayvillesavings.com","13905","3523","2021","5543","8041","1823","5550","0","4372","680","497"
"12899","15618","358448","2907251","Mayville State Bank","Mayville","MI","48744","6/30/2019","11/18/2019","NM","37 E. Ohmer Rd.","MAYVILLE FINANCIAL CORPORATION","2","0","0","8","0","Tuscola","","","4/15/1885","1/1/1934","1/14/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","18979","2876","3712","12050","3978","2116","667","0","350","317","0"
"14816","9117","132554","1123933","mBank","Manistique","MI","49854","6/30/2019","11/18/2019","NM","130 South Cedar Street","MACKINAC FINANCIAL CORPORATION","30","0","1","4","0","Schoolcraft","","","10/13/1934","10/13/1934","10/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","http://www.bankmbank.com","279554","91066","71220","171764","107096","20540","11640","2717","5915","2112","896"
"15669","0","522753","1103999","MCBank","Goldthwaite","TX","76844","6/30/2019","11/18/2019","NM","1017 Parker Street","GOLDTHWAITE BANCSHARES, INC.","5","0","0","2","1","Mills","","","11/24/1908","6/20/1939","6/3/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.mcbanktx.com","27112","23531","17243","24132","5653","3615","5759","2658","2422","266","413"
"4187","11821","648251","1060485","McClain Bank","Purcell","OK","73080","6/30/2019","11/18/2019","NM","131 West Main Street","MCCLAIN COUNTY BANCORPORATION, INC.","5","0","0","4","0","Mcclain","36420","Oklahoma City, OK","3/8/1922","1/1/1934","10/18/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","14382","10652","9493","11053","3093","1394","5455","2437","2611","407","0"
"11261","0","399357","0","McClave State Bank","Mcclave","CO","81057","6/30/2019","11/18/2019","NM","101 East First Street","","1","0","0","2","0","Bent","","","3/9/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","5421","14549","2667","9838","5751","1714","1995","0","1482","512","0"
"23798","14781","423159","2642196","McCurtain County National Bank","Broken Bow","OK","74728","6/30/2019","11/18/2019","N","20 North Park Drive","MCCURTAIN COUNTY BANCSHARES, INC.","4","0","0","8","0","Mccurtain","","","4/23/1982","4/23/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","21559","21226","10319","20994","9323","2148","13386","4822","8313","251","0"
"2476","9863","663647","1204748","McFarland State Bank","Mc Farland","WI","53558","6/30/2019","11/18/2019","NM","5990 Highway 51","NORTHERN BANKSHARES, INC.","6","0","0","4","1","Dane","31540","Madison, WI","1/5/1905","1/1/1934","1/28/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","75861","52058","11126","91502","23999","1293","17399","759","11725","4915","0"
"11242","13681","897648","3487965","McGehee Bank","Mcgehee","AR","71654","6/30/2019","11/18/2019","NM","301 North Second Street","MCGEHEE BANK EMPLOYEE STOCK OWNERSHIP PLAN THE","4","0","0","2","1","Desha","","","12/6/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","11544","8243","6589","11842","1356","0","8842","5637","3205","0","0"
"30864","6031","446877","3866878","McHenry Savings Bank","Mchenry","IL","60050","6/30/2019","11/18/2019","SB","353 Bank Drive","MCHENRY BANCORP, INC.","3","0","0","8","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1955","6/12/1957","4/5/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","31496","38078","3428","22498","24593","19056","6138","0","4685","1453","0"
"13794","0","720858","1143678","McIntosh County Bank","Ashley","ND","58413","6/30/2019","11/18/2019","NM","204 West Main Street","MCINTOSH COUNTY BANK HOLDING COMPANY, INC.","2","0","0","2","1","Mcintosh","","","1/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","16703","6121","1753","9535","10311","1225","1814","0","810","277","727"
"13955","9201","480853","1135280","McKenzie Banking Company","Mc Kenzie","TN","38201","6/30/2019","11/18/2019","NM","676 North Main Street","PROGRESSIVE FINANCIAL SERVICES, INC.","9","0","0","8","0","Carroll","","","2/28/1934","2/28/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","","15918","9969","4816","15359","4690","1022","1549","263","960","326","0"
"6803","0","20633","2913083","MCNB Bank and Trust Co.","Welch","WV","24801","6/30/2019","11/18/2019","NM","75 Wyoming Street","MCNB BANKS, INC.","8","0","1","4","0","Mcdowell","","","7/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","26561","22731","4994","16108","23753","4437","5976","250","3786","1675","265"
"28186","1090","757779","0","MCS Bank","Lewistown","PA","17044","6/30/2019","11/18/2019","SB","19 North Brown Street","","6","0","0","4","0","Mifflin","","","1/1/1923","5/21/1956","12/11/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","29296","22455","3884","9941","14354","23572","5384","777","2215","825","1567"
"25173","8785","776547","1100309","Meade County Bank","Brandenburg","KY","40108","6/30/2019","11/18/2019","NM","2175 Bypass Road","MEADE BANCORP, INC.","4","0","0","4","0","Meade","21060","Elizabethtown-Fort Knox, KY","6/7/1984","6/7/1984","1/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.meadecountybank.com","27805","17793","4814","25290","15192","301","7503","376","4011","3116","0"
"58722","0","3719648","0","Meadows Bank","Las Vegas","NV","89148","6/30/2019","11/18/2019","NM","8912 Spanish Ridge Ave, # 10","","6","0","1","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","3/26/2008","3/26/2008","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","","18255","63049","18553","51004","11747","0","120702","48583","60602","11517","0"
"12266","13322","332224","2807810","Mechanics & Farmers Bank","Durham","NC","27701","6/30/2019","11/18/2019","NM","116 West Parrish Street","M&F BANCORP, INC.","8","0","0","4","0","Durham","20500","Durham-Chapel Hill, NC","3/1/1908","1/1/1934","9/30/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","12114","58469","8496","55882","5934","271","19557","10798","4541","4218","0"
"12206","15924","752644","3165106","Mechanics Bank","Water Valley","MS","38965","6/30/2019","11/18/2019","NM","319 North Main Street","MECHANICS BANC HOLDING COMPANY","6","0","0","4","0","Yalobusha","","","1/1/1892","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","http://www.mechanicsbankms.com","32676","43507","6843","30874","32656","5809","13217","945","3947","6918","1407"
"1768","12587","936462","4759650","Mechanics Bank","Walnut Creek","CA","94596","6/30/2019","11/18/2019","NM","1111 Civic Drive","2011 TCRT","46","0","1","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/1/1905","1/1/1934","8/30/2019","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.mechanicsbank.com","211527","112073","130697","117683","64692","10528","185527","100161","56313","26617","2436"
"29011","2762","943675","2395326","Mechanics Bank","Mansfield","OH","44902","6/30/2019","11/18/2019","NM","2 South Main Street","MECHANICS FINANCIAL CORPORATION","9","0","0","5","0","Richland","31900","Mansfield, OH","1/1/1886","9/2/1959","1/1/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","73920","35255","9162","38086","49411","12516","25189","5420","6180","12084","1505"
"26634","0","183770","4262347","Mechanics Cooperative Bank","Taunton","MA","2780","6/30/2019","11/18/2019","SB","316 Broadway","MECHANICS BANCORP, MHC","10","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1877","4/17/1986","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","110065","67382","38707","51697","71378","15665","44652","7888","18759","16215","1790"
"17476","14626","548203","4902643","Mechanics' Savings Bank","Auburn","ME","4210","6/30/2019","11/18/2019","SB","100 Minot Avenue","MAINE COMMUNITY BANCORP, MHC","4","0","0","4","0","Androscoggin","30340","Lewiston-Auburn, ME","2/16/1875","7/28/1955","10/5/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","75339","57364","24198","68803","35129","4573","10795","2847","5581","2367","0"
"57449","0","3228908","0","Medallion Bank","Salt Lake City","UT","84121","6/30/2019","11/18/2019","NM","1100 E 6600 South, # 510","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","12/22/2003","12/22/2003","9/26/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","","927658","0","116138","214764","413802","182954","0","0","0","0","0"
"15772","0","826648","2291398","Mediapolis Savings Bank","Mediapolis","IA","52637","6/30/2019","11/18/2019","NM","605 Main Street","MEDIAPOLIS BANCORPORATION","3","0","0","2","1","Des Moines","","","9/16/1940","9/16/1940","7/3/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","26864","14694","2673","8558","19349","10978","20459","4136","8609","4149","3565"
"58401","0","3690635","0","Mega Bank","San Gabriel","CA","91776","6/30/2019","11/18/2019","NM","245 West Valley Boulevard","","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/5/2008","2/5/2008","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","5878","75288","26266","46071","8721","109","90880","29486","48804","12590","0"
"26511","0","338178","4647887","Melrose Bank","Melrose","MA","2176","6/30/2019","11/18/2019","SB","638 Main Street","MELROSE BANCORP, INC.","1","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/21/1986","6/7/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","47194","68205","23602","49929","40022","1846","28549","5707","11170","11672","0"
"256","0","764441","1205428","Melvin Savings Bank","Melvin","IA","51350","6/30/2019","11/18/2019","NM","260 Main Street","BENZ HOLDING COMPANY","2","0","0","2","1","Osceola","","","1/1/1912","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.melvinsavingsbank.com","9695","4028","3301","7087","2960","375","822","250","572","0","0"
"57470","17944","3219269","0","Members Trust Company","Tampa","FL","33637","6/30/2019","11/18/2019","SA","14025 Riveredge Drive, # 280","","3","0","1","5","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","10/30/2003","10/30/2003","7/1/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","www.memberstrust.com","0","0","0","0","0","0","0","0","0","0","0"
"3336","0","375650","2291295","Menard  Bank","Menard","TX","76859","6/30/2019","11/18/2019","SM","201 Ellis Street","MENARD BANCSHARES, INC.","1","0","0","2","1","Menard","","","1/1/1919","1/1/1934","12/30/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","3020","3703","2017","3907","632","167","5505","3667","1838","0","0"
"9003","0","413851","1126831","Menno State Bank","Menno","SD","57045","6/30/2019","11/18/2019","NM","105 South Fifth Street","MENNO HOLDING COMPANY","1","0","0","2","0","Hutchinson","","","1/1/1901","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","5729","694","1448","3599","1376","0","500","0","500","0","0"
"19200","10542","215354","1097137","Meramec Valley Bank","Valley Park","MO","63088","6/30/2019","11/18/2019","NM","35 Marshall Road","VALLEY BANCSHARES, INC.","2","0","0","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1918","8/6/1964","8/4/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","11249","12820","3330","10957","8174","1610","1937","0","1937","0","0"
"34598","0","2608754","2608763","Mercantile Bank of Michigan","Grand Rapids","MI","49504","6/30/2019","11/18/2019","NM","310 Leonard Street Nw","MERCANTILE BANK CORPORATION","48","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","12/15/1997","12/15/1997","5/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.mercbank.com","375906","141027","99948","220774","176053","20158","142424","28721","50223","54021","9459"
"445","9674","866121","1247183","Mercer County State Bank","Sandy Lake","PA","16145","6/30/2019","11/18/2019","NM","3279 South Main Street","MERCER COUNTY STATE BANCORP, INC.","12","0","0","4","0","Mercer","49660","Youngstown-Warren-Boardman, OH-PA","6/20/1911","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","60224","35222","4928","29151","45743","15624","12242","0","5527","6170","545"
"30084","4715","661072","0","Mercer Savings Bank","Celina","OH","45822","6/30/2019","11/18/2019","SA","1100 Irmscher Blvd","","4","0","0","5","0","Mercer","","","1/1/1888","4/18/1940","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.mercersavings.com","22197","8880","3019","13184","12556","2318","1784","0","773","508","503"
"11446","0","837840","1995523","Merchants & Farmers Bank","Holly Springs","MS","38635","6/30/2019","11/18/2019","NM","650 Highway 7 South","M & F BANCORP, INC.","5","0","0","8","1","Marshall","32820","Memphis, TN-MS-AR","3/15/1899","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","","10228","9131","8165","9539","1655","0","8771","3362","5409","0","0"
"9319","0","136338","1084203","Merchants & Farmers Bank & Trust Company","Leesville","LA","71446","6/30/2019","11/18/2019","NM","501 South Fifth Street","MERCHANTS & FARMERS BANCSHARES, INC.","8","0","0","4","0","Vernon","","","1/1/1928","1/1/1934","7/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","","17028","36606","6524","29782","17193","135","11509","3911","5071","2527","0"
"855","0","376237","2111432","Merchants & Farmers Bank of Greene County, Alabama","Eutaw","AL","35462","6/30/2019","11/18/2019","NM","251 Prairie Avenue","MERCHANTS AND FARMERS BANCSHARES, INC.","2","0","0","4","1","Greene","46220","Tuscaloosa, AL","1/1/1900","1/1/1934","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","5098","5214","1395","2838","3163","2916","7009","0","3217","2464","1328"
"12203","0","94139","3696093","Merchants & Marine Bank","Pascagoula","MS","39567","6/30/2019","11/18/2019","NM","3118 Pascagoula Street","MERCHANTS & MARINE BANCORP, INC.","13","0","1","4","0","Jackson","25060","Gulfport-Biloxi-Pascagoula, MS","1/11/1932","1/1/1934","6/12/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","29382","37682","10566","34989","17656","3853","15348","5665","7790","1380","513"
"16464","13826","99143","3394429","Merchants & Planters' Bank","Newport","AR","72112","6/30/2019","11/18/2019","NM","Second And Hazel Streets","M&P COMMUNITY BANCSHARES, INC. 401(K) EMPLOYEE STOCK OWNERSHIP PLAN","12","0","0","2","0","Jackson","","","8/6/1946","8/6/1946","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","30908","23847","13324","26287","12635","2509","18654","3840","12439","2075","300"
"8735","15744","644842","1099506","Merchants and Farmers Bank","Dumas","AR","71639","6/30/2019","11/18/2019","NM","500 Highway 65 South","M & F FINANCIAL CORPORATION","3","0","0","2","0","Desha","","","5/10/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","18727","19663","4348","20641","12964","437","12354","5912","5640","253","549"
"20040","15386","1008432","2022734","Merchants and Manufacturers Bank","Joliet","IL","60432","6/30/2019","11/18/2019","NM","601 East Cass Street","MERCHANTS AND MANUFACTURERS BANK CORPORATION","5","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/24/1969","9/24/1969","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","38318","16645","11172","32459","10994","338","3451","754","2397","300","0"
"327","12538","579636","0","Merchants and Planters Bank","Raymond","MS","39154","6/30/2019","11/18/2019","NM","308 Raymond Square","","5","0","0","4","0","Hinds","27140","Jackson, MS","2/1/1906","1/1/1934","8/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","5523","2987","3038","3627","1340","505","3179","0","2875","304","0"
"8943","0","700458","1142206","Merchants Bank","Rugby","ND","58368","6/30/2019","11/18/2019","NM","210 Main Avenue S.","MERCHANTS HOLDING COMPANY","5","0","1","2","0","Pierce","","","8/4/1897","1/1/1934","2/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","16561","10935","1952","12349","7595","5600","9324","955","1945","1935","4489"
"46","0","113937","1082955","Merchants Bank of Alabama","Cullman","AL","35055","6/30/2019","11/18/2019","NM","900 Second Avenue, Sw","MERCHANTS FINANCIAL SERVICES, INC.","5","0","0","4","0","Cullman","","","1/1/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","27234","25640","5895","18697","18365","9917","11689","0","6239","4510","940"
"7391","15326","935111","2298904","Merchants Bank of Bangor","Bangor","PA","18013","6/30/2019","11/18/2019","SM","25 Broadway","MNB CORPORATION","9","0","0","4","0","Northampton","10900","Allentown-Bethlehem-Easton, PA-NJ","10/8/1890","1/1/1934","6/28/2008","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","31852","10656","5499","15561","19855","1593","5016","506","605","3905","0"
"24074","0","933863","1030040","Merchants Bank of Commerce","Redding","CA","96002","6/30/2019","11/18/2019","NM","1951 Churn Creek Road","BANK OF COMMERCE HOLDINGS","13","0","0","4","0","Shasta","39820","Redding, CA","10/22/1982","10/22/1982","5/20/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.mboc.com","33029","54947","22076","30188","28579","7133","72580","14894","21669","33151","2866"
"8056","0","963945","3530786","Merchants Bank of Indiana","Carmel","IN","46032","6/30/2019","11/18/2019","NM","11555 N Meridian St, # 400","MERCHANTS BANCORP","5","0","0","4","0","Hamilton","26900","Indianapolis-Carmel-Anderson, IN","6/23/1923","1/1/1934","9/12/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.merchantsbankofindiana.com","1594191","15471","867108","731896","10607","51","74263","8819","29655","35789","0"
"8866","13801","779351","1128769","Merchants Bank, National Association","Winona","MN","55987","6/30/2019","11/18/2019","N","100-106 East Third Street","MERCHANTS FINANCIAL GROUP, INC.","23","0","1","4","0","Winona","","","1/1/1875","1/1/1934","2/14/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.merchantsbank.com","144005","106628","43689","97974","104632","4339","81594","17179","37301","26798","316"
"58184","0","3487433","0","Merchants Commercial Bank","St Thomas","VI","802","6/30/2019","11/18/2019","NM","4608 Tutu Park Mall","","0","0","0","7","0","Saint Thomas","","","10/30/2006","10/30/2006","3/27/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","2","1","","642","889","383","794","126","228","3437","1404","1257","777","0"
