cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"11767","9867","652043","2208033","FreedomBank","Elkader","IA","52043","6/30/2019","11/18/2019","NM","210 South Main","FREEDOMBANK SHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","5","0","0","2","1","Clayton","","","1/1/1903","1/1/1934","4/1/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","16950","2363","3877","10710","29511","10045","6482","12984","43300","2554","12642","28104","61147","23045","20940","17162","130","67","37","26","541","455","50","36","283","67","105","111","1215","982","164","69"
"30519","5489","588478","3888414","Freehold Savings Bank","Freehold","NJ","7728","6/30/2019","11/18/2019","SB","68 W Main St","FREEHOLD MHC","2","0","0","5","0","Monmouth","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1869","9/11/1951","9/28/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.freeholdsavingsbank.com","25408","384","3359","21665","0","0","0","0","0","0","0","0","0","0","0","0","69","5","21","43","0","0","0","0","0","0","0","0","0","0","0","0"
"14926","0","735049","0","Freeland State Bank","Freeland","MI","48623","6/30/2019","11/18/2019","NM","185 East Washington Street","","1","0","0","7","0","Saginaw","40980","Saginaw, MI","1/1/1904","10/8/1934","8/9/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","337","134","203","0","29","29","0","0","331","138","193","0","0","0","0","0","9","5","4","0","3","3","0","0","4","3","1","0","0","0","0","0"
"8210","0","72454","1125795","Freeport State Bank","Freeport","MN","56331","6/30/2019","11/18/2019","NM","111 Main Street East","FREEPORT BANCSHARES, INC.","4","0","0","2","0","Stearns","41060","St. Cloud, MN","1/1/1908","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","7336","309","2273","4754","12001","3706","3663","4632","16011","989","5602","9420","15864","5934","5010","4920","45","9","19","17","209","162","33","14","103","19","43","41","245","193","38","14"
"19222","9846","739560","1026801","Fremont Bank","Fremont","CA","94538","6/30/2019","11/18/2019","NM","39150 Fremont Boulevard","FREMONT BANCORPORATION","23","0","0","4","1","Alameda","41860","San Francisco-Oakland-Hayward, CA","9/3/1964","9/3/1964","8/14/2019","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.fremontbank.com","119141","0","2291","116850","131516","18037","20712","92767","0","0","0","0","0","0","0","0","242","0","14","228","880","357","198","325","0","0","0","0","0","0","0","0"
"58090","0","3398623","4666280","Fresno First Bank","Fresno","CA","93711","6/30/2019","11/18/2019","NM","7690 N. Palm Ave., Ste. 101","COMMUNITIES FIRST FINANCIAL CORPORATION","1","0","0","4","0","Fresno","23420","Fresno, CA","12/23/2005","12/23/2005","6/29/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","32080","181","4699","27200","59090","3739","14752","40599","6197","250","1926","4021","2693","68","353","2272","91","4","31","56","412","122","148","142","33","5","14","14","25","5","5","15"
"2828","10482","244037","2848653","Friend Bank","Slocomb","AL","36375","6/30/2019","11/18/2019","NM","220 E. Lawrence Harris Hwy","SNB HOLDINGS, INC.","5","0","0","4","1","Geneva","20020","Dothan, AL","10/1/1905","1/1/1934","1/1/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","14841","1404","4128","9309","8408","4112","1251","3045","5655","1110","1858","2687","5033","1166","1959","1908","95","33","34","28","195","175","12","8","59","31","17","11","82","64","12","6"
"58218","0","3470930","0","Friendly Hills Bank","Whittier","CA","90603","6/30/2019","11/18/2019","SM","16011 E. Whittier Boulevard","","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/18/2006","9/18/2006","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","11049","0","478","10571","6188","594","1041","4553","0","0","0","0","0","0","0","0","24","0","2","22","49","21","12","16","0","0","0","0","0","0","0","0"
"35376","0","2911856","0","Friends Bank","New Smyrna Beach","FL","32168","6/30/2019","11/18/2019","NM","2222 State Road 44","","4","0","0","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","5/15/2000","5/15/2000","9/30/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.friendsbank.com","20854","302","3793","16759","64","64","0","0","0","0","0","0","0","0","0","0","74","5","29","40","6","6","0","0","0","0","0","0","0","0","0","0"
"14730","10577","191355","1051979","Frontier Bank","Lamar","CO","81052","6/30/2019","11/18/2019","NM","200 South Main","WHITCORP FINANCIAL COMPANY","8","0","0","2","1","Prowers","","","8/25/1934","8/25/1934","10/1/2013","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.frontierbankco.com","11203","746","3856","6601","2844","575","1010","1259","14857","991","5443","8423","7675","1759","2384","3532","71","22","29","20","63","45","13","5","102","31","40","31","130","84","29","17"
"15545","15948","33857","3316186","Frontier Bank","Omaha","NE","68118","6/30/2019","11/18/2019","NM","17002 Marcy St., Suite 120","FRONTIER MANAGEMENT, LLC","9","0","0","2","1","Douglas","36540","Omaha-Council Bluffs, NE-IA","10/6/1937","10/6/1937","3/6/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.frontbank.com","35592","2091","6725","26776","54320","10802","12239","31279","50459","5370","15248","29841","27624","7253","8774","11597","167","59","44","64","761","546","117","98","366","141","126","99","723","546","117","60"
"33922","12117","2218443","1827914","Frontier Bank","Sioux Falls","SD","57104","6/30/2019","11/18/2019","SA","101 South Phillips Avenue","ROCK RIVERS BANCORP","5","0","1","2","1","Minnehaha","43620","Sioux Falls, SD","6/24/1994","6/24/1994","10/23/2017","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Minneapolis","Western","West","0","1","","18051","366","2339","15346","8951","1198","2905","4848","6488","364","1803","4321","5508","1160","1505","2843","60","10","15","35","91","48","26","17","44","9","16","19","95","56","25","14"
"58509","0","3472046","4721291","Frontier Bank of Texas","Elgin","TX","78621","6/30/2019","11/18/2019","NM","1213 Highway 290","FRONTIER COMMUNITY BANCSHARES, INC.","5","0","0","4","0","Bastrop","12420","Austin-Round Rock, TX","6/11/2007","6/11/2007","10/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","https://frontierbankoftexas.com","27817","1881","6102","19834","17195","7841","4120","5234","9359","2427","4938","1994","6938","4675","2130","133","117","35","39","43","527","471","40","16","90","48","35","7","385","368","15","2"
"58743","0","3627109","0","Frontier Community Bank","Waynesboro","VA","22980","6/30/2019","11/18/2019","SM","400 Lou Dewitt Boulevard","","2","0","0","4","0","Waynesboro City","44420","Staunton-Waynesboro, VA","2/6/2008","2/6/2008","4/9/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","15990","378","1392","14220","13423","3289","2242","7892","716","100","268","348","0","0","0","0","57","8","11","38","166","122","20","24","5","1","2","2","0","0","0","0"
"21978","9994","632858","0","Frontier State Bank","Oklahoma City","OK","73129","6/30/2019","11/18/2019","NM","5100 S. I-35 Service Road","","1","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","4/14/1975","4/14/1975","4/22/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.frontier-ok.com","6907","146","1452","5309","12146","1061","1908","9177","0","0","0","0","2182","0","749","1433","31","6","12","13","90","40","31","19","0","0","0","0","8","0","4","4"
"5510","15825","682563","1102367","Frost  Bank","San Antonio","TX","78205","6/30/2019","11/18/2019","SM","100 West Houston Street","CULLEN/FROST BANKERS, INC.","146","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","2/20/1899","1/1/1934","6/30/2019","Stock","0","1","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","http://www.frostbank.com","687484","8126","78851","600507","1029317","157167","195778","676372","1331","78","385","868","689","75","369","245","2243","169","637","1437","8898","5067","1809","2022","11","2","5","4","7","4","2","1"
"26519","0","943853","0","Frost State Bank","Frost","MN","56033","6/30/2019","11/18/2019","NM","205 Main St","","1","0","0","2","0","Faribault","","","12/20/1985","12/20/1985","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","1727","1727","0","0","5635","5635","0","0","3994","246","1845","1903","19801","5169","7975","6657","23","23","0","0","90","90","0","0","32","7","13","12","301","168","82","51"
"16416","52377","125154","4208961","FSNB, National Association","Lawton","OK","73501","6/30/2019","11/18/2019","N","1420 Southwest Lee Blvd","JRMB II, INC","87","0","1","7","1","Comanche","30020","Lawton, OK","7/1/1946","7/1/1946","7/24/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fsnb.com","6940","119","807","6014","2477","730","420","1327","1675","25","0","1650","0","0","0","0","21","2","6","13","26","19","4","3","5","1","0","4","0","0","0","0"
"7551","9396","474919","1117129","Fulton Bank, National Association","Lancaster","PA","17604","6/30/2019","11/18/2019","N","One Penn Square, P.O. Box 48","FULTON FINANCIAL CORPORATION","189","0","1","4","0","Lancaster","29540","Lancaster, PA","1/1/1882","1/1/1934","5/18/2019","Stock","0","1","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","www.fultonbank.com","851343","18612","117395","715336","521541","73987","114626","332928","163365","12810","39303","111252","77329","21439","30526","25364","4277","702","1303","2272","7745","4500","1531","1714","1327","458","418","451","1410","937","332","141"
"15966","13348","900502","0","Fulton Savings Bank","Fulton","NY","13069","6/30/2019","11/18/2019","SB","75 South First Street","","6","0","0","7","0","Oswego","45060","Syracuse, NY","1/1/1871","7/1/1943","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","10906","1814","3491","5601","1508","262","469","777","0","0","0","0","0","0","0","0","94","42","33","19","38","28","8","2","0","0","0","0","0","0","0","0"
"58696","0","3614976","4875907","FVCbank","Fairfax","VA","22030","6/30/2019","11/18/2019","SM","11325 Random Hills Road","FVCBANKCORP, INC.","11","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/27/2007","11/27/2007","10/13/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","91431","1042","8831","81558","54205","5142","9589","39474","1274","0","918","356","298","0","0","298","261","20","59","182","251","108","60","83","8","0","7","1","1","0","0","1"
"999","10335","540542","2004039","G. W. Jones Exchange Bank","Marcellus","MI","49067","6/30/2019","11/18/2019","SM","119-21 West Main Street","JONES BANCORP, INC.","4","0","0","8","0","Cass","43780","South Bend-Mishawaka, IN-MI","5/28/1877","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","6362","6362","0","0","1352","1352","0","0","1287","238","97","952","125","125","0","0","14","14","0","0","63","63","0","0","10","6","1","3","4","4","0","0"
"32307","8123","24378","0","Galion Building and Loan Bank","Galion","OH","44833","6/30/2019","11/18/2019","NM","135 South Market Street","","2","0","0","5","0","Crawford","","","2/13/1884","4/17/1985","1/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","2020","347","610","1063","584","403","61","120","0","0","0","0","0","0","0","0","20","9","9","2","20","18","1","1","0","0","0","0","0","0","0","0"
"19687","13038","987651","1139756","Garden Plain State Bank","Wichita","KS","67209","6/30/2019","11/18/2019","NM","10526 West Maple Street","GARDEN PLAIN BANCSHARES, INC.","2","0","0","8","0","Sedgwick","48620","Wichita, KS","12/21/1966","3/17/1967","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","2395","175","1119","1101","3397","945","973","1479","408","11","397","0","389","150","239","0","23","7","10","6","61","43","10","8","5","1","4","0","11","10","1","0"
"18164","0","608358","1842551","Garfield County Bank","Jordan","MT","59337","6/30/2019","11/18/2019","NM","444 Main Street","GARFIELD COUNTY BANCSHARES, INC.","2","0","0","2","0","Garfield","","","3/14/1960","3/14/1960","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","5585","5585","0","0","3627","3627","0","0","7848","67","2427","5354","35396","13178","12969","9249","47","47","0","0","111","111","0","0","38","3","16","19","579","434","109","36"
"15306","0","808653","1126523","Garrison State Bank and Trust","Garrison","ND","58540","6/30/2019","11/18/2019","NM","102 North Main Street","MCLEAN BANK HOLDING COMPANY","2","0","0","2","0","Mclean","","","11/2/1935","11/19/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","8219","890","1760","5569","6395","1809","796","3790","26778","1916","6638","18224","43959","4428","3552","35979","54","29","14","11","101","84","7","10","149","53","53","43","310","175","40","95"
"27774","257","657271","0","Gate City Bank","Fargo","ND","58102","6/30/2019","11/18/2019","SA","500 Second Avenue North","","39","0","1","5","0","Cass","22020","Fargo, ND-MN","1/1/1923","7/12/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.gatecity.bank","44362","1595","7929","34838","36352","13312","8954","14086","0","0","0","0","191","191","0","0","169","27","59","83","709","572","87","50","0","0","0","0","6","6","0","0"
"10306","13807","136459","1135374","Gates Banking and Trust Company","Gates","TN","38037","6/30/2019","11/18/2019","SM","Wardlaw And Third Streets","SECURITY BANCORP OF TENNESSEE, INC.","1","0","0","2","0","Lauderdale","","","9/1/1904","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.gatesbank.com","1764","21","46","1697","3515","378","87","3050","922","228","424","270","818","315","0","503","8","2","1","5","18","9","3","6","18","6","5","7","12","10","0","2"
"57644","0","3223417","3223396","Gateway Bank","Mendota Heights","MN","55118","6/30/2019","11/18/2019","NM","745 Market Street","GATEWAY BANCORPORATION, INC.","2","0","0","4","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/20/2004","1/20/2004","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.gateway-banking.com","31686","614","5779","25293","51130","4790","9806","36534","115","0","115","0","0","0","0","0","117","14","43","60","341","137","94","110","2","0","2","0","0","0","0","0"
"8730","0","733540","4512378","Gateway Bank","Rison","AR","71665","6/30/2019","11/18/2019","NM","112 Main Street","SIGMA HOLDINGS, INC.","2","0","0","4","1","Cleveland","38220","Pine Bluff, AR","1/1/1932","1/1/1934","10/15/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.gatewaybank.bank","9960","1050","2180","6730","9840","3272","3026","3542","605","275","330","0","368","49","319","0","49","23","13","13","129","101","20","8","7","5","2","0","3","1","2","0"
"33103","8857","1493319","0","Gateway Bank, F.S.B.","Oakland","CA","94607","6/30/2019","11/18/2019","SA","360 Eighth Street","","1","0","0","5","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","6/8/1990","6/8/1990","2/23/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","4237","0","0","4237","1649","53","0","1596","0","0","0","0","0","0","0","0","5","0","0","5","3","1","0","2","0","0","0","0","0","0","0","0"
"58678","0","3667132","0","Gateway Commercial Bank","Mesa","AZ","85212","6/30/2019","11/18/2019","NM","6860 East Warner Road","","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","12/3/2007","12/3/2007","8/12/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","www.gcbaz.com","21603","163","1765","19675","13280","939","1842","10499","0","0","0","0","0","0","0","0","65","3","17","45","91","42","17","32","0","0","0","0","0","0","0","0"
"15118","16041","3851427","0","Gateway First Bank","Jenks","OK","74037","6/30/2019","11/18/2019","NM","244 South Gateway Place","","11","0","1","9","0","Alfalfa","","","3/2/1935","5/3/1935","5/3/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.gatewayfirst.com","11663","331","1571","9761","49679","2828","8978","37873","9403","875","4295","4233","9117","3199","2554","3364","47","9","13","25","438","133","128","177","74","28","32","14","228","170","38","20"
"22366","0","972769","2017673","GBC International Bank","Los Angeles","CA","90036","6/30/2019","11/18/2019","NM","5670 Wilshire Blvd, # 1780","GBC HOLDINGS, INC.","9","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/15/1976","11/15/1976","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","84496","71","5208","79217","22601","8","523","22070","0","0","0","0","0","0","0","0","212","3","34","175","108","2","12","94","0","0","0","0","0","0","0","0"
"32287","8095","291273","3828625","Geauga Savings Bank","Newbury","OH","44065","6/30/2019","11/18/2019","SA","10800 Kinsman Road","MAPLE LEAF FINANCIAL, INC.","2","0","0","4","0","Geauga","17460","Cleveland-Elyria, OH","8/30/1983","3/25/1985","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","31345","570","6081","24694","5156","677","2417","2062","2369","0","648","1721","0","0","0","0","109","10","43","56","54","27","21","6","13","0","7","6","0","0","0","0"
"30397","5278","451273","0","Geddes Federal Savings and Loan Association","Syracuse","NY","13219","6/30/2019","11/18/2019","SA","2208 West Genesee St","","1","0","0","5","0","Onondaga","45060","Syracuse, NY","1/1/1948","3/30/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.geddesfederal.com","372","63","309","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14096","0","1016558","4195285","Generations Bank","Exeter","NE","68351","6/30/2019","11/18/2019","NM","139 South Exeter Avenue","GLAASS FINANCIAL, LLC","1","0","0","2","0","Fillmore","","","1/1/1934","3/21/1934","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","2427","641","400","1386","4520","1394","1619","1507","2463","382","1229","852","6712","883","921","4908","26","16","5","5","67","48","14","5","21","8","7","6","63","37","8","18"
"16040","18024","442011","2912442","Generations Bank","Seneca Falls","NY","13148","6/30/2019","11/18/2019","SA","19 Cayuga Street","SENECA FALLS SAVINGS BANK MHC, THE","10","0","0","6","0","Seneca","","","5/21/1870","7/1/1943","9/29/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.mygenbank.com","16529","1691","3387","11451","13081","3241","1872","7968","343","0","0","343","347","33","117","197","90","32","27","31","263","213","30","20","1","0","0","1","6","3","2","1"
"88","10660","329345","2352196","Generations Bank","Rogers","AR","72758","6/30/2019","11/18/2019","NM","3710 Southern Hills Blvd, #","HARRELL BANCSHARES, INC.","11","0","0","4","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","10/8/1907","1/1/1934","3/21/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","36850","2068","9945","24837","23813","6475","5615","11723","7749","1757","2345","3647","506","325","181","0","195","55","76","64","442","356","55","31","71","37","21","13","15","13","2","0"
"59149","0","5336928","2912442","Generations Commercial Bank","Seneca Falls","NY","13148","6/30/2019","11/18/2019","NM","19 Cayuga Street","SENECA FALLS SAVINGS BANK MHC, THE","1","0","0","7","0","Seneca","","","12/31/2018","12/31/2018","12/31/2018","Stock","16040","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26333","0","852704","3644722","Genesee Regional Bank","Rochester","NY","14618","6/30/2019","11/18/2019","NM","1850 South Winton Rd","GREATER ROCHESTER BANCORP, INC.","3","0","0","4","0","Monroe","40380","Rochester, NY","8/12/1985","8/12/1985","5/19/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","39319","215","3736","35368","60625","2523","8380","49722","580","0","0","580","0","0","0","0","108","4","26","78","385","119","92","174","2","0","0","2","0","0","0","0"
"5408","0","2750","0","Genoa Community Bank","Genoa","NE","68640","6/30/2019","11/18/2019","NM","Willard Ave. & Oak St.","","1","0","0","2","1","Nance","","","1/1/1903","1/1/1934","6/30/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","1036","483","501","52","2173","276","678","1219","2377","161","687","1529","3398","553","1467","1378","19","15","3","1","30","16","9","5","14","4","5","5","49","25","14","10"
"57071","0","3016347","3016338","Georgia Banking Company","Atlanta","GA","30339","6/30/2019","11/18/2019","NM","6190 Powers Ferry Road","GEORGIA BANKING COMPANY, INC.","2","0","0","5","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/1/2001","11/1/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.geobanking.com","4352","124","388","3840","10627","1132","1035","8460","0","0","0","0","0","0","0","0","28","4","5","19","94","38","15","41","0","0","0","0","0","0","0","0"
"58523","0","3646397","0","Georgia Primary Bank","Atlanta","GA","30342","6/30/2019","11/18/2019","NM","3880 Roswell Road, Ne","","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/22/2007","10/22/2007","2/25/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","24264","552","1588","22124","19906","2185","3332","14389","0","0","0","0","0","0","0","0","75","11","13","51","115","40","27","48","0","0","0","0","0","0","0","0"
"17393","9936","37640","1098620","German American Bank","Jasper","IN","47546","6/30/2019","11/18/2019","NM","711 Main Street","GERMAN AMERICAN BANCORP, INC.","65","0","1","4","0","Dubois","","","11/10/1910","1/18/1955","6/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","http://www.germanamerican.com","353039","35090","80971","236978","237234","46298","54452","136484","109908","14860","43929","51119","55690","14989","13871","26830","2107","821","657","629","2364","1502","477","385","839","321","342","176","570","388","105","77"
"5749","15373","556936","1137453","German-American State Bank","German Valley","IL","61039","6/30/2019","11/18/2019","NM","100 Church Street","FORESIGHT FINANCIAL GROUP, INC.","4","0","0","2","0","Stephenson","","","1/6/1907","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.germanamericanstatebank.com","6759","387","1884","4488","15645","4683","3851","7111","19008","1377","6910","10721","17983","5254","5631","7098","49","13","22","14","296","240","36","20","137","30","64","43","293","209","56","28"
"12113","12626","830748","1098741","Germantown Trust & Savings Bank","Breese","IL","62230","6/30/2019","11/18/2019","NM","205 Germantown Road","GERMANTOWN BANC CORP.","4","0","0","2","1","Clinton","41180","St. Louis, MO-IL","2/6/1906","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","13463","1577","4286","7600","6413","2842","2902","669","45695","5808","17151","22736","6142","1785","2831","1526","111","38","42","31","155","121","28","6","342","129","132","81","99","67","27","5"
"30126","4804","670775","0","Gibraltar Bank","Oak Ridge","NJ","7438","6/30/2019","11/18/2019","SA","5527 Berkshire Valley Road","","3","0","0","5","0","Morris","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1909","9/25/1940","12/1/2016","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.gibraltarbanknj.com","3134","0","714","2420","0","0","0","0","0","0","0","0","0","0","0","0","11","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0"
"16689","0","734350","1136102","Gibsland Bank & Trust Company","Gibsland","LA","71028","6/30/2019","11/18/2019","NM","1246 Third Street","GIBSLAND BANCSHARES, INC.","9","0","0","4","0","Bienville","","","4/15/1948","4/15/1948","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","60222","6069","13876","40277","43042","12094","12410","18538","6130","854","2558","2718","1994","851","925","218","346","153","93","100","664","510","101","53","52","24","19","9","31","23","7","1"
"3219","0","323651","2839969","Gilmer National Bank, Gilmer, Texas","Gilmer","TX","75644","6/30/2019","11/18/2019","N","713 Us Highway 271 N","GILMER NATIONAL BANCSHARES, INC.","1","0","0","8","0","Upshur","30980","Longview, TX","5/1/1901","1/1/1934","1/1/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","6717","738","3580","2399","14213","8171","3373","2669","9384","2619","3565","3200","13109","6223","4235","2651","58","22","28","8","385","345","31","9","123","83","27","13","374","334","32","8"
"30788","5918","2634191","2003975","Glacier Bank","Kalispell","MT","59901","6/30/2019","11/18/2019","NM","49 Commons Loop","GLACIER BANCORP, INC.","167","0","1","4","0","Flathead","","","7/15/1955","7/15/1955","4/29/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","0","www.glacierbank.com","956533","21936","163728","770869","451195","84239","105125","261831","114221","8879","40042","65300","103451","19736","36144","47571","3733","478","1275","1980","6410","4203","1172","1035","760","205","320","235","1380","796","369","215"
"8492","16050","617538","1095058","Glasford State Bank","Glasford","IL","61533","6/30/2019","11/18/2019","NM","305 East Main Street","BACKLUND INVESTMENT CO.","2","0","0","8","1","Peoria","37900","Peoria, IL","9/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.glasfordbank.com","578","578","0","0","323","323","0","0","1131","1131","0","0","1215","1215","0","0","9","9","0","0","16","16","0","0","13","13","0","0","39","39","0","0"
