cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"6861","0","90328","4949303","SKYLINE NATIONAL BANK","Independence","VA","24348","6/30/2019","11/18/2019","N","113 West Main Street","PARKWAY ACQUISITION CORP","20","0","1","4","0","Grayson","","","10/6/1900","1/1/1934","7/1/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","96024","5954","23051","67019","29822","10466","7609","11747","21055","3994","7625","9436","4010","2643","819","548","580","147","196","237","723","536","85","102","213","112","64","37","139","128","9","2"
"8507","0","481748","1201439","Sloan State Bank","Sloan","IA","51055","6/30/2019","11/18/2019","NM","302 Fourth Street","SLOAN STATE CORPORATION","2","0","0","2","1","Woodbury","43580","Sioux City, IA-NE-SD","10/19/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","818","639","0","179","2328","938","375","1015","1406","522","717","167","2152","704","536","912","18","16","1","1","51","44","4","3","27","14","8","5","58","34","15","9"
"27686","111","213471","0","Slovenian Savings and Loan Association of Canonsburg","Strabane","PA","15363","6/30/2019","11/18/2019","SB","130 Boone Avenue","","1","0","0","8","0","Washington","38300","Pittsburgh, PA","1/1/1925","3/9/1960","4/23/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","25577","1092","6959","17526","0","0","0","0","0","0","0","0","0","0","0","0","114","21","49","44","0","0","0","0","0","0","0","0","0","0","0","0"
"31994","7703","568377","0","Slovenian Savings and Loan Association of Franklin-Conemaugh","Conemaugh","PA","15909","6/30/2019","11/18/2019","SA","361 First St","","5","0","0","6","0","Cambria","27780","Johnstown, PA","1/1/1915","12/11/1979","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","","1492","231","912","349","0","0","0","0","0","0","0","0","0","0","0","0","17","10","6","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5623","0","676049","1098264","Smackover State Bank","Smackover","AR","71762","6/30/2019","11/18/2019","NM","708 North Broadway","SMACKOVER BANCSHARES, INC.","4","0","0","8","0","Union","","","4/18/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","","15775","15775","0","0","5179","5179","0","0","4670","4670","0","0","123","123","0","0","160","160","0","0","59","59","0","0","97","97","0","0","7","7","0","0"
"25744","11205","663656","1067617","Small Business Bank","Lenexa","KS","66215","6/30/2019","11/18/2019","SM","13423 West 92nd Street","GARDNER BANCSHARES, INC.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","11/7/1984","11/7/1984","10/7/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","10995","648","1522","8825","12038","2214","3632","6192","0","0","0","0","146","18","128","0","48","15","12","21","143","93","31","19","0","0","0","0","2","1","1","0"
"35112","0","2804864","2804855","Small Town Bank","Wedowee","AL","36278","6/30/2019","11/18/2019","NM","117 Main Street","EAST ALABAMA FINANCIAL GROUP, INC.","6","0","1","4","0","Randolph","","","7/2/1999","7/2/1999","9/12/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","32592","4045","8846","19701","7198","2608","1512","3078","4968","1352","2652","964","403","403","0","0","213","94","72","47","156","131","16","9","72","40","26","6","23","23","0","0"
"58463","0","3532641","1131497","SmartBank","Pigeon Forge","TN","37863","6/30/2019","11/18/2019","SM","2430 Teaster Lane, # 205","SMARTFINANCIAL, INC.","36","0","1","4","0","Sevier","","","1/8/2007","1/8/2007","11/1/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","0","http://www.smartbank.com","226242","4836","36352","185054","172501","31967","43118","97416","8092","1564","3686","2842","476","80","222","174","835","104","275","456","2597","1965","420","212","94","51","31","12","7","4","2","1"
"4196","0","394156","1062416","SNB Bank, National Association","Shattuck","OK","73858","6/30/2019","11/18/2019","N","503 South Main Street","SHATTUCK BANCSHARES, INC.","2","0","1","2","1","Ellis","","","8/1/1909","1/1/1934","8/1/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","3960","469","589","2902","13135","2930","3290","6915","5469","851","1416","3202","7870","3184","804","3882","24","10","4","10","175","124","29","22","51","24","16","11","367","331","17","19"
"58534","0","3397233","3607549","Solera National Bank","Lakewood","CO","80226","6/30/2019","11/18/2019","N","319 S. Sheridan Boulevard","SOLERA NATIONAL BANCORP, INC.","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","9/10/2007","9/10/2007","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","20176","134","580","19462","2462","76","224","2162","0","0","0","0","147","0","0","147","39","2","4","33","17","8","2","7","0","0","0","0","1","0","0","1"
"232","12569","185448","1137903","Solon State Bank","Solon","IA","52333","6/30/2019","11/18/2019","NM","126 South Market Street","SOLON FINANCIAL, INC.","3","0","0","4","1","Johnson","26980","Iowa City, IA","3/17/1932","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.solonstatebank.com","6305","656","1819","3830","17343","4663","4460","8220","1446","219","1002","225","3498","1227","936","1335","42","15","14","13","254","194","44","16","18","5","9","4","95","80","9","6"
"16971","0","612159","1060131","SOLUTIONS NORTH BANK","Stockton","KS","67669","6/30/2019","11/18/2019","NM","123 North Cedar Street","STOCKTON BANCSHARES, INC.","6","0","0","2","0","Rooks","","","1/2/1951","1/2/1951","9/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","13776","1196","1842","10738","19238","6232","3762","9244","27690","5326","11291","11073","41285","19147","11079","11059","87","40","15","32","341","281","38","22","266","132","90","44","892","754","97","41"
"13297","11750","722816","1143342","Solvay Bank","Solvay","NY","13209","6/30/2019","11/18/2019","SM","1537 Milton Avenue","SOLVAY BANK CORP.","10","0","0","8","0","Onondaga","45060","Syracuse, NY","3/17/1917","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","24889","883","8290","15716","62029","12802","13792","35435","0","0","0","0","0","0","0","0","144","19","74","51","830","561","145","124","0","0","0","0","0","0","0","0"
"28778","2343","159971","0","Somerset Savings Bank, SLA","Bound Brook","NJ","8805","6/30/2019","11/18/2019","SA","220 West Union Avenue","","7","0","0","5","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1887","6/4/1957","1/4/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","527","0","355","172","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11112","9306","212522","2914857","Somerset Trust Company","Somerset","PA","15501","6/30/2019","11/18/2019","NM","151 West Main Street","SOMERSET TRUST HOLDING COMPANY","36","0","1","4","0","Somerset","","","1/1/1889","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","somersettrust.com","99390","10429","29017","59944","95740","28502","23172","44066","14025","2215","5718","6092","4747","3041","1268","438","626","246","227","153","1852","1464","232","156","114","55","38","21","190","175","13","2"
"6700","0","411624","5169667","Somerville Bank","Somerville","OH","45064","6/30/2019","11/18/2019","NM","197 South Main Street","SOMERVILLE BANCORP","6","0","0","4","1","Butler","17140","Cincinnati, OH-KY-IN","10/10/1910","1/1/1934","8/28/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.somervillebank.net","44031","2352","3806","37873","7150","2500","2000","2650","13194","1999","6604","4591","4358","1709","1881","768","153","50","24","79","95","75","15","5","104","40","47","17","98","74","19","5"
"57968","0","3325759","3325740","SONABANK","Tappahannock","VA","22560","6/30/2019","11/18/2019","SM","307 Church Lane","SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.","48","0","1","4","0","Essex","","","4/14/2005","4/14/2005","12/31/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","http://www.sonabank.com","159424","4074","19959","135391","93121","38909","13514","40698","4874","437","1543","2894","3700","961","626","2113","636","71","176","389","1324","1034","146","144","31","8","12","11","32","19","5","8"
"402","13492","534756","1067372","Sooner State Bank","Tuttle","OK","73089","6/30/2019","11/18/2019","NM","2 Southeast Fourth","TUTTLE BANCSHARES, INC.","5","0","0","4","1","Grady","36420","Oklahoma City, OK","1/1/1903","1/1/1934","10/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","22816","1023","4111","17682","5703","2828","869","2006","1025","207","278","540","591","444","147","0","109","22","40","47","153","138","8","7","11","7","2","2","36","35","1","0"
"57095","0","3047659","4899640","Sound Bank","Morehead City","NC","28557","6/30/2019","11/18/2019","NM","5039 Executive Drive","WEST TOWN BANCORP, INC.","9","0","0","4","0","Carteret","","","9/4/2001","9/4/2001","9/2/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","34068","1574","5882","26612","31189","2651","3252","25286","903","255","648","0","940","33","202","705","155","33","43","79","221","102","33","86","7","3","4","0","7","2","1","4"
"33183","9429","1494482","0","Sound Banking Company","Lakewood","WA","98499","6/30/2019","11/18/2019","NM","6107 Lake Grove Street Sw","","1","0","0","4","1","Pierce","42660","Seattle-Tacoma-Bellevue, WA","11/1/1990","11/1/1990","10/3/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.SOUNDBANKINGCO.COM","11541","167","3150","8224","6240","220","1818","4202","163","0","163","0","200","0","200","0","49","13","22","14","45","21","14","10","2","0","2","0","1","0","1","0"
"57451","17942","429487","3843646","Sound Community Bank","Seattle","WA","98121","6/30/2019","11/18/2019","NM","2400 Third Avenue","SOUND FINANCIAL BANCORP, INC.","8","0","0","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","1/1/1953","5/19/2003","2/12/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","74573","2700","9696","62177","24111","13763","2793","7555","379","30","0","349","0","0","0","0","194","20","65","109","145","94","27","24","2","1","0","1","0","0","0","0"
"58689","0","3637247","3637238","South Atlantic Bank","Myrtle Beach","SC","29577","6/30/2019","11/18/2019","NM","630 29th Ave North","SOUTH ATLANTIC BANCSHARES, INC.","9","0","0","4","0","Horry","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","11/28/2007","11/28/2007","4/2/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","80330","966","7201","72163","24768","5244","6371","13153","527","0","0","527","0","0","0","0","246","17","55","174","338","215","80","43","2","0","0","2","0","0","0","0"
"5854","16153","473042","2810285","South Central Bank,  Inc.","Glasgow","KY","42141","6/30/2019","11/18/2019","NM","208 South Broadway","SOUTH CENTRAL BANCSHARES OF KENTUCKY, INC.","25","0","0","4","0","Barren","","","1/1/1908","1/1/1934","5/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","WWW.SOUTHCENTRALBANK.COM","131662","12600","35745","83317","56902","22009","13763","21130","78061","25535","30589","21937","13511","10910","2601","0","643","265","215","163","1033","902","82","49","880","616","200","64","695","679","16","0"
"19536","9744","18135","1889547","South Central Bank, National Association","Chicago","IL","60607","6/30/2019","11/18/2019","N","525 West Roosevelt Road","FIRST BUSINESS BANCORP CO.","5","0","0","7","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/10/1966","1/10/1966","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","4013","68","556","3389","26362","2412","2554","21396","0","0","0","0","0","0","0","0","12","1","4","7","126","39","30","57","0","0","0","0","0","0","0","0"
"16707","14677","74056","1061857","South Central State Bank","Campbell","NE","68932","6/30/2019","11/18/2019","NM","673 Broad St.","CAMPBELL STATE COMPANY","5","0","0","2","0","Franklin","","","1/1/1948","7/1/1948","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.southcentralstatebank.com","1165","55","0","1110","3690","1898","678","1114","14887","1634","6704","6549","18795","5522","5815","7458","7","2","0","5","82","75","5","2","118","43","49","26","352","260","57","35"
"16283","0","706030","1493636","South Coast Bank & Trust","Brunswick","GA","31520","6/30/2019","11/18/2019","NM","1500 Newcastle Street","WB&T BANKSHARES, INC.","2","0","0","4","1","Glynn","15260","Brunswick, GA","1/1/1934","7/5/1945","2/7/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","26617","1446","5169","20002","7610","2533","2892","2185","143","0","143","0","0","0","0","0","113","28","38","47","146","112","27","7","1","0","1","0","0","0","0","0"
"32532","8396","995571","3049569","South Georgia Bank","Glennville","GA","30427","6/30/2019","11/18/2019","NM","401 Downing Musgrove Hwy.","SOUTH GROUP BANCSHARES, INC.","4","0","0","4","1","Tattnall","","","4/7/1987","4/7/1987","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.southgabank.com","16411","2788","4500","9123","5155","3035","871","1249","1843","633","371","839","651","436","0","215","183","127","32","24","193","175","10","8","37","31","3","3","23","22","0","1"
"20198","0","767732","2764977","South Georgia Banking Company","Omega","GA","31775","6/30/2019","11/18/2019","NM","5515 Alabama Avenue","SOUTH GEORGIA BANK HOLDING COMPANY","7","0","0","2","0","Tift","","","6/14/1937","6/11/1970","1/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","29007","4169","5449","19389","13458","6460","2905","4093","35189","6569","13268","15352","7763","3372","2879","1512","240","132","51","57","488","452","24","12","359","192","109","58","205","172","28","5"
"19755","0","135836","1082236","South Lafourche Bank & Trust Company","Larose","LA","70373","6/30/2019","11/18/2019","NM","13226 West Main Street","LAFOURCHE BANCSHARES, INC.","5","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","10/13/1967","10/13/1967","12/4/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","11259","604","4120","6535","4331","1199","1313","1819","581","41","55","485","133","133","0","0","55","12","24","19","78","62","10","6","3","1","1","1","7","7","0","0"
"23144","0","616036","1086298","South Louisiana Bank","Houma","LA","70360","6/30/2019","11/18/2019","NM","1362 West Tunnel Boulevard","SOUTH LOUISIANA FINANCIAL CORPORATION","8","0","0","4","0","Terrebonne","26380","Houma-Thibodaux, LA","6/30/1980","6/30/1980","3/10/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","55928","1639","10753","43536","45801","11826","12906","21069","1767","377","941","449","812","385","70","357","222","35","77","110","663","463","119","81","17","9","7","1","32","29","1","2"
"9099","14542","75446","1142372","South Ottumwa Savings Bank","Ottumwa","IA","52501","6/30/2019","11/18/2019","NM","320 Church Street","CORNERSTONE FINANCIAL SERVICES GROUP, INC.","4","0","0","8","1","Wapello","","","1/1/1903","1/1/1934","6/30/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","25420","4187","5066","16167","15194","4869","4449","5876","13287","2831","5789","4667","16736","6899","4623","5214","202","111","48","43","290","217","48","25","146","71","55","20","410","341","46","23"
"17690","0","807946","4456593","South Porte Bank","Marion","IL","62959","6/30/2019","11/18/2019","NM","701 North Court Street","SOUTH PORTE FINANCIAL INC.","2","0","0","4","0","Williamson","16060","Carbondale-Marion, IL","11/19/1956","11/19/1956","9/18/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","12969","701","3686","8582","5289","1542","1590","2157","3552","886","1673","993","1247","234","148","865","64","20","21","23","82","60","14","8","34","17","14","3","19","14","1","4"
"90303","8563","772008","3212943","South Shore Bank","South Weymouth","MA","2190","6/30/2019","11/18/2019","SM","1530 Main St","SOUTH SHORE BANCORP MHC","16","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","2/1/1833","11/19/1985","11/1/2017","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","112188","3136","25055","83997","60905","12080","19500","29325","0","0","0","0","0","0","0","0","397","74","143","180","741","547","119","75","0","0","0","0","0","0","0","0"
"13425","0","540926","1133437","South State Bank","Columbia","SC","29201","6/30/2019","11/18/2019","NM","520 Gervais Street","SOUTH STATE CORPORATION","168","0","1","4","0","Richland","17900","Columbia, SC","1/1/1934","1/1/1934","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","0","www.southstatebank.com","964935","31951","171296","761688","538811","130718","128540","279553","32957","3456","11273","18228","5643","2202","1789","1652","4102","712","1371","2019","8065","5890","1198","977","247","86","102","59","121","98","15","8"
"17348","0","542340","1205905","South Story Bank & Trust","Slater","IA","50244","6/30/2019","11/18/2019","NM","501 Linn St","GREENE INVESTMENT CO.","3","0","0","4","1","Story","11180","Ames, IA","9/1/1954","9/1/1954","10/30/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","26417","723","3972","21722","25951","5666","6557","13728","8172","528","2888","4756","8198","1533","3511","3154","92","15","26","51","301","206","50","45","45","10","20","15","115","75","28","12"
"2124","0","165039","2497202","Southcrest Bank, National Association","Atlanta","GA","30309","6/30/2019","11/18/2019","N","1475 W Peachtree St, Ne, # 2","SOUTHCREST FINANCIAL GROUP, INC.","11","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1920","1/1/1934","5/30/2017","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.southcrestbank.com","54884","1007","7112","46765","13311","2749","2434","8128","446","21","293","132","0","0","0","0","195","26","60","109","150","90","31","29","7","3","3","1","0","0","0","0"
"57348","0","3110197","3808131","SouthEast Bank","Farragut","TN","37934","6/30/2019","11/18/2019","NM","12700 Kingston Pike","EDUCATIONAL SERVICES OF AMERICA, INC.","18","0","0","4","0","Knox","28940","Knoxville, TN","4/29/2002","4/29/2002","1/21/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","62711","2636","13153","46922","65839","11434","18492","35913","3517","784","1177","1556","798","667","131","0","285","59","98","128","742","477","156","109","36","17","13","6","31","28","3","0"
"19819","14669","563934","1133754","Southeast First National Bank","Summerville","GA","30747","6/30/2019","11/18/2019","N","10144 Commerce Street","SUMMERVILLE/TRION BANCSHARES, INC.","3","0","1","7","0","Chattooga","","","5/22/1968","5/22/1968","2/1/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","3712","306","846","2560","349","172","177","0","242","75","167","0","0","0","0","0","23","10","6","7","10","9","1","0","3","2","1","0","0","0","0","0"
"5685","14739","210238","1082058","Southeastern Bank","Darien","GA","31305","6/30/2019","11/18/2019","NM","1010 North Way","SOUTHEASTERN BANKING CORPORATION","11","0","1","4","0","Mcintosh","15260","Brunswick, GA","1/1/1889","1/1/1934","3/2/2009","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","39097","4471","10957","23669","22428","8913","4944","8571","2142","745","762","635","1669","261","1025","383","222","104","67","51","476","427","29","20","29","22","5","2","23","14","8","1"
"1528","12867","852544","1248939","Southern Bancorp Bank","Arkadelphia","AR","71923","6/30/2019","11/18/2019","SM","601 Main Street","SOUTHERN BANCORP, INC","46","0","1","4","0","Clark","","","3/1/1884","1/1/1934","8/2/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.banksouthern.com","118517","11108","28385","79024","71709","22186","22416","27107","29091","6138","10587","12366","18925","6230","6233","6462","750","297","249","204","1254","941","215","98","262","140","77","45","340","233","66","41"
"28332","1386","272272","3266227","Southern Bank","Poplar Bluff","MO","63901","6/30/2019","11/18/2019","SM","2991 Oak Grove Road","SOUTHERN MISSOURI BANCORP, INC.","51","0","1","4","0","Butler","","","1/1/1887","12/3/1951","12/8/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","144702","7977","19747","116978","71283","16981","17060","37242","58455","10623","21809","26023","21927","8655","5143","8129","650","201","170","279","1109","816","165","128","523","255","169","99","524","424","56","44"
"16288","0","307334","1141816","Southern Bank","Sardis","GA","30456","6/30/2019","11/18/2019","NM","731 Charles Perry Ave","SARDIS BANKSHARES, INC.","5","0","0","8","0","Burke","12260","Augusta-Richmond County, GA-SC","7/2/1945","7/2/1945","2/14/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","9298","2240","3599","3459","191","75","116","0","949","212","411","326","0","0","0","0","121","80","30","11","4","3","1","0","8","4","3","1","0","0","0","0"
"58143","0","3353266","3353275","Southern Bank & Trust","Clarkesville","GA","30523","6/30/2019","11/18/2019","NM","111 Southern Bank Drive","SBT BANCORP, INC.","4","0","0","4","0","Habersham","","","12/6/2005","12/6/2005","3/13/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","39915","2648","8121","29146","10795","5075","2785","2935","2745","332","1126","1287","451","218","0","233","189","64","63","62","298","261","25","12","23","12","7","4","16","15","0","1"
"15359","0","717924","1075694","Southern Bank and Trust Company","Mount Olive","NC","28365","6/30/2019","11/18/2019","NM","100 North Center Street","SOUTHERN BANCSHARES (N.C.), INC.","64","0","1","4","0","Wayne","24140","Goldsboro, NC","1/1/1901","3/2/1936","2/1/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","http://www.southernbank.com","350166","18088","53289","278789","133700","35036","32949","65715","104403","9178","26179","69046","57083","8044","10007","39032","1599","417","446","736","2280","1728","318","234","664","226","233","205","509","283","99","127"
