cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"6863","14630","31826","1249271","Powell Valley National Bank","Jonesville","VA","24263","6/30/2019","11/18/2019","N","33785 Main Street","POWELL VALLEY BANKSHARES, INC.","7","0","1","4","0","Lee","","","1/1/1888","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.powellvalleybank.com","6226","1068","5158","50","590","0","194","0","396","4797","2725","502","1570","901","-10","187","704","0","704","0","704","232","0","0","711.9"
"4775","0","48057","1980592","Prairie Bank of Kansas","Stafford","KS","67578","6/30/2019","11/18/2019","NM","200 South Main Street","FARMERS NATIONAL BANCSHARES, INC.","4","0","0","2","0","Stafford","","","1/1/1886","1/1/1934","6/27/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","2051","356","1695","80","159","0","56","","103","1435","841","259","335","339","1","96","244","0","244","0","244","27","204","0","243.21"
"34526","0","2598396","2598378","Prairie Community Bank","Marengo","IL","60152","6/30/2019","11/18/2019","NM","800 West Grant Highway","MARENGO BANCSHARES, INC.","3","0","0","4","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/2/1998","4/2/1998","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.prairiecommunitybank.com","2744","470","2274","216","263","0","137","0","126","1771","941","213","617","550","0","156","394","0","394","0","394","60","0","0","394"
"57453","0","3097243","0","Prairie Mountain Bank","Great Falls","MT","59405","6/30/2019","11/18/2019","NM","1019 7th Street South","","2","0","0","4","0","Cascade","24500","Great Falls, MT","11/1/2002","11/1/2002","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.prairiemountainbank.com","2171","295","1876","0","376","0","33","0","343","1566","849","154","563","686","0","184","502","0","502","0","502","-9","0","0","502"
"27362","0","1222948","1095414","Prairie State Bank and Trust","Springfield","IL","62711","6/30/2019","11/18/2019","NM","3751 West Wabash Avenue","AMERICAN CENTRAL BANCORPORATION, INC.","20","0","0","4","1","Sangamon","44100","Springfield, IL","11/4/1988","11/4/1988","9/7/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.psbank.net","13905","1279","12626","154","2005","29","517","0","1459","9334","5811","900","2623","5143","0","78","5065","0","5065","0","5065","94","4499","0","5065"
"8207","12948","960551","3615272","Prairie Sun Bank","Milan","MN","56262","6/30/2019","11/18/2019","NM","240 North Second Street","DAKOTA FINANCIAL, INC.","3","0","0","2","1","Chippewa","","","12/15/1915","1/1/1934","4/27/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","1149","165","984","61","115","0","59","","56","720","429","57","234","318","62","0","380","0","380","0","380","-2","215","1606","318"
"10628","13674","252452","3468209","Preferred Bank","Rothville","MO","64676","6/30/2019","11/18/2019","NM","205 Main St","BOR BANCORP","5","0","0","2","1","Chariton","","","1/8/1904","1/1/1934","6/22/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","1866","247","1619","3","271","0","135","","136","1272","544","201","527","615","0","0","615","0","615","0","615","2","581","0","615"
"33539","15689","1918344","0","Preferred Bank","Los Angeles","CA","90017","6/30/2019","11/18/2019","NM","601 South Figueroa Street","","13","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/23/1991","12/23/1991","4/2/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","http://www.preferredbank.com","113278","30527","82751","2100","2512","0","458","0","2054","28245","19412","2942","5891","54918","0","16196","38722","0","38722","0","38722","-646","9176","535","38722"
"34900","0","2811086","2939319","Preferred Bank","Casey","IL","62420","6/30/2019","11/18/2019","NM","602 North Route 49","PREFERRED BANCORP, INC.","2","0","0","4","0","Clark","","","7/19/1999","7/19/1999","4/3/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","1213","372","841","-14","85","0","20","","65","886","437","94","355","54","0","0","54","0","54","0","54","16","0","0","54"
"32265","8069","203070","3823189","Preferred Bank","Houston","TX","77079","6/30/2019","11/18/2019","SA","11757 Katy Fwy, Suite 100","PREFERRED BANCSHARES, INC.","5","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/14/1985","1/14/1985","6/8/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","5765","629","5136","-56","182","0","77","","105","5911","2235","674","3002","-537","0","300","-837","0","-837","0","-837","-59","0","0","-837"
"12493","0","860259","4458113","Premier Bank","Omaha","NE","68118","6/30/2019","11/18/2019","NM","16802 Burke Street","PREMIER BANCSHARES, INC.","5","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","8/1/1914","1/1/1934","10/12/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.premierbankne.com","6830","1082","5748","180","706","0","77","0","629","3717","2124","485","1108","2557","0","570","1987","0","1987","0","1987","11","0","0","1987"
"21714","11890","33259","0","Premier Bank","Maplewood","MN","55109","6/30/2019","11/18/2019","NM","2866 White Bear Avenue","","8","0","0","4","0","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/1/1974","8/1/1974","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","18254","2653","15601","300","2718","0","267","","2451","7426","4204","678","2544","10593","150","3145","7598","0","7598","0","7598","-19","5000","0","7479.5"
"34849","0","2687133","2687124","Premier Bank","Dubuque","IA","52002","6/30/2019","11/18/2019","SM","2625 Northwest Arterial","PREMIER FINANCIAL CORP.","3","0","0","4","1","Dubuque","20220","Dubuque, IA","10/13/1998","10/13/1998","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.premierbanking.com","6420","1872","4548","28","492","0","67","0","425","3509","2108","438","963","1503","214","52","1665","0","1665","0","1665","72","1292","19","1457.42"
"34384","14334","2539960","3066922","Premier Bank","Rock Valley","IA","51247","6/30/2019","11/18/2019","NM","1004 21st Avenue","PREMIER HOLDINGS, LTD.","5","0","1","2","1","Sioux","","","2/25/1997","2/25/1997","11/17/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","14483","4480","10003","800","754","0","375","","379","4003","2686","249","1068","5954","3","253","5704","0","5704","0","5704","226","2700","0","5701.12"
"33204","0","1481745","0","Premier Bank Minnesota","Farmington","MN","55024","6/30/2019","11/18/2019","NM","316 Oak Street","","8","0","0","4","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","10/5/1990","10/5/1990","3/28/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","5783","752","5031","62","235","0","227","","8","3370","1614","328","1428","1834","0","0","1834","0","1834","0","1834","28","1525","0","1834"
"34887","0","2716828","3123339","PREMIER BANK OF ARKANSAS","Marion","AR","72364","6/30/2019","11/18/2019","SM","205 Block Street","FCB FINANCIAL SERVICES, INC","2","0","0","4","0","Crittenden","32820","Memphis, TN-MS-AR","10/13/1998","10/13/1998","4/1/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","https://www.PREMIERBANKAR.com","3508","409","3099","0","474","0","214","0","260","2234","1161","225","848","1339","0","334","1005","0","1005","0","1005","-5","82","90","1005"
"27118","0","1160509","2226484","Premier Bank of the South","Cullman","AL","35055","6/30/2019","11/18/2019","NM","101 First Avenue, Northwest","FCB BANCSHARES, INC.","9","0","0","4","1","Cullman","","","11/30/1987","11/30/1987","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","4728","561","4167","200","941","0","469","","472","3586","1989","527","1070","1322","0","90","1232","0","1232","0","1232","147","814","0","1232"
"33202","15769","1481754","0","Premier Bank Rochester","Rochester","MN","55902","6/30/2019","11/18/2019","NM","421 First Avenue, S.W.","","4","0","0","4","1","Olmsted","40340","Rochester, MN","10/5/1990","10/5/1990","3/5/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","5090","960","4130","236","370","0","95","","275","2626","1233","394","999","1638","77","0","1715","0","1715","0","1715","93","1376","0","1638"
"34837","0","2692753","2007647","Premier Bank, Inc.","Huntington","WV","25702","6/30/2019","11/18/2019","NM","2883 Fifth Ave","PREMIER FINANCIAL BANCORP, INC.","33","0","1","4","0","Cabell","26580","Huntington-Ashland, WV-KY-OH","6/27/1998","6/27/1998","10/12/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","0","http://www.premierbankinc.com","28685","3045","25640","855","2625","0","1516","0","1109","14136","6210","2410","5516","13274","0","3025","10249","0","10249","0","10249","689","7500","0","10249"
"15799","11899","597546","1210749","Premier Community Bank","Marion","WI","54950","6/30/2019","11/18/2019","NM","230 Mavis Road","M.S.B. BANCORPORATION, INC.","10","0","0","2","0","Waupaca","","","2/24/1941","2/24/1941","9/25/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","6352","994","5358","60","1413","0","188","","1225","5464","3111","510","1843","1247","0","275","972","0","972","0","972","0","506","28","972"
"57098","0","3028902","1206546","Premier Valley Bank","Fresno","CA","93720","6/30/2019","11/18/2019","NM","255 E River Park Circle Suit","HEARTLAND FINANCIAL USA, INC.","9","0","0","4","0","Fresno","23420","Fresno, CA","6/1/2001","6/1/2001","6/19/2018","Stock","0","1","FDIC","DIF","San Francisco","KANSAS CITY","Sacramento","San Francisco","Western","Western","0","0","https://www.premiervalleybank.com","18531","1434","17097","1024","2256","28","763","0","1465","11434","4317","1047","6070","6895","-155","1566","5174","0","5174","0","5174","1003","3500","0","5296.45"
"5295","0","907547","1141629","PremierBank","Fort Atkinson","WI","53538","6/30/2019","11/18/2019","NM","70 North Main Street","FIRST AMERICAN BANKSHARES, INC.","9","0","0","4","0","Jefferson","","","10/27/1863","1/1/1934","9/22/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","7543","956","6587","60","1526","662","245","","619","5854","3247","712","1895","2199","1129","800","2528","0","2528","0","2528","133","4600","0","1636.09"
"13729","0","469250","2124816","Prescott State Bank","Prescott","KS","66767","6/30/2019","11/18/2019","NM","283 East Main St","SOUTHEAST KANSAS BANCSHARES, INC.","1","0","0","2","0","Linn","28140","Kansas City, MO-KS","9/26/1904","1/1/1934","2/1/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","272","34","238","0","29","0","13","","16","220","126","28","66","47","0","9","38","0","38","0","38","0","0","0","38"
"32363","8186","538473","3917051","Presidential Bank, FSB","Bethesda","MD","20814","6/30/2019","11/18/2019","SA","4520 East-West Highway","CLEVELAND FAMILY GENERATIONAL TRUST I","10","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","4/15/1985","7/23/1985","7/21/2011","Stock","0","1","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","12949","1705","11244","650","11412","3","32","","11377","19191","11960","2037","5194","2815","-1","810","2004","0","2003","1","2004","347","600","0","2004.79"
"58325","0","3398100","0","Presidio Bank","San Francisco","CA","94111","6/30/2019","11/18/2019","SM","One Montgomery Tower","","6","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","7/24/2006","7/24/2006","1/29/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","21193","2022","19171","24","589","0","309","","280","11577","6952","1294","3331","8159","0","2396","5763","0","5763","0","5763","0","0","1130","5763"
"59086","0","4845861","0","Primary Bank","Bedford","NH","3110","6/30/2019","11/18/2019","NM","207 Route 101","","2","0","0","4","0","Hillsborough","31700","Manchester-Nashua, NH","7/28/2015","7/28/2015","7/28/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.primarybanknh.com","5489","1458","4031","330","74","0","37","0","37","2769","1801","181","787","1006","0","-131","1137","0","1137","0","1137","0","0","49","1137"
"57920","0","3309571","0","Prime Alliance Bank","Woods Cross","UT","84087","6/30/2019","11/18/2019","NM","1868 South 500 West","","1","0","0","4","1","Davis","36260","Ogden-Clearfield, UT","12/8/2004","12/8/2004","7/28/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.primealliancebank.com","14292","4700","9592","1741","42","0","12","0","30","2667","1428","193","1046","5226","-9","7","5210","0","5210","0","5210","-4","0","-138","5219"
"58804","0","3660478","3697148","Prime Bank","Edmond","OK","73003","6/30/2019","11/18/2019","SM","1016 West Covell Rd","PRIME BANK GROUP, INC.","1","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","4/7/2008","4/7/2008","6/17/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.PRIME.BANK","7907","2071","5836","98","414","0","36","0","378","2532","1763","158","611","3620","0","43","3577","0","3577","0","3577","37","2886","0","3577"
"58694","0","3690701","4167974","Prime Meridian Bank","Tallahassee","FL","32308","6/30/2019","11/18/2019","NM","1897 Capital Circle, Ne","PRIME MERIDIAN HOLDING COMPANY","4","0","0","4","0","Leon","45220","Tallahassee, FL","2/4/2008","2/4/2008","6/6/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","https://www.primemeridianbank.com","9111","1664","7447","344","817","0","139","0","678","5502","2935","699","1868","2418","7","589","1836","0","1836","0","1836","-1","0","86","1830.47"
"10971","0","909756","2130303","Prime Security Bank","Karlstad","MN","56732","6/30/2019","11/18/2019","NM","201 Main Street North","NORTH STATE BANCSHARES, INC.","3","0","0","4","1","Kittson","","","6/5/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","1937","428","1509","0","190","0","40","","150","1223","727","167","329","476","0","0","476","0","476","0","476","0","0","0","476"
"8101","12108","671147","2700500","Primebank","Le Mars","IA","51031","6/30/2019","11/18/2019","SM","37 First Avenue, N.W.","PRIMEBANK, INC.","4","0","0","2","1","Plymouth","","","1/1/1901","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","10526","2978","7548","200","1007","0","196","","811","4753","3028","688","1037","3602","-50","178","3374","0","3374","0","3374","-32","1380","0","3421.5"
"5694","0","1011638","2135812","PrimeSouth Bank","Blackshear","GA","31516","6/30/2019","11/18/2019","NM","3473 Us Hwy 84","JONES BANCSHARES, L.P.","7","0","0","4","0","Pierce","","","1/1/1891","1/1/1934","9/9/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","16230","2539","13691","540","2310","0","732","","1578","9601","4828","1227","3546","5860","0","1446","4414","0","4414","0","4414","718","1200","0","4414"
"17892","0","209830","2858867","PrimeSouth Bank","Tallassee","AL","36078","6/30/2019","11/18/2019","NM","301 Main Street","PRIMESOUTH BANCSHARES, INC.","5","0","0","4","0","Tallapoosa","","","9/2/1958","9/2/1958","7/30/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","5807","1477","4330","776","508","0","300","","208","2446","1210","321","915","1616","-6","316","1294","0","1294","0","1294","972","589","0","1298.8"
