cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"14065","15871","366238","3145966","Pinnacle Bank","Elberton","GA","30635","6/30/2019","11/18/2019","NM","884 Elbert Street","PINNACLE FINANCIAL CORPORATION","16","0","0","4","0","Elbert","","","3/12/1934","3/12/1934","11/11/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.pinnaclebank.com","20916","1508","19408","900","5862","0","4409","0","1453","16661","8347","1998","6316","7709","31","1924","5816","0","5816","0","5816","366","5750","0","5791.51"
"29548","3645","288376","2520605","Pinnacle Bank","Jasper","AL","35501","6/30/2019","11/18/2019","NM","1811 Second Avenue","PINNACLE BANCSHARES, INC.","7","0","0","4","0","Walker","","","11/1/1935","12/17/1935","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.pinnaclebanc.com","4463","413","4050","0","899","0","444","0","455","3156","1827","396","933","1793","40","348","1485","0","1485","0","1485","-3","556","0","1452.6"
"252","10067","365745","3916317","Pinnacle Bank","Marshalltown","IA","50158","6/30/2019","11/18/2019","SM","2206 South Center Street","IOWA RIVER BANCORP, INC.","1","0","0","4","0","Marshall","","","5/5/1927","1/1/1934","6/30/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","4127","304","3823","97","617","417","111","","89","1856","1123","203","530","2487","-95","570","1822","0","1822","0","1822","0","0","0","1897.05"
"35583","0","2925666","2925657","Pinnacle Bank","Nashville","TN","37201","6/30/2019","11/18/2019","NM","150 3rd Avenue South","PINNACLE FINANCIAL PARTNERS, INC.","140","0","1","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","10/27/2000","10/27/2000","1/1/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","0","http://www.pnfp.com","525066","139315","385751","14379","105982","6713","14313","0","84956","224330","135924","23636","64770","253024","-5741","49851","197432","0","197424","8","197432","7701","78710","0","202024.8"
"20231","0","867650","1053272","Pinnacle Bank","Fort Worth","TX","76102","6/30/2019","11/18/2019","NM","250 West Lancaster Avenue","PINNACLE BANCORP, INC.","22","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","8/10/1970","8/10/1970","4/10/2018","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Dallas","Dallas","Southern","West","0","0","www.pinnbanktx.com","29537","4123","25414","596","3120","0","1652","0","1468","18175","9105","2399","6671","9763","-1","2071","7691","0","7691","0","7691","186","2000","0","7691.79"
"58186","0","3383599","4672795","Pinnacle Bank","Scottsdale","AZ","85260","6/30/2019","11/18/2019","NM","14287 N 87th St, Suite 123","PB FINANCIAL HOLDINGS, INC.","4","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","9/28/2005","9/28/2005","7/15/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","","6083","1281","4802","91","920","0","48","","872","4791","3087","478","1226","840","0","223","617","0","617","0","617","360","0","32","617"
"58297","0","3455227","0","Pinnacle Bank","Gilroy","CA","95020","6/30/2019","11/18/2019","NM","7597 Monterey Street","","3","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","7/17/2006","7/17/2006","1/8/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","10157","734","9423","100","1774","0","155","","1619","7061","4900","471","1690","4036","0","1216","2820","0","2820","0","2820","-127","0","7718","2820"
"2232","15713","561659","1053272","Pinnacle Bank - Wyoming","Torrington","WY","82240","6/30/2019","11/18/2019","NM","2000 Main Street","PINNACLE BANCORP, INC.","15","0","1","2","0","Goshen","","","4/6/1918","1/1/1934","3/13/2018","Stock","0","1","FDIC","DIF","San Francisco","KANSAS CITY","Billings","Kansas City","Western","West","0","0","WYPinnbank.com","20935","4031","16904","225","2555","0","793","0","1762","10635","6012","1035","3588","8599","0","1825","6774","0","6774","0","6774","78","1000","0","6774"
"22355","0","417710","0","Pinnacle Bank, Inc.","Vanceburg","KY","41179","6/30/2019","11/18/2019","NM","26 Second Street","","3","0","0","4","0","Lewis","","","10/26/1976","10/26/1976","11/18/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","1324","215","1109","60","96","0","53","","43","839","396","109","334","306","6","54","258","0","258","0","258","30","0","0","253.02"
"5193","13386","920854","1964668","Pioneer Bank","Mapleton","MN","56065","6/30/2019","11/18/2019","SM","301 Main Street","CITIZENS BANK GROUP, INC.","6","0","0","2","1","Blue Earth","31860","Mankato-North Mankato, MN","1/1/1903","1/1/1934","8/23/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","12950","3198","9752","1050","631","0","279","","352","6268","3571","412","2285","3065","0","4","3061","0","3061","0","3061","745","1941","0","3061"
"6913","15369","41629","1076422","Pioneer Bank","Stanley","VA","22851","6/30/2019","11/18/2019","SM","252 East Main Street","PIONEER BANKSHARES, INC.","8","0","0","4","0","Page","","","12/3/1909","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","5344","649","4695","137","566","0","597","","-31","3845","1856","396","1593","1279","0","133","1146","0","1146","0","1146","10","120","0","1146"
"10734","13293","508841","2523231","Pioneer Bank","Auburndale","WI","54412","6/30/2019","11/18/2019","NM","5758 Main Street","PB HOLDINGS OF MARSHFIELD, LLC","7","0","0","2","0","Wood","","","1/4/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.pioneerbank.net","3623","471","3152","60","306","0","86","0","220","2749","1602","378","769","649","0","156","493","0","493","0","493","-1","0","0","493"
"27872","450","606176","3798933","Pioneer Bank","Roswell","NM","88201","6/30/2019","11/18/2019","SA","3000 North Main Street","PIONEER BANCORP, INC.","11","0","0","8","1","Chaves","","","2/18/1901","9/15/1936","6/25/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","","13494","3017","10477","510","5174","0","2153","","3021","11231","5160","1593","4478","3910","24","0","3934","0","3934","0","3934","353","0","0","3910"
"19540","10266","300942","1200665","Pioneer Bank","Sergeant Bluff","IA","51054","6/30/2019","11/18/2019","NM","202 First Street","PIONEER DEVELOPMENT COMPANY","5","0","1","4","1","Woodbury","43580","Sioux City, IA-NE-SD","1/1/1907","1/6/1966","4/9/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","https://www.pioneerbanks.com","3738","917","2821","60","350","0","105","0","245","2222","1434","300","488","889","1","44","846","0","846","0","846","0","750","0","845.05"
"15562","0","65559","1143511","Pioneer Bank & Trust","Belle Fourche","SD","57717","6/30/2019","11/18/2019","NM","700 State Street","BELLE FOURCHE BANCSHARES, INC.","7","0","0","4","0","Butte","","","8/30/1937","12/4/1937","3/28/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.pioneerbankandtrust.com","12956","1947","11009","182","2411","649","421","0","1341","6196","3764","584","1848","7042","-15","1673","5354","0","5354","0","5354","13","1083","0","5365.85"
"58577","54013","3595637","3633034","Pioneer Bank, SSB","Austin","TX","78705","6/30/2019","11/18/2019","SB","623 W. 38th Street","JLL ASSOCIATES G. P. FCH, L.L.C.","20","0","0","4","0","Travis","12420","Austin-Round Rock, TX","5/14/2007","5/14/2007","4/18/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","www.pioneer.bank","32968","11610","21358","1065","3278","0","682","0","2596","18368","10930","2312","5126","5203","279","1114","4368","0","4368","0","4368","287","0","705","4144.8"
"57849","0","3303953","0","Pioneer Commercial Bank","Albany","NY","12211","6/30/2019","11/18/2019","NM","652 Albany Shaker Road","","1","0","0","7","0","Albany","10580","Albany-Schenectady-Troy, NY","11/8/2004","11/8/2004","8/29/2016","Stock","20741","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","0","www.pioneerbanking.com","3168","536","2632","0","9","0","1","0","8","299","125","0","174","2342","0","570","1772","0","1772","0","1772","0","0","0","1772"
"2448","13788","294827","2356514","Pioneer Community Bank, Inc.","Iaeger","WV","24844","6/30/2019","11/18/2019","NM","5229 Coal Heritage Road","PIONEER COMMUNITY GROUP, INC.","5","0","0","5","0","Mcdowell","","","9/20/1931","1/1/1934","5/3/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","2474","189","2285","35","428","0","222","","206","2375","1119","323","933","303","0","59","244","0","244","0","244","578","56","0","244"
"29517","3583","445674","0","Pioneer Federal Savings and Loan Association","Deer Lodge","MT","59722","6/30/2019","11/18/2019","SA","401 Milwaukee Ave","","2","0","0","5","0","Powell","","","1/1/1912","12/28/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.pioneerfed.com","1786","170","1616","0","92","0","28","","64","1857","1201","99","557","-149","0","-53","-96","0","-96","0","-96","0","0","0","-96"
"20741","4949","237619","0","Pioneer Savings Bank","Albany","NY","12211","6/30/2019","11/18/2019","SB","652 Albany Shaker Road","","22","0","0","4","0","Albany","10580","Albany-Schenectady-Troy, NY","1/1/1889","7/1/1972","7/16/2019","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","27826","2426","25400","1140","7832","0","1825","0","6007","19383","11480","3004","4899","12709","6","2942","9773","0","9773","0","9773","241","0","0","9768.26"
"11726","13220","861742","1207178","Pioneer State Bank","Earlville","IL","60518","6/30/2019","11/18/2019","NM","137 South Main Street","NBE BANCSHARES, INC.","5","0","0","2","0","La Salle","","","6/30/1901","1/1/1934","6/11/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","2202","362","1840","60","158","0","25","","133","1814","913","195","706","124","0","-30","154","0","154","0","154","89","150","0","154"
"19827","9262","852973","1404735","Pioneer Trust Bank, National Association","Salem","OR","97308","6/30/2019","11/18/2019","N","109 Commercial Street, N.E.","PTB CORPORATION","2","0","0","4","0","Marion","41420","Salem, OR","1/1/1924","7/1/1968","3/31/2006","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","11776","1627","10149","0","3830","3059","131","","640","5207","2955","352","1900","8772","-15","2376","6381","0","6381","0","6381","-20","4300","0","6392.85"
"17443","8454","591209","0","Piscataqua Savings Bank","Portsmouth","NH","3801","6/30/2019","11/18/2019","SB","15 Pleasant Street","","1","0","0","5","0","Rockingham","14460","Boston-Cambridge-Newton, MA-NH","1/1/1877","7/1/1955","5/18/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","4451","1307","3144","0","1204","1017","27","","160","3630","2201","345","1084","718","17","140","595","0","595","0","595","0","0","0","581.23"
"1678","0","593052","0","Plains Commerce Bank","Hoven","SD","57450","6/30/2019","11/18/2019","NM","220 Main Street","","9","0","1","2","1","Potter","","","7/16/1931","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","16748","3853","12895","300","9519","0","153","","9366","17015","10380","903","5732","5099","115","235","4979","0","4979","0","4979","269","3042","0","4869.75"
"17739","0","972862","3720082","Plains State Bank","Humble","TX","77338","6/30/2019","11/18/2019","NM","19404 Kenswick Drive","PLAINS ACQUISITION CORPORATION","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/6/1957","4/6/1957","11/1/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","14319","3965","10354","300","1109","0","101","","1008","6687","3860","707","2120","4476","0","1063","3413","0","3413","0","3413","123","0","288","3413"
"17491","9986","637451","2348470","PlainsCapital Bank","Dallas","TX","75219","6/30/2019","11/18/2019","SM","2323 Victory Avenue","MAEDGEN & WHITE, LTD.","65","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","9/15/1955","9/15/1955","8/1/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.plainscapital.com","231545","43269","188276","355","300541","5248","7555","776","286962","375370","250713","34533","90124","113092","14","25515","87591","0","85367","2224","87591","4588","38000","1098","87579.94"
"10072","14305","132938","1081529","Planters and Citizens Bank","Camilla","GA","31730","6/30/2019","11/18/2019","NM","21 North Harney Street","P & C BANK SHARES, INC.","1","0","0","2","0","Mitchell","","","5/24/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","1960","171","1789","48","265","0","78","","187","1615","838","172","605","391","3","31","363","0","363","0","363","12","155","0","360.24"
"8235","9989","972648","1096484","Planters Bank & Trust Company","Indianola","MS","38751","6/30/2019","11/18/2019","NM","212 Catchings Street","PLANTERS HOLDING COMPANY","20","0","0","4","0","Sunflower","","","4/10/1920","1/1/1934","2/1/2016","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.planters-bank.com","21710","4665","17045","508","4583","0","2741","0","1842","14100","8151","1650","4299","7020","61","1198","5883","0","5883","0","5883","567","0","0","5832.37"
"34254","0","2497181","3013225","Planters Bank, Inc.","Hopkinsville","KY","42240","6/30/2019","11/18/2019","NM","1312 South Main Street","PLANTERS FINANCIAL GROUP, INC","13","0","1","4","0","Christian","17300","Clarksville, TN-KY","9/12/1996","9/12/1996","1/18/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.plantersbankonline.com","25183","7123","18060","515","2771","417","905","0","1449","11325","6184","1111","4030","8991","-13","1530","7448","0","7448","0","7448","-32","0","0","7458.79"
"9064","13916","300933","1081136","Planters First Bank","Cordele","GA","31015","6/30/2019","11/18/2019","NM","1620 East Sixteenth Avenue","PLANTERS FIRST BANCORP","9","0","0","4","1","Crisp","","","1/1/1896","1/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.bankpfb.com","7204","687","6517","150","3192","0","992","0","2200","7461","4237","969","2255","2098","0","0","2098","0","2098","0","2098","-220","1500","0","2098"
"19800","12895","89032","1086355","Plaquemine Bank & Trust Company","Plaquemine","LA","70764","6/30/2019","11/18/2019","NM","24025 Eden Street","PLAQUEMINE BANCSHARES CORPORATION","1","0","0","4","0","Iberville","12940","Baton Rouge, LA","4/1/1968","4/1/1968","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","3288","620","2668","90","216","0","121","","95","2141","1241","272","628","653","0","137","516","0","516","0","516","73","0","0","516"
"58511","0","3538009","3537990","Platinum Bank","Oakdale","MN","55128","6/30/2019","11/18/2019","NM","7667 10th Street North","PLATINUM BANCORP, INC.","2","0","0","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/12/2007","2/12/2007","6/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.platinumbankmn.com","6290","1361","4929","360","489","0","123","0","366","3110","1962","250","898","1948","0","0","1948","0","1948","0","1948","221","1900","0","1948"
"9818","53602","45056","4045027","Platte Valley Bank","North Bend","NE","68649","6/30/2019","11/18/2019","NM","606 Main Street","PLATTE VALLEY BANCORP, INC.","1","0","0","2","0","Dodge","","","6/27/1891","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","1627","129","1498","25","122","0","70","","52","919","626","20","273","676","0","139","537","0","537","0","537","2","0","0","537"
"34211","14184","2465881","2511014","Platte Valley Bank","Scottsbluff","NE","69361","6/30/2019","11/18/2019","SM","1212 Circle Drive","PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","9","0","0","2","0","Scotts Bluff","","","7/22/1996","7/22/1996","9/15/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","16128","3746","12382","854","2123","102","656","","1365","9134","5975","1212","1947","4517","0","667","3850","0","3850","0","3850","223","2050","0","3850"
"5442","13869","580155","2511014","Platte Valley Bank","Torrington","WY","82240","6/30/2019","11/18/2019","SM","2201 Main Street","PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","6","0","0","4","0","Goshen","","","1/1/1925","1/1/1934","8/18/2017","Stock","0","0","FED","DIF","San Francisco","KANSAS CITY","Billings","Kansas City","Western","West","0","1","","13960","2431","11529","992","1314","0","351","","963","6515","2728","518","3269","5336","64","1006","4394","0","4394","0","4394","841","1800","0","4342.16"
"14869","11943","701259","1057618","Platte Valley Bank of Missouri","Platte City","MO","64079","6/30/2019","11/18/2019","NM","2400 Prairie View Road","PLATTE COUNTY BANCSHARES, INC.","9","0","0","4","1","Platte","28140","Kansas City, MO-KS","10/20/1933","11/10/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","13927","1681","12246","179","3190","0","1052","","2138","9863","7221","939","1703","5394","0","-8","5402","0","5402","0","5402","103","1804","0","5402"
"8350","9869","735656","1399644","Plattsmouth State Bank","Plattsmouth","NE","68048","6/30/2019","11/18/2019","NM","446 Main Street","SCHNEIDER BANCORPORATION","2","0","0","2","1","Cass","36540","Omaha-Council Bluffs, NE-IA","6/6/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.plattsmouthbank.com","2029","394","1635","0","201","0","24","0","177","1626","935","168","523","210","35","0","245","0","245","0","245","0","235","0","210"
"23275","0","670467","3098576","Plumas Bank","Quincy","CA","95971","6/30/2019","11/18/2019","NM","336 West Main Street","PLUMAS BANCORP","14","0","1","4","0","Plumas","","","12/13/1980","12/13/1980","10/30/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","19622","625","18997","600","3742","0","1258","","2484","11240","6274","1305","3661","10899","20","3010","7909","0","7909","0","7909","500","1400","77","7893.2"
"57083","0","3049729","0","Plus International Bank","Miami","FL","33131","6/30/2019","11/18/2019","NM","600 Brickell Ave, # 2025","","1","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/14/2001","9/14/2001","1/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.plusintbank.com","1970","630","1340","-4","174","0","4","","170","1513","593","226","694","5","44","29","20","0","20","0","20","0","0","0","-14.76"
"26687","12093","483537","1363793","PNB Community Bank","Niceville","FL","32578","6/30/2019","11/18/2019","NM","1020 John Sims Parkway E","BANKSHARES CORPORATION OF NICEVILLE","3","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","6/16/1986","6/16/1986","10/31/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","2250","129","2121","0","197","0","62","","135","2023","969","388","666","295","0","78","217","0","217","0","217","130","0","0","217"
"6384","0","817824","1069778","PNC Bank, National Association","Wilmington","DE","19899","6/30/2019","11/18/2019","N","222 Delaware Avenue","PNC FINANCIAL SERVICES GROUP, INC., THE","2410","2","1","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1804","1/1/1934","9/4/2012","Stock","0","1","OCC","DIF","New York","WASHINGTON","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.pnc.com","6864952","1857269","5007683","362454","3005241","432476","637534","122855","1812376","5004892","2643821","666901","1694170","2645578","32174","448563","2229189","0","2208136","21053","2229189","277967","1800000","0","2202484.58"
"234","0","402846","1133615","Pocahontas State Bank","Pocahontas","IA","50574","6/30/2019","11/18/2019","NM","233 North Main Street","DENTEL BANCORPORATION","3","0","0","2","1","Pocahontas","","","7/1/1926","1/1/1934","8/26/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.pocastbk.net","1851","387","1464","0","39","1","26","","12","381","267","27","87","1122","0","45","1077","0","1077","0","1077","-1","0","0","1077"
"3389","10531","844567","3353837","Pointbank","Pilot Point","TX","76258","6/30/2019","11/18/2019","SM","200 South Highway 377","PILOT POINT BANCORP, INC. ESOP","10","0","0","4","1","Denton","19100","Dallas-Fort Worth-Arlington, TX","7/13/1892","1/1/1934","6/8/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.pointbank.com","11682","1629","10053","75","2235","0","972","","1263","9160","5602","1462","2096","3053","-14","0","3039","0","3039","0","3039","54","825","0","3053"
"3031","15775","444556","1051081","Points West Community Bank","Windsor","CO","80550","6/30/2019","11/18/2019","NM","1291 Main Street","FIRST NEBRASKA BANCS, INC.","7","0","0","2","1","Weld","24540","Greeley, CO","1/1/1906","1/1/1934","12/1/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","6273","820","5453","0","471","0","125","","346","2972","1852","285","835","2952","0","0","2952","0","2952","0","2952","-146","2800","0","2952"
"25127","13933","654252","1051081","Points West Community Bank","Sidney","NE","69162","6/30/2019","11/18/2019","NM","809 Illinois Street","FIRST NEBRASKA BANCS, INC.","11","0","1","2","1","Cheyenne","","","9/15/1980","5/7/1984","1/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","8160","1455","6705","0","648","0","261","","387","4497","2772","413","1312","2856","0","46","2810","0","2810","0","2810","-6","2635","0","2810"
"13600","0","292467","1105359","POINTWEST BANK","West","TX","76691","6/30/2019","11/18/2019","NM","200 West Oak Street","WEST BANCSHARES, INC.","4","0","0","8","1","Mclennan","47380","Waco, TX","1/1/1893","1/9/1934","6/22/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.pointwestbank.com","1798","164","1634","14","707","0","288","0","419","1629","665","338","626","698","0","0","698","0","698","0","698","18","200","0","698"
"31189","6509","897170","5115468","Ponce Bank","Bronx","NY","10462","6/30/2019","11/18/2019","SA","2244 Westchester Avenue","PONCE BANK MUTUAL HOLDING COMPANY","14","0","1","4","0","Bronx","35620","New York-Newark-Jersey City, NY-NJ-PA","3/31/1960","3/31/1960","7/23/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","24796","6211","18585","149","1543","0","458","","1085","16223","8834","3610","3779","3756","0","920","2836","0","2836","0","2836","348","0","361","2836"
"4526","11419","953843","3201086","Pony Express Bank","Braymer","MO","64624","6/30/2019","11/18/2019","NM","213 Main St","PAGE BANCSHARES, INC.","2","0","0","4","1","Caldwell","28140","Kansas City, MO-KS","10/2/1890","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","4446","363","4083","60","389","0","188","","201","2361","1528","151","682","2051","-26","0","2025","0","2025","0","2025","-42","1600","0","2051"
"22185","12015","646958","1058576","Pony Express Community Bank","Saint Joseph","MO","64506","6/30/2019","11/18/2019","NM","3702 Faraon Street","PONY EXPRESS BANCORP, INC.","4","0","1","2","0","Buchanan","41140","St. Joseph, MO-KS","12/23/1975","12/23/1975","6/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","1461","166","1295","14","331","0","199","","132","1081","494","175","412","531","0","-51","582","0","582","0","582","-12","338","0","582"
"57903","0","3232204","3602245","Poppy Bank","Santa Rosa","CA","95404","6/30/2019","11/18/2019","NM","438 First Street","BIG POPPY HOLDINGS, INC.","14","0","0","4","1","Sonoma","42220","Santa Rosa, CA","1/28/2005","1/28/2005","7/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","http://www.poppy.bank","52097","15409","36688","375","929","0","174","0","755","13533","8252","1530","3751","23709","0","830","22879","0","22879","0","22879","-17","14300","124","22879"
"34967","0","2736291","1129382","Popular Bank","New York","NY","10004","6/30/2019","11/18/2019","SM","85 Broad Street","POPULAR, INC.","52","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/2/1999","1/2/1999","4/6/2018","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.popularbank.com","201225","53761","147464","21586","10660","0","7209","0","3451","104751","42197","20561","41993","31787","596","9312","23071","0","23071","0","23071","16302","0","0","22600.16"
"27385","11726","1225798","0","Port Richmond Savings","Philadelphia","PA","19134","6/30/2019","11/18/2019","SB","2522 East Allegheny Avenue","","1","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1919","11/21/1988","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","2178","473","1705","-77","50","0","17","","33","895","583","52","260","937","0","102","835","0","835","0","835","0","0","0","835"
"34760","0","2668598","2668589","Portage Community Bank","Ravenna","OH","44266","6/30/2019","11/18/2019","SM","1311 East Main Street","PORTAGE BANCSHARES, INC.","2","0","0","4","0","Portage","10420","Akron, OH","7/1/1998","7/1/1998","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","7002","1475","5527","0","812","0","67","","745","4690","2958","274","1458","1649","3","248","1404","0","1404","0","1404","-26","0","0","1401.45"
"10012","11965","12647","1141133","Portage County Bank","Almond","WI","54909","6/30/2019","11/18/2019","NM","1155 County Road D","PORTAGE COUNTY BANCSHARES, INC.","7","0","0","4","1","Portage","","","1/1/1901","1/1/1934","12/4/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.PORTAGECOUNTYBANK.COM","3314","492","2822","0","293","0","76","0","217","2530","1647","247","636","585","0","0","585","0","585","0","585","2","163","0","585"
"18302","0","856869","0","Powell State Bank","Powell","TX","75153","6/30/2019","11/18/2019","NM","100 Car St","","1","0","0","7","0","Navarro","","","1/1/1910","9/29/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","796","97","699","22","57","0","40","","17","563","314","54","195","171","0","20","151","0","151","0","151","14","0","0","151"
