cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"35546","16456","2917317","3814310","Axos Bank","San Diego","CA","92122","6/30/2019","11/18/2019","SA","4350 La Jolla Village Drive,","AXOS FINANCIAL, INC.","3","0","1","4","0","San Diego","41740","San Diego-Carlsbad, CA","7/4/2000","7/4/2000","11/16/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.axosbank.com","6746145","122657","231728","226055","1866810","2035038","2502","1900","6","","","499203"
"19434","0","5461","3033746","BAC Community Bank","Stockton","CA","95202","6/30/2019","11/18/2019","NM","517 East Weber Avenue","BAC FINANCIAL INC.","11","0","0","4","1","San Joaquin","44700","Stockton-Lodi, CA","5/21/1965","5/21/1965","4/4/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","280598","12611","2997","80","13972","276711","401","0","0","","","13095"
"21265","10221","725732","0","BAC Florida Bank","Coral Gables","FL","33134","6/30/2019","11/18/2019","NM","169 Miracle Mile, Suite R10","","1","0","0","5","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/12/1973","10/12/1973","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","http://www.bacflorida.com","610011","9307","74","1","427414","1297795","1462","0","0","","","491742"
"2469","0","846945","1247727","Badger Bank","Fort Atkinson","WI","53538","6/30/2019","11/18/2019","NM","220 Grant Street","CITIZENS FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","4","0","0","4","0","Jefferson","","","1/7/1884","1/1/1934","4/30/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","84818","8254","4410","355","20729","25601","43","348","1","","","2821"
"2987","13311","69678","1141870","Baker-Boyer National Bank","Walla Walla","WA","99362","6/30/2019","11/18/2019","N","7 West Main St","BAKER BOYER BANCORP","8","0","1","4","0","Walla Walla","47460","Walla Walla, WA","11/10/1869","1/1/1934","3/19/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","301643","18935","10272","588","31549","200953","336","1333","4","","","3197"
"26704","0","696168","0","Balboa Thrift and Loan Association","Chula Vista","CA","91910","6/30/2019","11/18/2019","NM","865 Amena Court","","4","0","0","6","0","San Diego","41740","San Diego-Carlsbad, CA","12/11/1980","7/3/1986","7/20/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","","208980","4194","0","0","198209","65094","132","0","0","","","53346"
"6959","13519","505","1048728","Ballston Spa National Bank","Ballston Spa","NY","12020","6/30/2019","11/18/2019","N","87 Front Street","BALLSTON SPA BANCORP, INC.","13","0","0","4","0","Saratoga","10580","Albany-Schenectady-Troy, NY","1/1/1838","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","266395","20313","3558","296","33371","179176","221","744","2","","","17957"
"35498","15953","200378","3153130","Banc of California, National Association","Santa Ana","CA","92707","6/30/2019","11/18/2019","N","3 Macarthur Place","BANC OF CALIFORNIA, INC.","34","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/21/1941","1/3/2000","3/31/2019","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.bancofcal.com","2077354","60397","78412","1945","1126052","4191161","3175","11307","32","","","732579"
"4033","0","251352","2107789","BancCentral, National Association","Alva","OK","73717","6/30/2019","11/18/2019","N","602-612 Flynn Street","MYERS BANCSHARES, INC.","5","0","1","2","1","Woods","","","8/11/1913","1/1/1934","7/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bcna.com","283687","15092","8398","376","154151","208100","239","0","0","","","73646"
"27476","12941","1386251","1133286","BancFirst","Oklahoma City","OK","73102","6/30/2019","11/18/2019","NM","101 N. Broadway, Suite 200","BANCFIRST CORPORATION","114","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","4/1/1989","4/1/1989","9/7/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.bancfirst.bank","3709754","385950","125190","6372","550708","2901780","3952","8793","22","","","121909"
"26725","0","110936","1242076","Banco do Brasil Americas","Miami","FL","33131","6/30/2019","11/18/2019","NM","1221 Brickell Ave, # 2200","BANCO DO BRASIL S.A.","5","0","0","8","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/24/1986","7/24/1986","7/31/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","355471","40744","1703","28","111245","215283","312","260","1","","","80704"
"34968","0","940311","1129382","Banco Popular de Puerto Rico","San Juan","PR","918","6/30/2019","11/18/2019","SM","209 Avenida Luis Munoz River","POPULAR, INC.","1","0","1","9","0","San Juan","41980","San Juan-Carolina-Caguas, PR","1/2/1999","1/2/1999","2/27/2015","Stock","0","0","FED","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","173","0","http://www.popular.com","13878000","2204421","972000","150008","3297000","20173000","9769","22000","54","","","2280000"
"20828","12675","816210","1239254","Banco Santander Puerto Rico","San Juan","PR","917","6/30/2019","11/18/2019","NM","207 Ponce De Leon Avenue","BANCO SANTANDER, S.A.","0","0","0","9","0","San Juan","41980","San Juan-Carolina-Caguas, PR","10/2/1972","10/2/1972","10/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","27","0","www.santander.pr","1442534","174235","22036","3744","178426","3592078","1908","0","0","","","357531"
"11813","11210","606046","0","BancorpSouth Bank","Tupelo","MS","38804","6/30/2019","11/18/2019","NM","201 South Spring Street","","318","0","1","4","0","Lee","","","3/1/1876","1/1/1934","4/1/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","0","www.bancorpsouth.com","8377599","641107","399692","17443","1796547","6741680","7786","33222","96","","","635361"
"26653","0","78157","1139671","Bandera Bank","Bandera","TX","78003","6/30/2019","11/18/2019","NM","207 Main Street","BANDERA BANCSHARES, INC.","1","0","0","8","1","Bandera","41700","San Antonio-New Braunfels, TX","4/24/1986","4/24/1986","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","44975","3926","510","32","5429","19477","39","0","0","","","1358"
"57815","0","3402913","0","Banesco USA","Coral Gables","FL","33134","6/30/2019","11/18/2019","NM","150 Alhambra Circle, # 100","","4","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","1/10/2006","1/10/2006","8/29/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","1","0","Banescousa.com","480053","12319","78","10","200992","732584","1096","0","0","","","170966"
"18408","7107","419406","3547999","Bangor Savings Bank","Bangor","ME","4401","6/30/2019","11/18/2019","SB","3 State Street","BANGOR BANCORP, MHC","62","0","1","4","0","Penobscot","12620","Bangor, ME","2/14/1852","7/1/1961","4/6/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bangor.com","1538127","281672","362916","8247","540133","1632452","1472","4918","13","","","100564"
"14291","12142","952846","1205156","Bank","Wapello","IA","52653","6/30/2019","11/18/2019","SM","409 Hwy 61 S","MORNING SUN BANK CORP.","4","0","0","4","1","Louisa","","","2/13/1931","4/25/1934","1/12/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bank.bank","53620","5214","1891","106","25551","18957","34","0","0","","","4531"
"1047","13079","496845","1099195","Bank & Trust Company","Litchfield","IL","62056","6/30/2019","11/18/2019","NM","401 North Madison Street","LBT BANCSHARES, INC.","7","0","0","4","0","Montgomery","","","9/1/1902","1/1/1934","12/31/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.banktr.com","212412","15646","12192","340","113173","51809","78","1070","4","","","15060"
"13816","0","142049","1204092","Bank 1st","West Union","IA","52175","6/30/2019","11/18/2019","SM","115 North Vine Street","FNB BANSHARES, INC.","3","0","0","2","1","Fayette","","","1/1/1934","1/31/1934","12/28/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","63187","5066","8676","397","24513","26775","38","0","0","","","4334"
"11521","0","64552","3045721","Bank 2","Oklahoma City","OK","73108","6/30/2019","11/18/2019","SM","909 South Meridian Avenue","CHICKASAW BANC HOLDING COMPANY","1","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","1/1/1903","1/1/1934","4/10/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bank2.bank","102830","3481","2913","60","43785","59721","54","322","1","","","5439"
"8560","9178","634544","1060047","Bank 21","Carrollton","MO","64633","6/30/2019","11/18/2019","NM","One West Washington Avenue","KNOTT HOLDING COMPANY, INC.","5","0","0","4","1","Carroll","","","8/12/1912","1/1/1934","1/22/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","93347","8187","5368","352","53022","22852","46","0","0","","","3504"
"29087","2889","955977","5009026","BANK 34","Alamogordo","NM","88310","6/30/2019","11/18/2019","SA","500 10th Street","BANCORP 34, INC.","5","0","1","4","0","Otero","","","8/1/1934","11/2/1934","12/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","","162563","5961","7721","302","70611","113599","190","366","1","","","9587"
"4147","52452","18854","3256134","Bank 7","Oklahoma City","OK","73116","6/30/2019","11/18/2019","SM","1039 Nw 63rd Street","BANK7 CORP","9","0","1","4","0","Oklahoma","36420","Oklahoma City, OK","5/6/1901","1/1/1934","3/7/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bank7.com","408156","10631","2956","109","154234","285952","411","0","0","","","58667"
"5304","10916","594947","1208009","Bank First, N.A.","Manitowoc","WI","54220","6/30/2019","11/18/2019","N","402 North Eighth Street","BANK FIRST CORPORATION","18","0","0","4","0","Manitowoc","","","1/1/1894","1/1/1934","7/11/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bankfirstwi.bank","911746","71548","53617","2803","315669","606719","803","5295","17","","","52662"
"8941","15932","812557","4932798","Bank Forward","Hannaford","ND","58448","6/30/2019","11/18/2019","NM","390 Wheat St","BANK FORWARD EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","13","0","1","2","1","Griggs","","","9/5/1927","1/1/1934","2/25/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","WWW.BANKFORWARD.COM","355293","21755","22091","928","188761","146359","231","2060","7","","","22972"
"33686","0","790105","0","Bank Hapoalim B.M.","New York","NY","10036","6/30/2019","11/18/2019","OI","1120 Avenue Of The Americas","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1921","11/25/1974","4/3/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","2680090","834556","0","0","","419798","301","0","0","0","0",""
"16604","9993","539032","1082209","Bank Independent","Sheffield","AL","35660","6/30/2019","11/18/2019","SM","710 South Montgomery Avenue","BANCINDEPENDENT, INCORPORATED","29","0","0","4","0","Colbert","22520","Florence-Muscle Shoals, AL","8/2/1947","8/2/1947","2/24/2011","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.bibank.com","973348","78464","58095","2663","406087","350429","591","7335","21","","","64689"
"14521","13639","187947","1202762","Bank Iowa","West Des Moines","IA","50266","6/30/2019","11/18/2019","SM","1150 Jordan Creek Parkway","BANK IOWA CORPORATION","25","0","0","2","1","Dallas","19780","Des Moines-West Des Moines, IA","3/7/1923","6/28/1934","6/30/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankiowa.bank","709959","49301","40944","1707","275264","399743","477","2420","9","","","162626"
"19842","0","101019","1232536","Bank Leumi USA","New York","NY","10017","6/30/2019","11/18/2019","NM","579 Fifth Avenue","BANK LEUMI LE-ISRAEL B.M.","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/22/1968","7/22/1968","10/1/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.leumiusa.com","1282715","11538","500","52","795550","4005526","2518","0","0","","","953995"
"5170","0","45551","1203714","Bank Midwest","Spirit Lake","IA","51360","6/30/2019","11/18/2019","SM","1525 18th Street","GOODENOW BANCORPORATION","11","0","1","2","0","Dickinson","","","1/1/1887","1/1/1934","12/31/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","589345","33180","22690","1721","208323","191100","128","1070","3","","","21101"
"16601","12437","645157","1870022","Bank Northwest","Hamilton","MO","64644","6/30/2019","11/18/2019","NM","201 South Davis Street","CALDWELL COUNTY BANCSHARES, INC.","6","0","0","2","1","Caldwell","28140","Kansas City, MO-KS","8/4/1945","8/4/1947","8/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.banknw.com","86958","8457","2914","131","26603","60999","66","550","2","","","5529"
"11782","0","213538","0","Bank of Abbeville & Trust Company","Abbeville","LA","70510","6/30/2019","11/18/2019","NM","123 Concord Street","","3","0","0","4","0","Vermilion","29180","Lafayette, LA","3/14/1894","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","97235","5946","7562","203","36220","37046","67","701","2","","","8072"
"13290","0","452104","0","Bank of Akron","Akron","NY","14001","6/30/2019","11/18/2019","NM","46 Main Street","","5","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1900","1/1/1934","4/25/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","236667","18548","9728","448","76727","80096","128","1615","4","","","19025"
"155","14550","986935","3194076","Bank of Alapaha","Alapaha","GA","31622","6/30/2019","11/18/2019","NM","245 Ne Railroad St.","ALAPAHA HOLDING COMPANY","4","0","0","4","0","Berrien","","","3/25/1905","1/1/1934","3/24/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","95769","7824","5932","387","50617","55230","92","333","1","","","21867"
"26689","0","564052","2029368","Bank of Alma","Alma","WI","54610","6/30/2019","11/18/2019","NM","211 Main Street","DAIRYLAND BANK HOLDING CORPORATION","4","0","1","4","0","Buffalo","","","6/20/1986","6/20/1986","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","77715","7534","9679","442","20088","35191","44","0","0","","","1202"
"25178","12449","1443266","1073757","Bank of America California, National Association","San Francisco","CA","94104","6/30/2019","11/18/2019","N","555 California Street","BANK OF AMERICA CORPORATION","1","0","0","5","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","5/18/1984","5/18/1984","9/16/2009","Stock","0","0","OCC","DIF","San Francisco","WASHINGTON","San Francisco","San Francisco","Western","Western","0","0","www.bankofamerica.com","5234000","415042","2263000","93760","0","3407000","7826","0","0","","","0"
"3510","0","480228","1073757","Bank of America, National Association","Charlotte","NC","28202","6/30/2019","11/18/2019","N","100 North Tryon St","BANK OF AMERICA CORPORATION","4350","229","1","9","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","10/17/1904","1/1/1934","1/1/2016","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Charlotte","Richmond","Northeastern","Southeast","0","0","www.bankofamerica.com","637886000","68202965","43697000","4361524","33590000","714850000","496382","3482000","6421","","","21955000"
"8243","9803","31835","3664216","Bank of Anguilla","Anguilla","MS","38721","6/30/2019","11/18/2019","NM","130 Holland Street","PYRAMID FINANCIAL CORPORATION","5","0","0","2","0","Sharkey","","","1/1/1904","1/1/1934","5/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","57261","4760","3967","113","26759","50029","71","1429","3","","","21761"
"34120","14546","2390929","2454380","Bank of Ann Arbor","Ann Arbor","MI","48107","6/30/2019","11/18/2019","NM","125 South Fifth Avenue","ARBOR BANCORP, INC.","8","0","0","4","0","Washtenaw","11460","Ann Arbor, MI","1/16/1996","1/16/1996","1/6/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.bankofannarbor.com","546409","21435","7741","436","82222","904431","879","253","1","","","157420"
"33681","0","909000","0","Bank of Baroda","New York","NY","10016","6/30/2019","11/18/2019","OI","One Park Avenue","","1","0","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1908","2/22/1979","10/11/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","4755850","38502","403390","33094","","117105","57","0","0","0","0",""
"23123","10508","225559","1097249","Bank of Bartlett","Bartlett","TN","38134","6/30/2019","11/18/2019","SM","6281 Stage Road","WEST TENNESSEE BANCSHARES, INC.","7","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","5/19/1980","5/19/1980","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","235260","17504","7359","378","46243","65442","129","0","0","","","1316"
"16282","0","311144","2993722","Bank of Bearden","Bearden","AR","71720","6/30/2019","11/18/2019","NM","1 Second Street Nw","BEARDEN BANCSHARES, INC.","1","0","0","4","1","Ouachita","","","7/5/1945","7/5/1945","10/16/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","","18873","1345","1187","30","5858","26690","31","0","0","","","4093"
"18930","14049","302030","1138272","Bank of Belle Glade","Belle Glade","FL","33430","6/30/2019","11/18/2019","NM","108 Southeast Avenue D","BELLE GLADE BANK CORPORATION","1","0","0","7","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/14/1963","11/14/1963","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","36672","2494","1293","41","3795","55351","76","307","1","","","8015"
"58114","0","3374403","4421564","Bank of Belleville","Belleville","IL","62220","6/30/2019","11/18/2019","NM","215 South Illinois Street","BELLEVILLE BANCORP, INC.","1","0","0","4","0","Saint Clair","41180","St. Louis, MO-IL","11/4/2005","11/4/2005","8/10/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.bankofbelleville.com","129287","3722","1996","91","67481","47017","78","0","0","","","3714"
"8595","13240","348159","4459754","Bank of Bennington","Bennington","NE","68007","6/30/2019","11/18/2019","SM","12212 North 156th Street","BBIG HOLDINGS, LLC","4","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","1/28/1928","1/1/1934","4/27/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","58344","4600","3331","306","10282","54612","66","0","0","","","2291"
"15817","0","659640","0","Bank of Benoit","Benoit","MS","38725","6/30/2019","11/18/2019","NM","28-30 Main Street","","1","0","0","2","0","Bolivar","","","1/1/1904","5/6/1941","5/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","","8103","655","0","0","2981","7603","17","0","0","","","2990"
