cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"4199","12218","319458","1142288","The First National Bank of Stigler","Stigler","OK","74462","6/30/2019","11/18/2019","N","300 East Main Street","STIGLER BANCORPORATION, INC.","1","0","0","2","1","Haskell","","","4/19/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.fnbstigler.com","24","114747","15732","13736","60099","0","36906","479","0","564","0","0","1446","114747","104708","104172","66243","104172","73.3813708934602","0","0","0","0","536","10039","10039","0","300","440","9299","0","209","0","667","110741","58459","113140.33","114419","52195","115996","363","363","0","0","2687","189","0","0","8583","9338","479","8583","0"
"6706","0","553926","4226693","The First National Bank of Sycamore","Sycamore","OH","44882","6/30/2019","11/18/2019","N","141 S Sycamore Ave","FNB BANCSHARES, INC.","4","0","0","4","0","Wyandot","","","7/1/1919","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.fnbsycamore.com","27","152629","1460","72","55004","2548","84331","1042","0","3621","0","1582","4083","152629","135208","121386","103641","121386","85.043681605968","0","0","12942","0","880","17421","17421","0","1200","1200","15021","0","1354","0","804","141955","101402","150848.33","151835","96430","150594","2280","2280","0","0","17224","1385","12942","0","9555","15985","1064","9555","0"
"4779","10633","543459","4442699","The First National Bank of Syracuse","Syracuse","KS","67878","6/30/2019","11/18/2019","N","111 South Main Street","LEGACY FINANCIAL, INC.","5","0","0","2","0","Hamilton","","","2/10/1906","1/1/1934","10/10/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","55","345284","5696","3023","39005","0","276350","6512","0","8225","2447","2217","11344","345284","306083","287500","241236","287500","80.4037757095095","147","0","17304","0","1132","39201","39201","0","2500","20874","15827","0","1243","0","3926","318378","132765","344155","345564.5","289278","340505","4283","4283","0","0","57229","5622","17304","253","46114","36110","3653","46114","0"
"5546","0","467265","1830473","The First National Bank of Tahoka","Tahoka","TX","79373","6/30/2019","11/18/2019","N","1601 South 1st Street","TAHOKA FIRST BANCORP, INC.","1","0","0","2","1","Lynn","31180","Lubbock, TX","1/1/1907","1/1/1934","1/12/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","11","52982","18361","14063","19247","0","14763","370","0","272","0","0","339","52982","47056","46955","33629","46955","86.6429681346985","0","0","0","0","101","5926","5926","0","400","400","5126","0","472","0","287","48073","4707","54041.33","54160","20599","53668","0","0","0","0","3082","105","0","0","3812","5877","259","3812","0"
"5557","0","193162","0","The First National Bank of Tom Bean","Tom Bean","TX","75489","6/30/2019","11/18/2019","N","109 S Britton St","","4","0","1","4","1","Grayson","43300","Sherman-Denison, TX","9/22/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","44","118554","5831","3630","13593","0","91395","1628","0","4632","380","541","2182","118554","108007","107624","89685","107624","83.8316012370789","0","0","0","0","383","10547","10547","0","1500","2100","6947","0","2227","0","964","108618","35450","121033","117010.5","83834","119254","0","0","0","0","6546","1028","0","0","5638","10006","1055","5638","0"
"5559","0","479567","0","The First National Bank of Trinity","Trinity","TX","75862","6/30/2019","11/18/2019","N","105 South Robb Street","","2","0","0","8","1","Trinity","","","9/11/1911","1/1/1934","9/25/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","19","60303","5122","4208","23839","0","28994","331","0","408","0","0","1940","60303","54230","53830","31051","53830","89.417380160838","0","0","0","0","400","6073","6073","0","446","658","4969","0","131","0","271","57041","36612","58483.67","58813","32936","58550","1428","1428","0","0","2356","1307","0","0","2920","6166","331","2920","0"
"5076","11326","292850","1128321","The First National Bank of Wakefield","Wakefield","MI","49968","6/30/2019","11/18/2019","N","401 Sunday Lake Street","WAKEFIELD BANCORPORATION, INC.","2","0","0","7","1","Gogebic","","","1/1/1910","1/1/1934","4/22/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","15","50354","9720","8085","17909","2375","19262","274","0","699","35","0","354","50354","45521","45421","32006","45421","91.0739037644936","0","0","0","0","100","4833","4833","0","49","198","4586","0","152","0","204","47631","3700","49153.67","49706.5","20491","49102","0","0","0","0","1391","1126","0","0","139","4892","257","139","0"
"5270","11110","837354","1122534","The First National Bank of Waseca","Waseca","MN","56093","6/30/2019","11/18/2019","N","101 North State Street","FRANKSON INVESTMENT CORPORATION","3","0","0","4","1","Waseca","","","12/18/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","38","133935","4895","2218","10229","0","109140","1433","0","1807","0","1577","6287","133935","120358","116145","95070","116145","85.0193348801237","0","0","2250","0","1963","13577","13577","0","200","5543","7834","0","484","0","496","121587","70653","134951","134601.5","110352","136019","3284","3284","0","0","5774","1118","2250","0","13087","12360","1380","13087","0"
"6725","0","263627","3015612","The First National Bank of Waverly","Waverly","OH","45690","6/30/2019","11/18/2019","N","107 North Market","CENTRAL OHIO BANCORP","5","0","0","4","0","Pike","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","42","148918","19991","17750","28985","0","86187","628","0","1514","265","0","11976","148918","134083","129815","96107","129815","76.260416827123","0","0","0","0","4268","14835","14835","0","2500","2500","9835","0","1876","0","338","132922","39479","153797.33","153139.5","76426","154208","8984","7998","0","986","6093","4760","0","0","15525","14835","628","15525","0"
"2160","11878","31134","1137752","The First National Bank of Waynesboro","Waynesboro","GA","30830","6/30/2019","11/18/2019","N","626 Liberty Street","FIRST BURKE BANKING COMPANY","3","0","0","8","0","Burke","12260","Augusta-Richmond County, GA-SC","1/1/1905","1/1/1934","5/28/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.fnbwaynesboro.com","35","135287","24620","21726","16043","0","87787","1164","0","4119","0","0","2718","135287","110698","108914","78305","108914","85.6475159690974","0","0","0","0","1784","24589","24589","0","200","250","24139","0","777","0","965","125556","59637","137531.67","136667.5","83207","135453","834","834","0","0","2902","11574","0","0","11233","24422","1041","11233","0"
"6805","0","917630","0","The First National Bank of Williamson","Williamson","WV","25661","6/30/2019","11/18/2019","N","68 E. 2nd Avenue","","3","0","1","8","1","Mingo","","","6/11/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.yourfnbonline.com","36","86262","11285","9611","16133","0","57224","758","0","356","282","0","982","86262","77156","76585","60341","76585","87.0176445273275","385","0","0","0","186","9106","9106","0","190","7615","1301","0","518","0","449","82968","43598","82077.33","83530","43471","83922","0","0","0","0","11401","2659","0","0","1249","9018","547","1249","0"
"5590","12096","501767","1102170","The First National Bank of Winnsboro","Winnsboro","TX","75494","6/30/2019","11/18/2019","N","315 North Main Street","ETEX BANCO, INC.","3","0","0","4","0","Wood","","","1/1/1893","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","31","139109","14376","9762","20867","0","87882","1083","0","2498","1322","436","11728","139109","112193","106079","70215","106079","89.2354930161152","0","0","2000","0","4114","26916","26916","0","1022","3000","22894","0","108","0","805","118511","35129","137779","138090","96745","139390","7414","5368","0","2046","9469","327","2000","0","8332","27812","1083","8332","0"
"3897","12242","988845","1132159","The First National Bank of Wynne","Wynne","AR","72396","6/30/2019","11/18/2019","N","528 East Merriman Avenue","FIRST NATIONAL CORPORATION OF WYNNE","7","0","0","2","0","Cross","","","12/3/1915","1/1/1934","10/31/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","80","327127","46092","33454","61830","7000","193156","2339","0","3728","543","6813","7965","327127","281217","276804","193143","276804","78.6751777249046","3853","0","0","0","560","45910","45910","0","1","30341","15568","0","1343","760","2226","295440","28921","334187","333422.5","250581","328709","2820","2820","0","0","20480","2866","0","0","79374","39210","2339","79374","0"
"4752","0","460350","1063776","The First Security Bank","Overbrook","KS","66524","6/30/2019","11/18/2019","NM","312 Maple Street","OVERBROOK BANKSHARES, INC.","3","0","0","4","1","Osage","45820","Topeka, KS","4/3/1897","1/1/1934","3/2/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.firstsecurityks.com","24","63176","9416","8514","3745","0","45184","543","0","1881","195","613","2142","63176","57612","52459","43149","52459","85.4249237804878","3465","0","1500","0","188","5564","5564","0","100","4600","864","0","0","0","312","57443","16177","62110.67","62531.5","45732","61888","1409","1409","0","0","10305","1156","1500","0","4866","4930","543","4866","0"
"4041","0","49951","0","The First Security Bank","Beaver","OK","73932","6/30/2019","11/18/2019","NM","15 South Douglas Avenue","","1","0","0","2","1","Beaver","","","1/16/1916","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","16","123121","7497","1354","2501","560","107155","853","0","370","452","0","4586","123121","111238","111090","79509","111090","72.716313715612","0","0","0","0","148","11883","11883","0","685","435","10763","0","3596","0","1976","111570","37797","120334.33","120086.5","115528","116259","2176","2176","0","0","19745","2133","0","0","12497","11883","853","12497","0"
"9973","0","736662","3600399","The First State Bank","Rice","TX","75155","6/30/2019","11/18/2019","NM","100 North Mckinney Street","RICE BANCSHARES, INC.","4","0","0","4","0","Navarro","","","2/27/1928","1/1/1934","3/12/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","40","144527","9273","6326","39231","413","86457","1355","0","4238","1919","1862","1134","144527","124459","124097","81576","124097","66.3280840952113","0","0","0","0","362","20068","20068","0","315","12556","7197","0","424","0","760","132427","45748","150259","148717.5","96795","149747","0","0","0","0","11036","6366","0","0","11663","17889","1212","11663","0"
"5835","13277","394259","1056992","The First State Bank","Norton","KS","67654","6/30/2019","11/18/2019","NM","105 West Main Street","NORTON BANKSHARES, INC.","5","0","1","2","1","Norton","","","4/21/1902","1/1/1934","1/1/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.firstatebank.com","73","441430","7650","117","178079","3000","236182","3929","0","2823","62","4222","9412","441430","389539","345328","271419","345328","78.845697758496","7671","0","33239","0","3301","51891","51891","0","500","16145","35246","0","3813","0","4878","417378","194029","440569","437186","296821","433260","2799","2799","0","0","54547","4045","33239","0","59443","45585","3713","59443","20503"
"14361","0","627425","1076057","The First State Bank","Barboursville","WV","25504","6/30/2019","11/18/2019","NM","660 Central Avenue","FIRST BANKSHARES, INC.","4","0","0","4","0","Cabell","26580","Huntington-Ashland, WV-KY-OH","9/1/1905","5/14/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","62","155721","17488","15078","10111","0","98704","1512","0","3607","19300","0","6511","155721","151779","130691","104972","130691","92.6957211259874","0","0","18757","0","2331","3942","3942","0","425","8341","-4824","0","19106","2986","481","123893","14053","153368.67","152480.5","119569","151145","3038","3038","0","0","16847","871","16100","739","10020","3919","1495","10020","10305"
"12315","10301","801654","1898008","The First State Bank","Columbus","TX","78934","6/30/2019","11/18/2019","NM","420 Walnut Street","COLUMBUS BANCORP, INC.","1","0","0","2","1","Colorado","","","3/1/1913","1/1/1934","3/25/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","17","142939","26562","23817","76820","650","31442","211","0","1206","0","0","6259","142939","122219","121468","85609","121468","73.0249467424473","0","0","0","0","751","20720","20720","0","800","5300","14620","0","37","0","685","132729","83479","143514","144112.5","62501","144346","5107","5107","0","0","20005","2146","0","0","4891","20773","211","4891","0"
"10503","0","275657","1059591","The First State Bank","Ness City","KS","67560","6/30/2019","11/18/2019","SM","206 N. Pennsylvania Ave.","BEUTLER, INC.","1","0","0","2","1","Ness","","","1/1/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","10","61080","2700","506","30376","800","26054","964","0","380","0","0","770","61080","49518","49453","38376","49453","74.3588190153076","0","0","0","0","65","11562","11562","0","300","800","10462","0","2","0","731","57736","21372","62825.67","61178.5","41207","62406","0","0","0","0","4155","497","0","0","4636","11303","521","4636","0"
"17588","12692","888552","1141021","The First State Bank","Louise","TX","77455","6/30/2019","11/18/2019","NM","206 North St.","LOUISE BANCSHARES, INC.","12","0","0","2","1","Wharton","","","5/7/1956","5/7/1956","8/17/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.fsblouise.com","130","481832","11555","2330","101570","0","344825","4149","0","9110","0","1538","13234","481833","435367","429492","420303","429492","80.4441289091142","2611","0","0","0","3264","46466","46466","0","1200","15370","29896","0","284","0","4036","448725","136889","482633","482354.5","371765","481140","8351","8351","0","0","16045","157","0","0","87921","44321","4149","87921","0"
"2301","53275","141350","0","The First State Bank","Boise City","OK","73933","6/30/2019","11/18/2019","NM","20 Sw Square","","1","0","0","2","1","Cimarron","","","8/6/1915","1/1/1934","1/28/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","13","83021","1224","58","10256","113","67272","478","0","1865","0","0","2291","83021","76120","71552","50708","71552","67.5131214412006","0","0","3000","0","1568","6901","6901","0","300","400","6201","0","372","0","1548","77699","10670","80028.67","81066.5","76381","80327","219","219","0","0","25314","2884","3000","0","8859","8035","478","8859","0"
"11175","0","305059","4665322","The First State Bank","Abernathy","TX","79311","6/30/2019","11/18/2019","NM","402 Ninth","TURNER BANCSHARES, INC.","2","0","0","2","1","Hale","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","14","43538","4276","2998","7718","0","27034","307","0","2480","0","642","1388","43538","39092","33224","17727","33224","58.9081064821778","0","0","5611","0","257","4446","4446","0","500","4000","-54","0","79","0","692","37750","11287","42134","42280","28737","41287","0","0","0","0","11658","1347","4500","0","4390","3877","307","4390","0"
"17884","0","997052","3832912","The First State Bank","Oklahoma City","OK","73112","6/30/2019","11/18/2019","NM","3030 Nw Expressway Suite 1","FSB INVESTMENTS, LLC","3","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","8/12/1902","7/2/1958","1/19/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","55","351210","31709","28205","10803","2555","292129","3199","0","3182","0","1390","9442","351210","318972","304538","246105","304538","75.0181291980168","0","0","13389","0","1045","32238","32238","0","100","27010","5128","0","0","0","1269","333692","24061","339803.33","342791","298374","346043","5402","5402","0","0","54929","9217","13389","4380","56022","30833","3199","56022","696"
"15899","14147","9955","1062425","The First State Bank & Trust Co. of Larned","Larned","KS","67550","6/30/2019","11/18/2019","SM","116 West Sixth Street","FIRST STATE FINANCIAL CORPORATION","4","0","0","2","1","Pawnee","","","1/1/1896","6/26/1942","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","23","156345","22017","19940","46409","0","84515","1809","0","1014","0","0","2390","156345","135817","115144","88106","115144","71.1057479446822","0","0","20500","0","173","20528","20528","0","110","3023","17395","0","2059","0","1150","150864","8241","153050","153644","101585","152266","0","0","0","0","11053","1189","20500","0","18290","20383","1276","18290","0"
"12098","0","630041","3584006","The First State Bank of Dongola","Dongola","IL","62926","6/30/2019","11/18/2019","SM","108 Se Front St","TRI-COUNTY HOLDINGS, INC.","2","0","0","8","1","Union","","","5/1/1906","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","8","24156","6540","5502","1175","719","14631","174","0","560","284","0","247","24157","21364","21274","17077","21274","93.5729386892178","0","0","0","0","90","2793","2793","0","50","575","2168","0","120","0","145","22027","1901","24428.33","24428","13159","24338","0","0","0","0","0","244","0","0","10","2791","164","10","0"
"17661","0","864855","0","The First State Bank of Healy","Healy","KS","67850","6/30/2019","11/18/2019","NM","Jayhawk Plaza On K-4","","1","0","0","2","1","Lane","","","7/10/1906","9/14/1956","12/18/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","9","78631","483","18","25975","0","46638","761","0","177","1332","0","4026","78631","62229","56120","48460","56120","69.888932398277","1150","0","4500","0","459","16402","16402","0","100","1000","15302","0","1438","0","859","72631","33518","76907.67","76764.5","61819","76922","2857","2857","0","0","8275","177","4500","0","7091","15667","761","7091","0"
"1982","0","615253","1857171","The First State Bank of Malta","Malta","MT","59538","6/30/2019","11/18/2019","SM","1 South 1st Street East","FS BANCO, INC.","1","0","0","2","0","Phillips","","","3/4/1903","1/1/1934","5/27/2010","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.fsbmalta.com","19","134273","3954","3357","34654","0","92952","2748","0","77","0","0","2636","134274","111255","110798","85873","110798","82.2478282396363","0","0","0","0","457","23019","23019","0","1000","11500","10519","0","23381","0","1858","130963","37658","137015.67","135591.5","121878","134900","0","0","0","0","5030","4971","0","0","10624","22550","1538","10624","0"
"11527","0","644057","0","The First State Bank of Pond Creek, Oklahoma","Pond Creek","OK","73766","6/30/2019","11/18/2019","NM","Second And Broadway Streets","","2","0","0","2","1","Grant","","","9/16/1893","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fsbpondcreek.com","14","49149","4904","3466","6848","3000","33282","602","0","348","0","0","767","49149","43417","43389","31313","43389","83.5967013728923","0","0","0","0","28","5732","5732","0","400","600","4732","0","30","0","687","46596","1386","48438.33","48393","30849","47398","0","0","0","0","518","557","0","0","3427","5718","388","3427","0"
"15469","0","471057","0","The First State Bank of Ransom","Ransom","KS","67572","6/30/2019","11/18/2019","NM","306 S Vermont Ave","","2","0","0","2","0","Ness","","","1/1/1900","3/4/1937","4/25/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","fsbransom.com","7","42243","2683","1260","20126","1640","16719","389","0","26","0","0","1049","42243","32355","32073","26409","32073","90.4755976095618","0","0","0","0","282","9888","9888","0","500","1000","8388","0","105","0","386","39745","22285","42880","42394","22763","42513","625","625","0","0","776","1333","0","0","883","9699","286","883","0"
"8191","0","818559","1127548","The First State Bank of Red Wing","Red Wing","MN","55066","6/30/2019","11/18/2019","NM","3209 South Service Drive","NOBLE BANK HOLDING COMPANY, INC.","3","0","0","7","0","Goodhue","","","10/14/1915","1/1/1934","2/18/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","13","76549","16432","15283","34743","0","22862","179","0","1551","0","450","511","76549","69258","68772","59556","68772","86.0879922146208","0","0","0","0","486","7291","7291","0","100","4250","2941","0","62","0","268","72888","25781","78088.67","77379","27890","76917","0","0","0","0","5974","271","0","0","1641","6783","179","1641","0"
"9769","0","760957","2380948","The First State Bank of Rosemount","Rosemount","MN","55068","6/30/2019","11/18/2019","NM","3025 145th Street West","HIGGINS BANCORPORATION, INC.","1","0","0","8","0","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","12","73161","8733","7642","20762","2200","38364","295","0","2107","0","0","995","73162","68223","68178","50874","68178","88.8092305887872","0","0","0","0","45","4939","4939","0","100","2900","1939","0","516","0","213","68968","27675","71922.33","71800.5","43235","71208","0","0","0","0","702","25","0","0","7929","4728","295","7929","0"
"11013","0","686758","1126493","The First State Bank of Shelby","Shelby","MT","59474","6/30/2019","11/18/2019","NM","320 Main Street","PRAIRIE BANCSHARES CORPORATION","1","0","0","2","0","Toole","","","1/1/1910","1/1/1934","7/29/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","20","124756","5794","3352","92089","0","25494","591","0","192","36","0","1151","124755","96048","95802","64608","95802","84.6828525540746","0","0","0","0","246","28707","28707","0","1250","5750","21707","0","280","0","1042","120935","87935","127416.67","125179","40282","124972","0","0","0","0","4859","1","0","0","9530","28985","504","9530","0"
"10831","0","193649","2251776","The First Trust and Savings Bank of Watseka, Illinois","Watseka","IL","60970","6/30/2019","11/18/2019","SM","120 East Walnut Street","FIRST TRUST HOLDINGS, INC., THE","2","0","0","2","0","Iroquois","","","6/28/1909","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.ftsbank.com","33","248074","39925","36082","91247","0","113085","1621","0","1421","0","0","2396","248074","208168","207309","187970","207309","78.9098954918823","0","0","0","0","859","39906","39906","0","500","5400","34006","0","269","0","1920","240414","46786","247589.67","247433.5","135610","245602","0","0","0","0","7722","2612","0","0","28125","39540","1621","28125","0"
"34217","0","2385514","2385493","The First, A National Banking Association","Hattiesburg","MS","39402","6/30/2019","11/18/2019","N","6480 Us-98 West","FIRST BANCSHARES, INC., THE","71","0","1","4","0","Lamar","25620","Hattiesburg, MS","8/5/1996","8/5/1996","10/30/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","0","www.thefirstbank.com","631","3464296","164430","88952","605003","0","2348504","12091","0","96549","11204","145649","92957","3464296","2924567","2831203","2185362","2831203","66.7946301246434","0","0","76091","0","17273","539729","539729","0","5149","463659","70921","0","26597","0","12828","3042459","1036651","3329966.33","3496284","2537881","3321335","54781","46981","0","7800","212071","22709","71250","8597","408407","392176","12091","408407","19110"
"17513","15454","739832","2616179","The Fisher National Bank","Fisher","IL","61843","6/30/2019","11/18/2019","N","102 East Division Street","FISHER BANCORP, INC.","3","0","0","8","1","Champaign","16580","Champaign-Urbana, IL","11/18/1955","11/18/1955","2/13/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.fishernational.com","27","127317","9494","6225","14991","0","98248","1112","0","1497","67","0","3020","127317","110587","107520","93649","107520","91.4191204482313","0","0","2500","0","567","16730","16730","0","700","700","15330","0","179","0","683","119464","40338","125621","126815","84647","126167","1677","1677","0","0","10751","2279","2500","0","7322","16387","1058","7322","0"
"3840","0","137447","1099654","The FNB Community Bank","Vandalia","IL","62471","6/30/2019","11/18/2019","SM","432 West Gallatin Street","FIRST VANDALIA CORP.","7","0","0","2","0","Fayette","","","1/1/1865","1/1/1934","6/28/2019","Stock","0","1","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","85","339557","14990","8343","98183","0","205657","2099","0","4838","61","3250","12578","339557","291299","283147","234972","283147","85.3489628005972","0","0","5538","0","2614","48258","48258","0","188","3818","44252","0","1153","0","2693","312183","64510","339645.67","340794.5","231749","336831","9162","9162","0","0","10190","1549","5538","302","28339","43489","2099","28339","0"
"13209","13772","830113","2524443","The Fort Jennings State Bank","Fort Jennings","OH","45844","6/30/2019","11/18/2019","NM","120 North Water St.","FJSB BANCSHARES, INC.","6","0","0","4","0","Putnam","","","1/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","42","186515","4242","41","5694","12419","150531","2608","0","5323","0","354","7952","186515","165719","163296","132132","163296","90.5932172274101","0","0","0","0","2423","20796","20796","0","1250","1465","18081","0","1336","0","960","168685","20037","180812.33","183008","142964","181980","5567","3437","0","2130","12345","710","0","0","20397","20307","1797","20397","0"
"5768","11304","145844","3033045","The Fountain Trust Company","Covington","IN","47932","6/30/2019","11/18/2019","NM","615 3rd St","PIPER HOLDINGS, INC.","14","0","0","2","0","Fountain","","","1/1/1903","1/1/1934","7/14/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","119","375287","41902","37845","81123","0","231839","3892","0","6946","62","4110","9305","375287","326231","325203","244556","325203","83.325392751427","0","0","0","0","1028","49056","49056","0","242","3058","45756","0","1966","0","2628","350807","131145","374069","376254","226420","367684","3944","3944","0","0","3211","0","0","0","54329","43969","2843","54329","0"
"15904","0","7634","1416457","The Four County Bank","Allentown","GA","31003","6/30/2019","11/18/2019","NM","959 Main Street","FOUR COUNTY BANCSHARES, INC.","1","0","0","4","1","Wilkinson","","","9/15/1941","7/13/1942","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","11","70140","5928","5006","11627","0","51068","1147","0","462","285","0","770","70140","60039","59859","48509","59859","92.0539079961304","0","0","0","0","180","10101","10101","0","200","8060","1841","0","314","0","469","67701","16143","71023.33","70833","49157","70199","0","0","0","0","6925","1457","0","0","1289","10041","621","1289","0"
"13450","0","843953","2006471","The Fowler State Bank","Fowler","KS","67844","6/30/2019","11/18/2019","NM","401 Main Street","FSB BANKSHARES, INC.","3","0","0","2","1","Meade","","","4/13/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","18","81518","2583","4","19700","7870","49799","1594","0","248","150","0","1168","81518","73704","73546","60813","73546","81.8179348564288","0","0","0","0","158","7814","7814","0","100","300","7414","0","4646","0","954","77373","13413","83962","82235.5","59896","83493","0","0","0","0","2286","50","0","0","7382","7771","759","7382","0"
"57184","0","3019982","0","The Freedom Bank of Virginia","Fairfax","VA","22030","6/30/2019","11/18/2019","SM","10555 Main Street","","4","0","0","4","0","Fairfax City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/23/2001","7/23/2001","8/27/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://freedom.bank","72","489907","19138","15809","46998","0","398728","4436","0","4876","0","0","20167","489907","428657","398408","316657","398408","63.1967297344037","0","0","28223","0","2026","61250","61250","0","70","57655","3525","0","3183","0","1369","461535","172315","482208","483904.5","412606","483716","12590","11402","0","1188","79250","7668","24850","14094","78136","61503","4436","78136","0"
