cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"57576","0","3199811","3199820","Heritage Bank of the Ozarks","Lebanon","MO","65536","6/30/2019","11/18/2019","NM","1475 South Jefferson","CORNERSTONE BANCSHARES, INC.","2","0","0","2","0","Laclede","","","9/22/2003","9/22/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","40","148143","8962","5971","24973","0","106330","1694","0","3093","0","8","4777","148143","135067","129091","105785","129091","80.5211186949591","0","0","4493","0","1483","13076","13076","0","2000","6138","4938","0","217","0","815","137274","30493","145990.67","146135","107924","147938","2786","2786","0","0","23099","300","4493","210","10404","13117","1353","10404","777"
"30090","4727","986672","3832556","Heritage Bank USA, Inc.","Hopkinsville","KY","42240","6/30/2019","11/18/2019","NM","4155 Lafayette Rd","HOPFED BANCORP, INC.","18","0","1","4","0","Christian","17300","Clarksville, TN-KY","1/1/1879","3/21/1940","7/26/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","200","932176","39579","16583","176103","0","670230","4579","0","20804","3314","0","22146","932176","829765","736664","648092","736664","74.1648517657652","63901","0","26000","0","3200","102411","102411","0","1","57750","44660","0","1513","0","3686","862916","276441","930629","931218","697259","920956","10699","10699","0","0","161159","5256","26000","710","124816","100435","4579","124816","0"
"33119","9950","1469677","2332536","Heritage Bank, Inc.","Erlanger","KY","41018","6/30/2019","11/18/2019","NM","456 Commonwealth Avenue","COMMONWEALTH HOLDINGS, L.L.C.","18","0","1","4","0","Kenton","17140","Cincinnati, OH-KY-IN","9/4/1990","9/4/1990","5/30/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.heritagebank-ky.com","203","897995","79608","67887","138637","3964","631315","7747","0","15257","730","29","28455","897995","815091","787561","549303","787561","63.8804191415585","14796","0","5806","0","6928","82904","82904","0","7000","62342","13562","0","3132","0","2826","841803","199741","888145","883070.5","737900","881015","17867","11961","0","5906","40932","105","5806","0","177478","81091","7747","177478","6213"
"57656","0","3224478","0","Heritage Community Bank","Greeneville","TN","37745","6/30/2019","11/18/2019","NM","114 West Church Street","","3","0","0","4","1","Greene","","","12/3/2003","12/3/2003","7/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","https://www.hcbonline.us","30","113288","11429","8838","3493","0","90648","1147","0","4543","330","11","2834","113288","102205","97677","83707","97677","90.3366150578047","0","0","4000","0","528","11083","11083","0","2649","13773","-5339","0","185","0","286","102979","32747","110268.33","112533","80896","111936","1798","1798","0","0","4256","1267","4000","0","16537","11077","1013","16537","0"
"15282","0","499743","3575723","Heritage Community Bank","Chamois","MO","65024","6/30/2019","11/18/2019","NM","First And Main","HERITAGE MANAGEMENT COMPANY, INC.","4","0","0","4","1","Osage","27620","Jefferson City, MO","8/19/1935","9/19/1935","3/4/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.hcbanks.com","36","147875","6840","3117","6568","7","125720","1695","0","2800","1458","403","4079","147875","134040","121199","105447","121199","87.8799338995174","0","0","12000","0","841","13835","13835","0","50","8077","5708","0","450","0","682","135412","25909","145408.33","146912.5","127943","144913","2165","2165","0","0","12760","4969","12000","506","16075","13428","1600","16075","471"
"20761","17927","318947","3347274","Heritage First Bank","Rome","GA","30161","6/30/2019","11/18/2019","NM","501 Broad Street","HERITAGE FIRST BANCSHARES, INC.","3","0","0","4","1","Floyd","40660","Rome, GA","1/1/1904","7/12/1972","4/6/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.heritagefirstbank.com","42","137908","3434","938","12026","2175","111209","1008","0","4977","778","277","3032","137908","122621","122181","88410","122181","89.350332648669","145","0","0","0","295","15287","15287","0","857","15677","-1247","0","919","0","425","126348","17806","136175","137512.5","116425","137274","2180","2180","0","0","8224","5486","0","0","14725","15230","1008","14725","0"
"29224","3125","912578","2398215","Heritage State Bank","Lawrenceville","IL","62439","6/30/2019","11/18/2019","SM","2201 James Street","HBANCORPORATION, INC.","3","0","1","2","1","Lawrence","","","1/1/1899","8/7/1935","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","11","82999","6681","5904","0","0","71828","1910","0","1673","1319","0","1498","82999","73329","73194","61735","73194","86.8442248099054","0","0","0","0","135","9670","9670","0","493","3662","5515","0","3463","0","1356","77732","718","89058","87367","78415","86932","0","0","0","0","3919","0","0","0","1324","9670","992","1324","0"
"5568","10917","610164","1109496","Herring Bank","Amarillo","TX","79101","6/30/2019","11/18/2019","NM","2201 Civic Circle","HERRING BANCORP, INC.","14","0","1","4","1","Potter","11100","Amarillo, TX","1/1/1899","1/1/1934","8/20/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","171","425372","36831","21979","59254","0","310304","3315","0","8265","1312","76","9330","425373","386454","377827","271988","377827","82.803687250928","0","0","7000","0","1627","38919","38919","0","1000","40000","-2081","0","1106","0","1814","391537","177844","415100","418029.5","328278","412151","0","0","0","0","20443","6289","7000","1451","51995","42970","3315","51995","3353"
"31345","6776","971379","0","Hertford Savings Bank, SSB","Hertford","NC","27944","6/30/2019","11/18/2019","SB","121 North Church Street","","1","0","0","5","0","Perquimans","","","1/1/1923","5/27/1963","3/31/2006","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","3","13045","2166","1622","278","0","10282","69","0","54","151","0","114","13045","10900","10879","10183","10879","100","0","0","0","0","21","2145","2145","0","0","0","2145","0","89","0","57","12182","7649","13125","13145","7595","13108","0","0","0","0","0","174","0","0","1186","2141","69","1186","0"
"34488","15421","2536633","1203910","Hiawatha Bank and Trust Company","Hiawatha","IA","52233","6/30/2019","11/18/2019","NM","777 North Center Point Road","COUNTRY BANCORPORATION","1","0","0","4","0","Linn","16300","Cedar Rapids, IA","9/15/1997","9/15/1997","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","9","55624","2403","271","254","1660","49624","567","0","727","130","0","826","55624","49231","40800","26848","40800","84.6914846841565","0","0","8045","0","386","6393","6393","0","1000","1000","4393","0","0","0","336","51809","3732","54223","54704.5","40658","53764","0","0","0","0","8045","0","8045","0","3678","6388","510","3678","0"
"13058","0","505550","4465559","Hiawatha National Bank","Hager City","WI","54014","6/30/2019","11/18/2019","N","N 1555 770th Street","LAKE SHORE III CORPORATION","5","0","0","4","0","Pierce","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1917","1/1/1934","7/22/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","46","213609","11882","9341","23861","213","166457","1741","0","6336","0","2026","2834","213609","190664","170003","136181","170003","89.070970776739","0","0","20000","0","661","22945","22945","0","126","14988","7831","0","1878","1543","797","199872","24993","213229","214667.5","162840","213750","0","0","0","0","28856","1008","20000","929","28747","22212","1741","28747","2750"
"27752","221","872579","0","Hibernia Bank","New Orleans","LA","70130","6/30/2019","11/18/2019","SA","325 Carondelet St","","5","0","0","5","0","Orleans","35380","New Orleans-Metairie, LA","1/1/1886","1/16/1936","10/9/2018","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","35","201733","19383","17153","8177","0","155266","519","0","8834","0","6660","3413","201733","168570","154069","143991","154069","85.1982167619196","0","0","14051","0","450","33163","33163","0","0","0","33163","0","670","0","494","180596","99417","197538.67","199286.5","116710","192932","1136","1136","0","0","23188","0","14051","0","15144","26044","519","15144","0"
"22874","14792","550635","4305477","Hickory Point Bank and Trust","Decatur","IL","62523","6/30/2019","11/18/2019","NM","225 North Water Street","FIRST ILLINOIS CORPORATION","9","0","0","4","0","Macon","19500","Decatur, IL","6/4/1979","6/4/1979","3/31/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","145","621039","26368","19679","129672","0","418374","4560","0","17451","30","2398","26746","621039","553283","549369","443071","549369","78.8409370249965","0","0","0","0","3914","67756","67756","0","49094","644","18018","0","652","0","1930","567725","60187","633796","627777","497849","621723","10881","10881","0","0","25099","7139","0","1237","140838","67229","4560","140838","79022"
"29783","4082","479370","3833834","High Country Bank","Salida","CO","81201","6/30/2019","11/18/2019","SM","7360 West Us Highway 50","HIGH COUNTRY BANCORP, INC.","4","0","0","4","0","Chaffee","","","1/1/1886","5/3/1937","4/1/2009","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","78","275528","11054","3738","34230","0","216849","1547","0","5675","0","0","7720","275528","249807","245235","176915","245235","90.3474133298595","0","0","60","0","4512","25721","25721","0","3000","2860","19861","0","0","0","1040","254817","94554","270588.33","272152.5","217967","271012","5518","4068","0","1450","3411","2799","60","3650","48536","25654","1547","48536","0"
"3017","9798","247551","1062760","High Plains Bank","Flagler","CO","80815","6/30/2019","11/18/2019","SM","329 Main Avenue","HIGH PLAINS BANKING GROUP, INC.","4","0","0","2","1","Kit Carson","","","1/1/1908","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","https://www.highplainsbank.com","49","192951","27163","23633","14619","0","143702","2311","0","2846","130","0","4491","192951","173735","162024","86167","162024","80.1776955113373","0","0","11013","0","698","19216","19216","0","300","5490","13426","0","50","0","1298","181954","51535","184766","188753","150763","185686","1496","1496","0","0","8684","80","9989","0","21428","19200","1890","21428","0"
"418","9403","881852","1060711","High Plains Bank","Okeene","OK","73763","6/30/2019","11/18/2019","NM","202 North Main Street","FIRST KEYES BANCSHARES, INC.","5","0","0","2","1","Blaine","","","2/11/1930","1/1/1934","5/31/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","25","149250","3088","10","14575","13703","109482","857","0","1935","0","1098","5369","149250","131547","129420","111679","129420","87.3080244248443","0","0","1357","0","770","17703","17703","0","800","9779","7124","0","339","0","1832","137770","14842","113752.67","123036","120591","146716","3060","3060","0","0","10478","204","1357","0","14098","16453","857","14098","0"
