"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
64271,6/30/2019 0:00:00,18499,0.00,0.00,0.00,0.00,0.00,0.00,16872498.00,16872498.00,0.00,0.00,0.00,0.00,17295517.00,0.00,17295517.00,0.00,0.00,0.00,0.00,526273.00,526273.00,0.00,0.00,0.00,526273.00,0.00,526273.00,299663.00,0.00,299663.00,0.00,0.00,0.00,34467678.00,34467678.00,0.00,0.00,0.00,0.00,2.00,18.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12.00,2.00,18.00,20.00,0.00,0.00,1.00,2.00,0.00,20.00,344.00,1566.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00
64275,6/30/2019 0:00:00,18503,0.00,0.00,0.00,0.00,0.00,0.00,898968.00,898968.00,0.00,0.00,0.00,0.00,2527854.00,0.00,2527854.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104457.00,0.00,104457.00,0.00,0.00,0.00,5139260.00,5139260.00,0.00,1607981.00,0.00,1607981.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,128.00
64281,6/30/2019 0:00:00,18509,0.00,0.00,0.00,0.00,0.00,0.00,522800.00,522800.00,0.00,0.00,0.00,0.00,663964.00,0.00,663964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21240.00,0.00,21240.00,0.00,0.00,0.00,2202744.00,2202744.00,0.00,994740.00,0.00,994740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,229.00
64282,6/30/2019 0:00:00,18510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224242.00,0.00,224242.00,224242.00,224242.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00
64283,6/30/2019 0:00:00,18511,0.00,0.00,0.00,0.00,0.00,0.00,13301194.00,13301194.00,0.00,871121.00,871121.00,0.00,10010676.00,0.00,10010676.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125000.00,125000.00,0.00,147004.00,0.00,147004.00,1632699.00,0.00,1632699.00,30804994.00,30804994.00,0.00,4842300.00,0.00,4842300.00,21.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2.00,7.00,3.00,10.00,14.00,0.00,0.00,1.00,14.00,24.00,307.00,826.00,0.00,0.00,0.00,0.00,0.00,0.00,325.00
64287,6/30/2019 0:00:00,18515,0.00,0.00,0.00,0.00,0.00,0.00,3317787.00,3317787.00,0.00,0.00,0.00,0.00,9118457.00,0.00,9118457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2939882.00,2939882.00,0.00,953095.00,0.00,953095.00,0.00,0.00,0.00,13424196.00,13424196.00,0.00,34857.00,0.00,34857.00,124.00,0.00,7.00,18.00,0.00,0.00,32.00,0.00,6.00,0.00,44.00,0.00,44.00,55.00,0.00,6.00,0.00,80.00,124.00,160.00,190.00,50.00,0.00,0.00,0.00,0.00,0.00,2993.00
64294,6/30/2019 0:00:00,18522,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300283.00,300283.00,0.00,300283.00,0.00,300283.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,191.00
64304,6/30/2019 0:00:00,18532,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00
64308,6/30/2019 0:00:00,18536,0.00,0.00,0.00,0.00,0.00,0.00,38764.00,38764.00,0.00,0.00,0.00,0.00,772630.00,0.00,772630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113277.00,0.00,113277.00,50150.00,0.00,50150.00,974821.00,974821.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,99.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
64323,6/30/2019 0:00:00,18551,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
64332,6/30/2019 0:00:00,18560,0.00,0.00,0.00,0.00,0.00,0.00,6764166.00,6764166.00,0.00,278698.00,278698.00,0.00,9618845.00,0.00,9618845.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2128025.00,0.00,2128025.00,0.00,0.00,0.00,18789734.00,18789734.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,372.00
64339,6/30/2019 0:00:00,18567,0.00,0.00,0.00,0.00,0.00,0.00,218098.00,218098.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79543.00,79543.00,0.00,124681.00,0.00,124681.00,0.00,0.00,0.00,233894.00,233894.00,0.00,27127.00,0.00,27127.00,0.00,0.00,0.00,245225.00,245225.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,11.00,0.00,20.00,20.00,1.00,0.00,0.00,0.00,1.00,21.00,72.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,21.00
64340,6/30/2019 0:00:00,18568,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,825594.00,0.00,825594.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13900.00,0.00,13900.00,0.00,0.00,0.00,839494.00,839494.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00
64342,6/30/2019 0:00:00,18570,0.00,0.00,0.00,0.00,0.00,0.00,143913336.00,143913336.00,0.00,156006.00,156006.00,0.00,108271679.00,0.00,108271679.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705000.00,705000.00,0.00,6762617.00,0.00,6762617.00,680000.00,0.00,680000.00,271427209.00,271427209.00,0.00,11643571.00,0.00,11643571.00,20.00,34.00,0.00,0.00,0.00,0.00,5.00,3.00,5.00,26.00,20.00,34.00,54.00,0.00,0.00,10.00,5.00,0.00,54.00,839.00,2852.00,0.00,0.00,0.00,0.00,0.00,0.00,1043.00
64343,6/30/2019 0:00:00,18571,0.00,0.00,0.00,0.00,0.00,0.00,281298.00,281298.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14802.00,0.00,14802.00,1254962.00,0.00,1254962.00,1551062.00,1551062.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,10.00,0.00,0.00,1.00,0.00,0.00,1.00,136.00
64351,6/30/2019 0:00:00,18579,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
64359,6/30/2019 0:00:00,18587,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00
64361,6/30/2019 0:00:00,18589,0.00,0.00,0.00,0.00,0.00,0.00,613644.00,613644.00,0.00,0.00,0.00,0.00,1184395.00,0.00,1184395.00,0.00,0.00,0.00,254963.00,0.00,254963.00,0.00,0.00,0.00,254963.00,254963.00,0.00,54263.00,0.00,54263.00,39562.00,0.00,39562.00,2714160.00,2714160.00,0.00,822296.00,0.00,822296.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,13.00,0.00,32.00,32.00,0.00,0.00,0.00,7.00,0.00,32.00,46.00,129.00,1.00,0.00,0.00,0.00,0.00,0.00,293.00
64365,6/30/2019 0:00:00,18593,0.00,0.00,0.00,0.00,0.00,0.00,7946050.00,7946050.00,0.00,620271.00,620271.00,0.00,9024329.00,0.00,9024329.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130048.00,130048.00,0.00,377697.00,0.00,377697.00,0.00,0.00,0.00,21712732.00,21712732.00,0.00,3744385.00,0.00,3744385.00,8.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,3.00,0.00,0.00,8.00,711.00,392.00,15.00,0.00,0.00,0.00,0.00,0.00,566.00
64380,6/30/2019 0:00:00,18608,0.00,0.00,0.00,0.00,0.00,0.00,291984.00,291984.00,0.00,0.00,0.00,0.00,5044892.00,0.00,5044892.00,0.00,0.00,0.00,0.00,374158.00,374158.00,0.00,0.00,0.00,401499.00,0.00,401499.00,23397.00,0.00,23397.00,0.00,10124.00,10124.00,5420484.00,5410360.00,10124.00,50087.00,0.00,50087.00,1.00,33.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,13.00,1.00,33.00,34.00,0.00,0.00,0.00,6.00,0.00,34.00,106.00,131.00,6.00,0.00,0.00,0.00,0.00,0.00,105.00
64390,6/30/2019 0:00:00,18618,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,832149.00,0.00,832149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,832149.00,832149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,177.00
64394,6/30/2019 0:00:00,18622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146041.00,0.00,146041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146041.00,146041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
64397,6/30/2019 0:00:00,18625,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
64408,6/30/2019 0:00:00,18636,0.00,0.00,0.00,0.00,0.00,0.00,3836807.00,3836807.00,0.00,398945.00,398945.00,0.00,2040404.00,0.00,2040404.00,0.00,0.00,0.00,123509.00,0.00,123509.00,0.00,0.00,0.00,497697.00,497697.00,0.00,28585.00,0.00,28585.00,88490.00,0.00,88490.00,7273772.00,7273772.00,0.00,880541.00,0.00,880541.00,34.00,0.00,1.00,3.00,0.00,0.00,11.00,0.00,1.00,0.00,22.00,0.00,22.00,5.00,0.00,1.00,0.00,12.00,34.00,133.00,98.00,0.00,4.00,3.00,0.00,0.00,7.00,202.00
64412,6/30/2019 0:00:00,18640,0.00,0.00,0.00,0.00,0.00,0.00,855476.00,855476.00,0.00,0.00,0.00,0.00,2938126.00,0.00,2938126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113634.00,0.00,113634.00,388129.00,0.00,388129.00,4777321.00,4777321.00,0.00,481956.00,0.00,481956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,281.00
64417,6/30/2019 0:00:00,18645,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,934286.00,0.00,934286.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400659.00,1400659.00,0.00,466373.00,0.00,466373.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,4.00,0.00,5.00,1.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00
64418,6/30/2019 0:00:00,18646,0.00,0.00,0.00,0.00,0.00,0.00,136990864.00,136990864.00,0.00,8324155.00,8324155.00,0.00,410491492.00,0.00,410491492.00,0.00,0.00,0.00,79982785.00,0.00,79982785.00,144448.00,0.00,144448.00,87771160.00,87771160.00,0.00,5947377.00,0.00,5947377.00,0.00,0.00,0.00,676271639.00,676271639.00,0.00,114517751.00,0.00,114517751.00,281.00,5.00,1.00,45.00,0.00,0.00,73.00,1.00,64.00,2.00,226.00,3.00,229.00,9.00,2.00,64.00,0.00,57.00,286.00,16787.00,12147.00,34.00,6.00,0.00,0.00,0.00,6.00,1578.00
64421,6/30/2019 0:00:00,18649,0.00,0.00,0.00,0.00,0.00,0.00,749088.00,749088.00,0.00,0.00,0.00,0.00,1682325.00,0.00,1682325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57852.00,0.00,57852.00,0.00,0.00,0.00,2489265.00,2489265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,168.00
64425,6/30/2019 0:00:00,18653,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174362.00,174362.00,0.00,174362.00,0.00,174362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00
64441,6/30/2019 0:00:00,18669,0.00,0.00,0.00,0.00,0.00,0.00,8958478.00,8958478.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,660376.00,0.00,660376.00,0.00,0.00,0.00,15498774.00,15498774.00,0.00,5879920.00,0.00,5879920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,274.00,518.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00
64444,6/30/2019 0:00:00,18672,0.00,0.00,0.00,0.00,0.00,0.00,12981.00,12981.00,0.00,0.00,0.00,0.00,290116.00,0.00,290116.00,0.00,0.00,0.00,0.00,0.00,0.00,1099469.00,0.00,1099469.00,1741287.00,1741287.00,0.00,60831.00,0.00,60831.00,320449.00,0.00,320449.00,684377.00,684377.00,0.00,0.00,0.00,0.00,155.00,0.00,0.00,12.00,0.00,0.00,3.00,0.00,1.00,0.00,42.00,0.00,42.00,27.00,0.00,2.00,0.00,113.00,155.00,50.00,2.00,0.00,36.00,74.00,0.00,0.00,110.00,126.00
64460,6/30/2019 0:00:00,18688,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00
64462,6/30/2019 0:00:00,18690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
64464,6/30/2019 0:00:00,18692,0.00,0.00,0.00,0.00,0.00,0.00,147250.00,147250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5724.00,0.00,5724.00,0.00,0.00,0.00,152974.00,152974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00
64471,6/30/2019 0:00:00,18699,0.00,0.00,0.00,0.00,0.00,0.00,22990426.00,22990426.00,0.00,0.00,0.00,0.00,31541756.00,0.00,31541756.00,74999.00,74999.00,0.00,343547.00,0.00,343547.00,101113.00,39757.00,140870.00,2086321.00,1961770.00,124551.00,85815.00,0.00,85815.00,5758196.00,0.00,5758196.00,76044774.00,76044774.00,0.00,15668581.00,0.00,15668581.00,166.00,12.00,0.00,0.00,0.00,0.00,47.00,2.00,19.00,7.00,104.00,12.00,116.00,52.00,0.00,10.00,3.00,62.00,178.00,2458.00,705.00,0.00,23.00,10.00,0.00,0.00,33.00,887.00
64482,6/30/2019 0:00:00,18710,0.00,0.00,0.00,0.00,0.00,0.00,6673253.00,6673253.00,0.00,0.00,0.00,0.00,60364827.00,0.00,60364827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5045158.00,0.00,5045158.00,2003200.00,0.00,2003200.00,74086438.00,74086438.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,12.00,12.00,0.00,0.00,0.00,2.00,0.00,12.00,486.00,1263.00,0.00,0.00,0.00,0.00,0.00,0.00,584.00
64503,6/30/2019 0:00:00,18731,0.00,0.00,0.00,0.00,0.00,0.00,1480175.00,1480175.00,0.00,0.00,0.00,0.00,382332.00,0.00,382332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,394250.00,0.00,394250.00,2256757.00,2256757.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00
64515,6/30/2019 0:00:00,18743,0.00,0.00,0.00,0.00,0.00,0.00,303073.00,303073.00,0.00,0.00,0.00,0.00,5804281.00,0.00,5804281.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2425082.00,0.00,2425082.00,0.00,0.00,0.00,10500427.00,10500427.00,0.00,1967991.00,0.00,1967991.00,6.00,8.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,2.00,1.00,8.00,9.00,5.00,0.00,0.00,0.00,5.00,14.00,133.00,102.00,0.00,0.00,0.00,0.00,0.00,0.00,174.00
64518,6/30/2019 0:00:00,18746,0.00,0.00,0.00,0.00,0.00,0.00,39140.00,39140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94377.00,0.00,94377.00,157117.00,157117.00,0.00,23600.00,0.00,23600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00
64521,6/30/2019 0:00:00,18749,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
64528,6/30/2019 0:00:00,18756,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54700.00,54700.00,0.00,54700.00,0.00,54700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
64531,6/30/2019 0:00:00,18759,0.00,0.00,0.00,0.00,0.00,0.00,5779900.00,5779900.00,0.00,0.00,0.00,0.00,10514407.00,0.00,10514407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288305.00,0.00,288305.00,0.00,0.00,0.00,17540394.00,17540394.00,0.00,957782.00,0.00,957782.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00,226.00,0.00,0.00,0.00,0.00,0.00,0.00,315.00
64543,6/30/2019 0:00:00,18771,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00
64546,6/30/2019 0:00:00,18774,0.00,0.00,0.00,0.00,0.00,0.00,14525743.00,14525743.00,0.00,0.00,0.00,0.00,12772110.00,0.00,12772110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11807847.00,0.00,11807847.00,42625397.00,42625397.00,0.00,3519697.00,0.00,3519697.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,274.00,346.00,0.00,0.00,0.00,0.00,0.00,0.00,663.00
