"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
176,6/30/2019 0:00:00,92,0.00,0.00,0.00,0.00,0.00,0.00,9466000.00,9466000.00,0.00,0.00,0.00,0.00,62323000.00,0.00,62323000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44323000.00,0.00,44323000.00,157868000.00,157868000.00,0.00,41756000.00,0.00,41756000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,601.00,466.00,0.00,0.00,0.00,0.00,0.00,0.00,435.00
177,6/30/2019 0:00:00,93,0.00,0.00,0.00,0.00,0.00,0.00,825490.00,825490.00,0.00,0.00,0.00,0.00,43918539.00,0.00,43918539.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72123.00,72123.00,0.00,23413360.00,0.00,23413360.00,0.00,0.00,0.00,80758389.00,80758389.00,0.00,12601000.00,0.00,12601000.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,367.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,124.00
181,6/30/2019 0:00:00,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,6/30/2019 0:00:00,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,424510.00,0.00,424510.00,8655.00,0.00,8655.00,450834.00,450834.00,0.00,17669.00,0.00,17669.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,54.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,29.00
195,6/30/2019 0:00:00,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,586151.00,0.00,586151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195947.00,0.00,195947.00,0.00,0.00,0.00,782098.00,782098.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,146.00
196,6/30/2019 0:00:00,105,0.00,222386.00,222386.00,0.00,0.00,0.00,64299585.00,64299585.00,0.00,2003793.00,2003793.00,0.00,413777844.00,0.00,413777844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,202103.00,202103.00,0.00,0.00,0.00,0.00,13840058.00,0.00,13840058.00,576227411.00,576005025.00,222386.00,82083745.00,0.00,82083745.00,282.00,3.00,3.00,4.00,0.00,0.00,92.00,3.00,99.00,0.00,230.00,3.00,233.00,45.00,0.00,38.00,0.00,52.00,285.00,2230.00,6069.00,10.00,0.00,0.00,0.00,0.00,0.00,5089.00
198,6/30/2019 0:00:00,107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
199,6/30/2019 0:00:00,108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,723525.00,723525.00,0.00,13155.00,0.00,13155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132786.00,0.00,132786.00,1236500.00,0.00,1236500.00,5621228.00,5621228.00,0.00,3515262.00,0.00,3515262.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,2.00,712.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,422.00
200,6/30/2019 0:00:00,109,0.00,0.00,0.00,0.00,0.00,0.00,367361.00,367361.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367361.00,367361.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
205,6/30/2019 0:00:00,112,0.00,0.00,0.00,0.00,0.00,0.00,4114510.00,4114510.00,0.00,0.00,0.00,0.00,5261711.00,0.00,5261711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95011.00,0.00,95011.00,12833632.00,12833632.00,0.00,3362400.00,0.00,3362400.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,697.00,292.00,0.00,0.00,0.00,0.00,0.00,0.00,137.00
216,6/30/2019 0:00:00,116,0.00,0.00,0.00,0.00,0.00,0.00,3379610.00,3379610.00,0.00,0.00,0.00,0.00,10036805.00,0.00,10036805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529374.00,0.00,529374.00,745933.00,0.00,745933.00,16291246.00,16291246.00,0.00,1599524.00,0.00,1599524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
220,6/30/2019 0:00:00,117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00
224,6/30/2019 0:00:00,119,0.00,0.00,0.00,0.00,0.00,0.00,646328.00,646328.00,0.00,0.00,0.00,0.00,3637119.00,0.00,3637119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86861.00,0.00,86861.00,0.00,0.00,0.00,7050108.00,7050108.00,0.00,2679800.00,0.00,2679800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,6/30/2019 0:00:00,121,441572.00,0.00,441572.00,0.00,0.00,0.00,1723484387.00,1723484387.00,0.00,489740.00,489740.00,0.00,6588233815.00,0.00,6588233815.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53428.00,53428.00,0.00,160121626.00,0.00,160121626.00,290599000.00,0.00,290599000.00,8763370140.00,8763370140.00,0.00,0.00,0.00,0.00,3172.00,20.00,2.00,3.00,0.00,0.00,15.00,7.00,59.00,7.00,86.00,20.00,106.00,3081.00,0.00,12.00,6.00,3086.00,3192.00,31905.00,50131.00,0.00,0.00,0.00,0.00,0.00,0.00,9467.00
233,6/30/2019 0:00:00,124,0.00,0.00,0.00,0.00,0.00,0.00,3022275.00,3022275.00,0.00,0.00,0.00,0.00,22619004.00,0.00,22619004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1632457.00,0.00,1632457.00,0.00,0.00,0.00,28741736.00,28741736.00,0.00,1468000.00,0.00,1468000.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,14.00,0.00,1.00,0.00,14.00,1.00,15.00,373.00,242.00,0.00,0.00,0.00,0.00,0.00,0.00,279.00
234,6/30/2019 0:00:00,125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3444509.00,0.00,3444509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3444509.00,3444509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,229.00
240,6/30/2019 0:00:00,128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5355516.00,0.00,5355516.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5713916.00,5713916.00,0.00,358400.00,0.00,358400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,173.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00
242,6/30/2019 0:00:00,129,0.00,0.00,0.00,0.00,0.00,0.00,1282196.00,1282196.00,0.00,1929652.00,1929652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5812984.00,5812984.00,0.00,2601136.00,0.00,2601136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,341.00,72.00,3.00,0.00,0.00,0.00,0.00,0.00,1184.00
256,6/30/2019 0:00:00,136,0.00,0.00,0.00,0.00,0.00,0.00,11713623.00,11713623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18551.00,18551.00,0.00,4877101.00,0.00,4877101.00,18551.00,0.00,18551.00,16609275.00,16609275.00,0.00,0.00,0.00,0.00,8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,5.00,1.00,6.00,2.00,0.00,0.00,0.00,3.00,9.00,378.00,546.00,0.00,0.00,0.00,0.00,0.00,0.00,227.00
258,6/30/2019 0:00:00,137,0.00,0.00,0.00,0.00,0.00,0.00,187836.00,187836.00,0.00,0.00,0.00,0.00,30067468.00,0.00,30067468.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131857.00,0.00,131857.00,1286417.00,0.00,1286417.00,31678201.00,31678201.00,0.00,4623.00,0.00,4623.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,296.00,55.00,3.00,0.00,0.00,0.00,0.00,0.00,944.00
262,6/30/2019 0:00:00,139,0.00,0.00,0.00,0.00,0.00,0.00,4199996.00,4199996.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1316402.00,0.00,1316402.00,0.00,0.00,0.00,6615859.00,6615859.00,0.00,1099461.00,0.00,1099461.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00,111.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00
264,6/30/2019 0:00:00,141,0.00,0.00,0.00,0.00,0.00,0.00,4652104.00,4652104.00,0.00,0.00,0.00,0.00,9256995.00,0.00,9256995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338256.00,0.00,338256.00,14267221.00,14267221.00,0.00,19866.00,0.00,19866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00
266,6/30/2019 0:00:00,143,0.00,0.00,0.00,0.00,0.00,0.00,9323463.00,9323463.00,0.00,0.00,0.00,0.00,11170188.00,0.00,11170188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2855588.00,0.00,2855588.00,0.00,0.00,0.00,23745302.00,23745302.00,0.00,396063.00,0.00,396063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.00,415.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
274,6/30/2019 0:00:00,149,0.00,0.00,0.00,0.00,0.00,0.00,4380492.00,4380492.00,0.00,759946.00,759946.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215487.00,215487.00,0.00,0.00,0.00,0.00,562516.00,0.00,562516.00,5702954.00,5702954.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,8.00,0.00,8.00,7.00,0.00,0.00,0.00,8.00,16.00,97.00,351.00,0.00,1.00,1.00,0.00,0.00,2.00,997.00
275,6/30/2019 0:00:00,150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432772.00,0.00,432772.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56129.00,56129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,488614.00,488614.00,0.00,55842.00,0.00,55842.00,148.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,5.00,0.00,5.00,143.00,0.00,0.00,0.00,143.00,148.00,29.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,130.00
276,6/30/2019 0:00:00,151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,690966.00,0.00,690966.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,690966.00,690966.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,23.00
277,6/30/2019 0:00:00,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
287,6/30/2019 0:00:00,154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
288,6/30/2019 0:00:00,155,0.00,0.00,0.00,0.00,0.00,0.00,250033.00,250033.00,0.00,0.00,0.00,0.00,452372.00,0.00,452372.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,702405.00,702405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00
294,6/30/2019 0:00:00,160,0.00,0.00,0.00,0.00,0.00,0.00,17724169.00,17724169.00,0.00,0.00,0.00,0.00,27012843.00,0.00,27012843.00,0.00,0.00,0.00,23388.00,0.00,23388.00,0.00,0.00,0.00,23388.00,23388.00,0.00,57644.00,0.00,57644.00,8530392.00,0.00,8530392.00,53415996.00,53415996.00,0.00,90948.00,0.00,90948.00,8.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,7.00,57.00,64.00,1.00,0.00,7.00,0.00,1.00,65.00,901.00,926.00,0.00,0.00,0.00,0.00,0.00,0.00,682.00
303,6/30/2019 0:00:00,166,0.00,0.00,0.00,0.00,0.00,0.00,2134983.00,2134983.00,0.00,0.00,0.00,0.00,18869050.00,0.00,18869050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10269.00,0.00,10269.00,1751736.00,0.00,1751736.00,22877918.00,22877918.00,0.00,111880.00,0.00,111880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,219.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00
306,6/30/2019 0:00:00,168,0.00,0.00,0.00,0.00,0.00,0.00,2431287.00,2431287.00,0.00,0.00,0.00,0.00,3812158.00,0.00,3812158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9082445.00,9082445.00,0.00,2839000.00,0.00,2839000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,249.00,0.00,0.00,0.00,0.00,0.00,0.00,181.00
319,6/30/2019 0:00:00,173,0.00,0.00,0.00,0.00,0.00,0.00,12970106.00,12970106.00,0.00,0.00,0.00,0.00,35889422.00,0.00,35889422.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5557986.00,0.00,5557986.00,0.00,0.00,0.00,58599735.00,58599735.00,0.00,4182221.00,0.00,4182221.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,13.00,0.00,28.00,28.00,0.00,0.00,0.00,11.00,0.00,28.00,323.00,517.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
320,6/30/2019 0:00:00,174,0.00,0.00,0.00,0.00,0.00,0.00,2819938.00,2819938.00,0.00,0.00,0.00,0.00,4304403.00,0.00,4304403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1789144.00,0.00,1789144.00,0.00,0.00,0.00,8913485.00,8913485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
327,6/30/2019 0:00:00,179,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1094633.00,0.00,1094633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33513.00,0.00,33513.00,0.00,0.00,0.00,1262080.00,1262080.00,0.00,133934.00,0.00,133934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
339,6/30/2019 0:00:00,182,0.00,0.00,0.00,0.00,0.00,0.00,189490.00,189490.00,0.00,0.00,0.00,0.00,1117659.00,0.00,1117659.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1307149.00,1307149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00
340,6/30/2019 0:00:00,183,0.00,0.00,0.00,0.00,0.00,0.00,12128447.00,12126347.00,2100.00,0.00,0.00,0.00,97411688.00,0.00,97411688.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4185777.00,0.00,4185777.00,0.00,0.00,0.00,114706942.00,114704842.00,2100.00,981030.00,0.00,981030.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,932.00,978.00,0.00,0.00,0.00,0.00,0.00,0.00,418.00
345,6/30/2019 0:00:00,185,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
352,6/30/2019 0:00:00,188,0.00,0.00,0.00,0.00,0.00,0.00,18316803.00,18316803.00,0.00,0.00,0.00,0.00,66949914.00,0.00,66949914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6278684.00,0.00,6278684.00,99818294.00,99818294.00,0.00,8272893.00,0.00,8272893.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,1.00,0.00,0.00,0.00,1.00,4.00,799.00,547.00,0.00,0.00,0.00,0.00,0.00,0.00,1103.00
359,6/30/2019 0:00:00,192,0.00,0.00,0.00,0.00,0.00,0.00,9929766.00,9929766.00,0.00,0.00,0.00,0.00,14202506.00,0.00,14202506.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3868397.00,0.00,3868397.00,0.00,0.00,0.00,28121731.00,28121731.00,0.00,121062.00,0.00,121062.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00,366.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00
361,6/30/2019 0:00:00,193,0.00,0.00,0.00,0.00,0.00,0.00,20842143.00,20842143.00,0.00,3074403.00,3074403.00,0.00,30373627.00,0.00,30373627.00,0.00,0.00,0.00,347405.00,0.00,347405.00,0.00,0.00,0.00,2782962.00,2782962.00,0.00,4831180.00,0.00,4831180.00,28603.00,0.00,28603.00,67197906.00,67197906.00,0.00,8047950.00,0.00,8047950.00,16.00,8.00,0.00,2.00,0.00,0.00,7.00,3.00,2.00,3.00,10.00,8.00,18.00,4.00,0.00,0.00,1.00,7.00,24.00,1070.00,1128.00,0.00,0.00,0.00,0.00,0.00,0.00,984.00
365,6/30/2019 0:00:00,197,0.00,0.00,0.00,0.00,0.00,0.00,552079.00,552079.00,0.00,0.00,0.00,0.00,5397205.00,0.00,5397205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4256.00,0.00,4256.00,6755466.00,6755466.00,0.00,801926.00,0.00,801926.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,233.00
367,6/30/2019 0:00:00,199,0.00,0.00,0.00,0.00,0.00,0.00,445142.00,445142.00,0.00,0.00,0.00,0.00,4728007.00,0.00,4728007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57648.00,0.00,57648.00,0.00,0.00,0.00,5230797.00,5230797.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
370,6/30/2019 0:00:00,201,0.00,0.00,0.00,0.00,0.00,0.00,643181.00,643181.00,0.00,0.00,0.00,0.00,3761940.00,0.00,3761940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4405121.00,4405121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
